"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","EO","15","15","26620","26480"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","G6","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","G7","20","20","54010","52620"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","15","15","31940","31660"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","25","25","40810","39590"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","AO","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","EO","20","15","26640","26350"
"In post","2022","Commercial","East of England","East Anglia","G6","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","G7","10","10","52910","49430"
"In post","2022","Commercial","East of England","East Anglia","HEO","60","60","31970","31250"
"In post","2022","Commercial","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","SEO","80","75","41060","40580"
"In post","2022","Commercial","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","EO","15","15","28630","27860"
"In post","2022","Commercial","London","Inner London - East","G6","10","10","67950","66870"
"In post","2022","Commercial","London","Inner London - East","G7","20","20","54990","53860"
"In post","2022","Commercial","London","Inner London - East","HEO","15","15","36340","35370"
"In post","2022","Commercial","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","SEO","35","35","44670","44080"
"In post","2022","Commercial","London","Inner London - West","AO","25","20","23560","23250"
"In post","2022","Commercial","London","Inner London - West","EO","75","70","28950","28360"
"In post","2022","Commercial","London","Inner London - West","G6","95","90","70410","67660"
"In post","2022","Commercial","London","Inner London - West","G7","180","175","55710","53640"
"In post","2022","Commercial","London","Inner London - West","HEO","165","160","34910","34710"
"In post","2022","Commercial","London","Inner London - West","SCS level","50","45","84010","78400"
"In post","2022","Commercial","London","Inner London - West","SEO","225","225","42810","41750"
"In post","2022","Commercial","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
