"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Security","London","Unknown","65","60","43830","38010"
"In post","2022","Declared non-disabled","Security","Outside London","Heterosexual / straight","4500","4390","30280","26670"
"In post","2022","Declared non-disabled","Security","Outside London","LGBO","175","170","30240","27680"
"In post","2022","Declared non-disabled","Security","Outside London","Undeclared","385","370","32900","33300"
"In post","2022","Declared non-disabled","Security","Outside London","Unknown","225","220","33810","33100"
"In post","2022","Declared non-disabled","Security","Overseas","Heterosexual / straight","105","105","39880","34260"
"In post","2022","Declared non-disabled","Security","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Unknown","Heterosexual / straight","75","75","30470","27370"
"In post","2022","Declared non-disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","London","Heterosexual / straight","9660","9185","41170","35200"
"In post","2022","Declared non-disabled","Unknown","London","LGBO","350","345","46170","41970"
"In post","2022","Declared non-disabled","Unknown","London","Undeclared","1105","1035","40450","35070"
"In post","2022","Declared non-disabled","Unknown","London","Unknown","140","130","44640","40310"
"In post","2022","Declared non-disabled","Unknown","Outside London","Heterosexual / straight","35335","33310","32940","27370"
"In post","2022","Declared non-disabled","Unknown","Outside London","LGBO","1475","1430","33920","29430"
"In post","2022","Declared non-disabled","Unknown","Outside London","Undeclared","3085","2875","32840","27370"
"In post","2022","Declared non-disabled","Unknown","Outside London","Unknown","1845","1735","37050","32040"
"In post","2022","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","250","245","39310","33000"
"In post","2022","Declared non-disabled","Unknown","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","Undeclared","35","35","38880","31520"
"In post","2022","Declared non-disabled","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","95","90","35060","33300"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","Heterosexual / straight","85","80","48470","51650"
"In post","2022","Undeclared","Analysis","London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","Undeclared","50","50","51500","53700"
"In post","2022","Undeclared","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outside London","Heterosexual / straight","55","55","38930","36840"
"In post","2022","Undeclared","Analysis","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outside London","Undeclared","50","45","38090","33590"
"In post","2022","Undeclared","Analysis","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Heterosexual / straight","30","30","57470","47870"
"In post","2022","Undeclared","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Heterosexual / straight","100","100","37100","34500"
"In post","2022","Undeclared","Commercial","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Undeclared","90","85","40620","39540"
"In post","2022","Undeclared","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Heterosexual / straight","40","40","48560","41810"
"In post","2022","Undeclared","Communications","London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Heterosexual / straight","105","105","31460","27250"
"In post","2022","Undeclared","Communications","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Undeclared","100","100","32420","27800"
"In post","2022","Undeclared","Communications","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","Heterosexual / straight","60","55","37180","31060"
"In post","2022","Undeclared","Counter Fraud","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","Undeclared","110","105","41770","37930"
"In post","2022","Undeclared","Counter Fraud","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Outside London","Heterosexual / straight","260","240","30420","27570"
"In post","2022","Undeclared","Counter Fraud","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Outside London","Undeclared","400","370","34860","33080"
"In post","2022","Undeclared","Counter Fraud","Outside London","Unknown","70","60","30930","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Debt","Outside London","Heterosexual / straight","145","130","22820","21260"
"In post","2022","Undeclared","Debt","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Debt","Outside London","Undeclared","95","85","22900","21260"
"In post","2022","Undeclared","Debt","Outside London","Unknown","30","25","22530","21260"
"In post","2022","Undeclared","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","Heterosexual / straight","85","85","46740","41050"
"In post","2022","Undeclared","Digital, Data & Technology","London","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","Undeclared","80","75","48870","44550"
"In post","2022","Undeclared","Digital, Data & Technology","London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Heterosexual / straight","410","400","38760","36010"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","LGBO","35","35","34640","33000"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Undeclared","510","495","39850","36810"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Unknown","45","40","39350","35310"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","Heterosexual / straight","65","65","49700","52010"
"In post","2022","Undeclared","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","Undeclared","60","60","51690","48510"
"In post","2022","Undeclared","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","Heterosexual / straight","215","205","36270","33600"
"In post","2022","Undeclared","Finance","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","Undeclared","225","210","36690","33370"
"In post","2022","Undeclared","Finance","Outside London","Unknown","35","35","34320","33370"
"In post","2022","Undeclared","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","Heterosexual / straight","80","75","45760","41080"
"In post","2022","Undeclared","Human Resources","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","Undeclared","60","55","48960","44850"
"In post","2022","Undeclared","Human Resources","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","Heterosexual / straight","270","255","33890","31990"
"In post","2022","Undeclared","Human Resources","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","Undeclared","150","140","32000","29130"
"In post","2022","Undeclared","Human Resources","Outside London","Unknown","30","25","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","Heterosexual / straight","80","75","54960","56200"
"In post","2022","Undeclared","Legal","London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","London","Undeclared","55","55","58390","65150"
"In post","2022","Undeclared","Legal","London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","Heterosexual / straight","65","60","44940","41750"
"In post","2022","Undeclared","Legal","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","Undeclared","75","65","46290","48080"
"In post","2022","Undeclared","Legal","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","London","Heterosexual / straight","1340","1290","39990","34710"
"In post","2022","Undeclared","No function","London","LGBO","155","150","41350","35700"
"In post","2022","Undeclared","No function","London","Undeclared","1030","1000","43530","38290"
"In post","2022","Undeclared","No function","London","Unknown","390","360","34650","33830"
"In post","2022","Undeclared","No function","Outside London","Heterosexual / straight","6265","5740","29190","27570"
"In post","2022","Undeclared","No function","Outside London","LGBO","550","530","28630","27570"
"In post","2022","Undeclared","No function","Outside London","Undeclared","4030","3720","30700","27570"
"In post","2022","Undeclared","No function","Outside London","Unknown","2225","1950","29350","31650"
"In post","2022","Undeclared","No function","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Overseas","Undeclared","50","50","53340","54470"
"In post","2022","Undeclared","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","Heterosexual / straight","80","75","49090","44850"
"In post","2022","Undeclared","Project Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","Undeclared","75","70","57720","61530"
"In post","2022","Undeclared","Project Delivery","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Outside London","Heterosexual / straight","500","475","39050","37560"
"In post","2022","Undeclared","Project Delivery","Outside London","LGBO","35","35","38110","37590"
"In post","2022","Undeclared","Project Delivery","Outside London","Undeclared","605","580","41130","40430"
"In post","2022","Undeclared","Project Delivery","Outside London","Unknown","55","50","39650","39950"
"In post","2022","Undeclared","Project Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","Heterosexual / straight","50","50","45550","40830"
"In post","2022","Undeclared","Property","London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","London","Undeclared","50","50","42940","37910"
"In post","2022","Undeclared","Property","London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","Heterosexual / straight","215","210","35110","33300"
"In post","2022","Undeclared","Property","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","Undeclared","205","195","37600","33540"
"In post","2022","Undeclared","Property","Outside London","Unknown","65","60","34600","29450"
"In post","2022","Undeclared","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","Heterosexual / straight","60","60","41550","39420"
"In post","2022","Undeclared","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","Undeclared","75","70","46730","44690"
"In post","2022","Undeclared","Security","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","Heterosexual / straight","325","315","30580","26930"
"In post","2022","Undeclared","Security","Outside London","LGBO","35","35","35310","34350"
"In post","2022","Undeclared","Security","Outside London","Undeclared","315","305","34660","36700"
"In post","2022","Undeclared","Security","Outside London","Unknown","35","35","39970","39930"
"In post","2022","Undeclared","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","Heterosexual / straight","295","280","38210","35050"
"In post","2022","Undeclared","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","Undeclared","460","440","41710","36620"
"In post","2022","Undeclared","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Outside London","Heterosexual / straight","1165","1095","30250","26670"
"In post","2022","Undeclared","Unknown","Outside London","LGBO","85","80","32820","27370"
"In post","2022","Undeclared","Unknown","Outside London","Undeclared","1360","1280","32050","27790"
"In post","2022","Undeclared","Unknown","Outside London","Unknown","60","55","30820","26510"
"In post","2022","Undeclared","Unknown","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","London","Heterosexual / straight","270","260","48040","43880"
"In post","2022","Unknown","Analysis","London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","London","Undeclared","135","130","52670","53360"
"In post","2022","Unknown","Analysis","London","Unknown","380","370","46280","41340"
"In post","2022","Unknown","Analysis","Outside London","Heterosexual / straight","385","375","37170","36840"
"In post","2022","Unknown","Analysis","Outside London","LGBO","40","40","33740","31010"
"In post","2022","Unknown","Analysis","Outside London","Undeclared","45","45","37060","32010"
"In post","2022","Unknown","Analysis","Outside London","Unknown","495","475","37000","35380"
"In post","2022","Unknown","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Heterosexual / straight","95","90","48710","42760"
"In post","2022","Unknown","Commercial","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Undeclared","80","80","47700","44000"
"In post","2022","Unknown","Commercial","London","Unknown","715","705","67050","64500"
"In post","2022","Unknown","Commercial","Outside London","Heterosexual / straight","360","350","36170","34480"
"In post","2022","Unknown","Commercial","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","Outside London","Undeclared","60","60","42360","36820"
"In post","2022","Unknown","Commercial","Outside London","Unknown","1000","980","55480","51690"
"In post","2022","Unknown","Commercial","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","London","Heterosexual / straight","195","195","44090","40470"
"In post","2022","Unknown","Communications","London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","London","Undeclared","160","155","45650","40650"
"In post","2022","Unknown","Communications","London","Unknown","425","415","46870","42470"
"In post","2022","Unknown","Communications","Outside London","Heterosexual / straight","150","145","33910","30630"
"In post","2022","Unknown","Communications","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Outside London","Undeclared","30","30","41510","35970"
"In post","2022","Unknown","Communications","Outside London","Unknown","1590","1545","29610","26820"
"In post","2022","Unknown","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Heterosexual / straight","70","65","40450","37930"
"In post","2022","Unknown","Counter Fraud","London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Unknown","575","555","37650","37610"
"In post","2022","Unknown","Counter Fraud","Outside London","Heterosexual / straight","255","230","32770","31000"
"In post","2022","Unknown","Counter Fraud","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","Undeclared","45","40","34600","33370"
"In post","2022","Unknown","Counter Fraud","Outside London","Unknown","1740","1655","30900","27570"
"In post","2022","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","London","Unknown","125","110","32140","26400"
"In post","2022","Unknown","Debt","Outside London","Heterosexual / straight","75","70","24590","22080"
"In post","2022","Unknown","Debt","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Unknown","Debt","Outside London","Unknown","1195","1105","22460","21250"
"In post","2022","Unknown","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","London","Heterosexual / straight","310","305","45770","40650"
"In post","2022","Unknown","Digital, Data & Technology","London","LGBO","30","30","46420","43850"
"In post","2022","Unknown","Digital, Data & Technology","London","Undeclared","75","75","47550","48610"
"In post","2022","Unknown","Digital, Data & Technology","London","Unknown","675","665","49060","44580"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","Heterosexual / straight","755","740","38770","36820"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","LGBO","45","45","35400","32250"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","Undeclared","145","140","40780","37340"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","Unknown","2135","2105","39600","36500"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","London","Heterosexual / straight","185","180","45070","40650"
"In post","2022","Unknown","Finance","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","London","Undeclared","100","100","45740","40650"
"In post","2022","Unknown","Finance","London","Unknown","305","295","48780","43430"
"In post","2022","Unknown","Finance","Outside London","Heterosexual / straight","435","420","36580","33300"
"In post","2022","Unknown","Finance","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Outside London","Undeclared","135","135","36870","30810"
"In post","2022","Unknown","Finance","Outside London","Unknown","945","880","32310","27190"
"In post","2022","Unknown","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
