"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Nottingham","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","20","20","36990","36730"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","10","10","34390","32010"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Devon CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Plymouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Plymouth","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Dorset","AA/AO","10","10","21510","21510"
"In post","2022","Analysis","Dorset and Somerset","Dorset","EO","30","30","25180","25010"
"In post","2022","Analysis","Dorset and Somerset","Dorset","G6/G7","20","20","54410","49970"
"In post","2022","Analysis","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Dorset","SEO/HEO","60","60","32850","30220"
"In post","2022","Analysis","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","AA/AO","25","20","20610","21510"
"In post","2022","Analysis","East Anglia","Suffolk CC","EO","60","60","25300","25010"
"In post","2022","Analysis","East Anglia","Suffolk CC","G6/G7","65","60","51650","48080"
"In post","2022","Analysis","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","SEO/HEO","180","175","33360","32770"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","EO","10","10","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","25","25","38000","36600"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","AA/AO","60","55","20080","19860"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","EO","145","130","24660","23880"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","G6/G7","260","255","53400","51210"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","SCS level","15","15","80890","72160"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","SEO/HEO","775","745","34390","32810"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","G6/G7","25","20","67460","59740"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","SEO/HEO","35","30","40920","39570"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","SEO/HEO","10","10","38700","40520"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","15","15","27540","27850"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","10","60480","57540"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","45","40","38030","36300"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","25","25","26100","25880"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","30","25","58670","59220"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","80","75","36280","36500"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","35","35","50530","47040"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","90","85","35090","38070"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","SEO/HEO","15","15","35790","33510"
"In post","2022","Analysis","Greater Manchester","Manchester","AA/AO","10","10","21260","21260"
"In post","2022","Analysis","Greater Manchester","Manchester","EO","15","15","26530","26820"
"In post","2022","Analysis","Greater Manchester","Manchester","G6/G7","65","60","55740","55210"
"In post","2022","Analysis","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","SEO/HEO","190","190","35580","33370"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","G6/G7","170","160","50690","47060"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","215","210","34970","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","AA/AO","10","10","20010","19860"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","EO","55","50","24480","23880"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","G6/G7","120","115","53470","51210"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","335","320","34300","32810"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","G6/G7","50","45","62590","62120"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","SEO/HEO","105","100","39980","37930"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","EO","80","80","28670","28410"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","G6/G7","325","310","62070","60280"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","SCS level","35","35","99160","95700"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","SEO/HEO","275","275","39030","40450"
"In post","2022","Analysis","Inner London - West","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","EO","20","20","28620","28230"
"In post","2022","Analysis","Inner London - West","Camden and City of London","G6/G7","135","120","85100","80360"
"In post","2022","Analysis","Inner London - West","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","SEO/HEO","65","60","41640","41210"
"In post","2022","Analysis","Inner London - West","Westminster","AA/AO","55","50","24580","24900"
"In post","2022","Analysis","Inner London - West","Westminster","EO","190","185","28790","27850"
"In post","2022","Analysis","Inner London - West","Westminster","G6/G7","1080","1040","59430","57230"
"In post","2022","Analysis","Inner London - West","Westminster","SCS level","95","90","86570","78840"
"In post","2022","Analysis","Inner London - West","Westminster","SEO/HEO","1145","1130","37830","37610"
"In post","2022","Analysis","Kent","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","G6/G7","25","25","55920","55210"
"In post","2022","Analysis","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","SEO/HEO","60","55","36320","33370"
"In post","2022","Analysis","Merseyside","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","G6/G7","10","10","57430","57510"
"In post","2022","Analysis","Merseyside","Sefton","SEO/HEO","10","10","37910","39390"
"In post","2022","Analysis","Merseyside","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","G6/G7","50","45","54830","52150"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","85","80","34460","33860"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","G6/G7","25","25","66190","62380"
"In post","2022","Analysis","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","SEO/HEO","25","25","41080","37930"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","15","15","35630","33300"
"In post","2022","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Sheffield","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Sheffield","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Sheffield","G6/G7","95","85","57410","53030"
"In post","2022","Analysis","South Yorkshire","Sheffield","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Sheffield","SEO/HEO","95","90","35880","35590"
"In post","2022","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southern Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Darlington","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Darlington","SEO/HEO","25","20","32640","30710"
"In post","2022","Analysis","Tees Valley and Durham","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Glasgow City","EO","15","15","25750","24650"
"In post","2022","Analysis","West Central Scotland","Glasgow City","G6/G7","20","20","57730","58960"
"In post","2022","Analysis","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Glasgow City","SEO/HEO","35","35","35600","35000"
"In post","2022","Analysis","West Midlands","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Birmingham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","West Midlands","Birmingham","G6/G7","10","10","64380","55210"
"In post","2022","Analysis","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Birmingham","SEO/HEO","30","30","41210","39740"
"In post","2022","Analysis","West Midlands","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Wolverhampton","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Central Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Leeds","AA/AO","20","20","21520","21260"
"In post","2022","Analysis","West Yorkshire","Leeds","EO","40","40","25700","25120"
