"Status","Year","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East Midlands (England)","Female","1825","1630","29080","27570"
"In post","2022","Declared disabled","East Midlands (England)","Male","1130","1075","29280","27570"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","Female","1675","1495","29720","27570"
"In post","2022","Declared disabled","East of England","Male","1035","980","31330","29290"
"In post","2022","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","Female","5875","5515","40250","34610"
"In post","2022","Declared disabled","London","Male","4055","3950","42800","37640"
"In post","2022","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Female","2385","2045","27740","26820"
"In post","2022","Declared disabled","North East (England)","Male","1445","1350","29090","26950"
"In post","2022","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Female","4760","4185","28860","27570"
"In post","2022","Declared disabled","North West (England)","Male","2925","2775","30050","27570"
"In post","2022","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Female","185","170","30140","26820"
"In post","2022","Declared disabled","Northern Ireland","Male","150","145","28590","26820"
"In post","2022","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Female","95","95","47850","51500"
"In post","2022","Declared disabled","Overseas","Male","140","140","47750","43440"
"In post","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Female","2850","2540","30740","27570"
"In post","2022","Declared disabled","Scotland","Male","1990","1885","32490","27570"
"In post","2022","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Female","2725","2440","30130","27570"
"In post","2022","Declared disabled","South East (England)","Male","2000","1900","31580","29230"
"In post","2022","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","Female","2745","2465","31060","27570"
"In post","2022","Declared disabled","South West (England)","Male","2250","2160","34360","31650"
"In post","2022","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","95","90","29970","27570"
"In post","2022","Declared disabled","Unknown","Male","55","50","36830","30650"
"In post","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","Female","2440","2125","28570","26780"
"In post","2022","Declared disabled","Wales","Male","1385","1310","30970","27570"
"In post","2022","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","Female","2550","2270","29260","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","1480","1400","30780","27570"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","2670","2355","30380","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","1700","1605","31480","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","8755","7855","29980","27410"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","6520","6305","32260","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East of England","Female","8545","7705","30260","27570"
"In post","2022","Declared non-disabled","East of England","Male","6975","6750","32480","29290"
"In post","2022","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","Female","36800","34665","42830","37610"
"In post","2022","Declared non-disabled","London","Male","30570","30035","46080","40650"
"In post","2022","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Female","13125","11475","29010","26820"
"In post","2022","Declared non-disabled","North East (England)","Male","8885","8535","31880","27570"
"In post","2022","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North West (England)","Female","24960","22415","29700","27570"
"In post","2022","Declared non-disabled","North West (England)","Male","17775","17200","32100","27570"
"In post","2022","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Female","1210","1115","30520","26820"
"In post","2022","Declared non-disabled","Northern Ireland","Male","1350","1320","29890","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Female","920","915","48580","47900"
"In post","2022","Declared non-disabled","Overseas","Male","1430","1425","49390","47340"
"In post","2022","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scotland","Female","16705","15160","32690","27570"
"In post","2022","Declared non-disabled","Scotland","Male","12745","12370","34980","30040"
"In post","2022","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
