"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Analysis","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","EO","EO","20","20","28840","29000"
"In post","2022","Analysis","Digital, Data and Technology","G6/G7","G6","15","15","66660","64970"
"In post","2022","Analysis","Digital, Data and Technology","G6/G7","G7","45","40","53110","53360"
"In post","2022","Analysis","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","SEO/HEO","HEO","35","35","33880","33410"
"In post","2022","Analysis","Digital, Data and Technology","SEO/HEO","SEO","50","45","42770","42210"
"In post","2022","Analysis","Economics","AA/AO","AO","50","50","20980","19860"
"In post","2022","Analysis","Economics","EO","EO","110","110","27090","27680"
"In post","2022","Analysis","Economics","G6/G7","G6","140","130","71700","70140"
"In post","2022","Analysis","Economics","G6/G7","G7","430","415","55840","54760"
"In post","2022","Analysis","Economics","SCS level","SCS level","60","60","95230","85770"
"In post","2022","Analysis","Economics","SEO/HEO","HEO","500","495","34220","33710"
"In post","2022","Analysis","Economics","SEO/HEO","SEO","80","80","41790","40650"
"In post","2022","Analysis","Finance","EO","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","G6/G7","G7","20","20","57050","53200"
"In post","2022","Analysis","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","SEO/HEO","HEO","15","15","34990","34240"
"In post","2022","Analysis","Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","AA/AO","AO","10","5","[c]","[c]"
"In post","2022","Analysis","Geography","EO","EO","15","15","27570","26670"
"In post","2022","Analysis","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","SEO/HEO","HEO","25","25","33120","33000"
"In post","2022","Analysis","Geography","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","G6/G7","G7","10","10","54170","53980"
"In post","2022","Analysis","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO/HEO","SEO","10","10","41080","40050"
"In post","2022","Analysis","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","EO","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6/G7","G7","15","15","56020","56360"
"In post","2022","Analysis","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SEO/HEO","HEO","45","45","31080","30770"
"In post","2022","Analysis","Intelligence Analysis","SEO/HEO","SEO","35","30","41990","42290"
"In post","2022","Analysis","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","EO","EO","10","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6/G7","G7","10","10","56550","57080"
"In post","2022","Analysis","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO/HEO","SEO","10","10","41400","41700"
"In post","2022","Analysis","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","G6/G7","G7","10","10","54490","53360"
"In post","2022","Analysis","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA/AO","AO","35","30","20960","20350"
"In post","2022","Analysis","Operational Delivery","EO","EO","235","220","25720","24870"
"In post","2022","Analysis","Operational Delivery","G6/G7","G6","25","25","69910","66300"
"In post","2022","Analysis","Operational Delivery","G6/G7","G7","105","105","53100","51700"
"In post","2022","Analysis","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","SEO/HEO","HEO","240","230","31590","30710"
"In post","2022","Analysis","Operational Delivery","SEO/HEO","SEO","205","200","38590","37580"
"In post","2022","Analysis","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","AA/AO","AO","30","30","22980","21840"
"In post","2022","Analysis","Operational Research","EO","EO","30","30","26920","26350"
"In post","2022","Analysis","Operational Research","G6/G7","G6","35","35","70920","70170"
"In post","2022","Analysis","Operational Research","G6/G7","G7","260","245","54080","54270"
"In post","2022","Analysis","Operational Research","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","SEO/HEO","HEO","180","175","33130","33350"
"In post","2022","Analysis","Operational Research","SEO/HEO","SEO","170","160","41610","40520"
"In post","2022","Analysis","Other","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Other","EO","EO","55","55","28420","28230"
"In post","2022","Analysis","Other","G6/G7","G6","115","100","89080","82180"
"In post","2022","Analysis","Other","G6/G7","G7","70","70","55510","55630"
"In post","2022","Analysis","Other","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Other","SEO/HEO","HEO","75","75","35760","35000"
"In post","2022","Analysis","Other","SEO/HEO","SEO","50","50","43190","42290"
"In post","2022","Analysis","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","EO","EO","45","45","28260","27660"
"In post","2022","Analysis","Policy","G6/G7","G6","90","85","67460","66230"
"In post","2022","Analysis","Policy","G6/G7","G7","205","195","54500","53360"
"In post","2022","Analysis","Policy","SCS level","SCS level","15","15","84210","77880"
"In post","2022","Analysis","Policy","SEO/HEO","HEO","105","100","34950","34980"
"In post","2022","Analysis","Policy","SEO/HEO","SEO","110","100","41290","40840"
"In post","2022","Analysis","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA/AO","AO","35","35","21410","21510"
"In post","2022","Analysis","Science and Engineering","EO","EO","105","100","25290","25010"
"In post","2022","Analysis","Science and Engineering","G6/G7","G6","35","35","63940","64410"
"In post","2022","Analysis","Science and Engineering","G6/G7","G7","130","120","50960","48080"
"In post","2022","Analysis","Science and Engineering","SCS level","SCS level","10","10","88420","84640"
"In post","2022","Analysis","Science and Engineering","SEO/HEO","HEO","200","195","30200","29750"
"In post","2022","Analysis","Science and Engineering","SEO/HEO","SEO","185","175","38210","37960"
"In post","2022","Analysis","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","EO","EO","10","10","25480","25620"
"In post","2022","Analysis","Social Research","G6/G7","G6","55","50","65990","65450"
"In post","2022","Analysis","Social Research","G6/G7","G7","240","230","54560","53600"
"In post","2022","Analysis","Social Research","SCS level","SCS level","15","15","77450","76670"
"In post","2022","Analysis","Social Research","SEO/HEO","HEO","425","415","32460","31000"
"In post","2022","Analysis","Social Research","SEO/HEO","SEO","330","315","39830","38340"
"In post","2022","Analysis","Statistics","AA/AO","AO","25","25","22530","21840"
"In post","2022","Analysis","Statistics","EO","EO","200","190","27720","27850"
"In post","2022","Analysis","Statistics","G6/G7","G6","150","140","66830","66370"
"In post","2022","Analysis","Statistics","G6/G7","G7","515","490","55550","54540"
"In post","2022","Analysis","Statistics","SCS level","SCS level","50","50","85310","79130"
"In post","2022","Analysis","Statistics","SEO/HEO","HEO","580","565","33770","33370"
"In post","2022","Analysis","Statistics","SEO/HEO","SEO","550","530","40780","40250"
"In post","2022","Analysis","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","AA/AO","AO","45","45","22460","21260"
"In post","2022","Analysis","Unknown","EO","EO","10","10","28540","27570"
"In post","2022","Analysis","Unknown","G6/G7","G6","10","10","69850","69830"
"In post","2022","Analysis","Unknown","G6/G7","G7","40","40","58120","57230"
"In post","2022","Analysis","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO/HEO","HEO","20","20","35290","34610"
"In post","2022","Analysis","Unknown","SEO/HEO","SEO","25","20","41100","40600"
"In post","2022","Commercial","Commercial","AA/AO","AA","35","30","22320","21640"
"In post","2022","Commercial","Commercial","AA/AO","AO","195","180","22690","21840"
"In post","2022","Commercial","Commercial","EO","EO","615","590","26640","26350"
"In post","2022","Commercial","Commercial","G6/G7","G6","240","235","66610","66220"
"In post","2022","Commercial","Commercial","G6/G7","G7","550","535","52320","53360"
"In post","2022","Commercial","Commercial","SCS level","SCS level","75","70","84990","78520"
"In post","2022","Commercial","Commercial","SEO/HEO","HEO","945","910","32800","33000"
"In post","2022","Commercial","Commercial","SEO/HEO","SEO","1265","1225","40390","40520"
"In post","2022","Commercial","Commercial","Unknown","Unknown","165","165","40030","37400"
"In post","2022","Commercial","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SEO/HEO","HEO","20","20","31890","30450"
"In post","2022","Commercial","Finance","SEO/HEO","SEO","15","15","39190","40650"
"In post","2022","Commercial","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","AA/AO","AO","50","45","22410","21300"
"In post","2022","Commercial","Operational Delivery","EO","EO","70","65","27600","26820"
"In post","2022","Commercial","Operational Delivery","G6/G7","G6","20","20","76480","78600"
"In post","2022","Commercial","Operational Delivery","G6/G7","G7","70","70","59740","59740"
"In post","2022","Commercial","Operational Delivery","SCS level","SCS level","10","10","124090","115350"
"In post","2022","Commercial","Operational Delivery","SEO/HEO","HEO","65","65","33440","33350"
"In post","2022","Commercial","Operational Delivery","SEO/HEO","SEO","115","110","43080","42000"
"In post","2022","Commercial","Other","EO","EO","15","15","23440","22290"
"In post","2022","Commercial","Other","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Other","G6/G7","G7","20","20","50020","49540"
"In post","2022","Commercial","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","SEO/HEO","HEO","15","15","29600","29740"
"In post","2022","Commercial","Other","SEO/HEO","SEO","25","25","39180","39880"
"In post","2022","Commercial","Policy","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","G6/G7","G7","15","15","55280","55780"
"In post","2022","Commercial","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Project Delivery","G6/G7","G6","10","10","66230","68500"
"In post","2022","Commercial","Project Delivery","G6/G7","G7","25","25","52360","54750"
"In post","2022","Commercial","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","SEO/HEO","HEO","20","20","31000","31600"
"In post","2022","Commercial","Project Delivery","SEO/HEO","SEO","40","40","39960","39650"
"In post","2022","Commercial","Property","EO","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","G6/G7","G7","25","25","53520","53450"
"In post","2022","Commercial","Science and Engineering","SEO/HEO","HEO","30","30","32480","31950"
"In post","2022","Commercial","Science and Engineering","SEO/HEO","SEO","50","50","41470","42020"
"In post","2022","Commercial","Tax","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","EO","40","40","26730","27500"
"In post","2022","Commercial","Unknown","G6/G7","G6","385","385","75830","73210"
"In post","2022","Commercial","Unknown","G6/G7","G7","850","835","59920","60590"
"In post","2022","Commercial","Unknown","SCS level","SCS level","240","235","118900","117230"
"In post","2022","Commercial","Unknown","SEO/HEO","HEO","50","50","33560","33370"
"In post","2022","Commercial","Unknown","SEO/HEO","SEO","110","110","39880","40520"
"In post","2022","Commercial","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Communications","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Communications","AA/AO","AA","15","15","20400","20060"
"In post","2022","Communications","Communications","AA/AO","AO","170","165","22300","21670"
"In post","2022","Communications","Communications","EO","EO","510","490","27740","27270"
"In post","2022","Communications","Communications","G6/G7","G6","275","270","67260","66230"
"In post","2022","Communications","Communications","G6/G7","G7","615","595","54880","54280"
"In post","2022","Communications","Communications","SCS level","SCS level","100","100","89290","85000"
"In post","2022","Communications","Communications","SEO/HEO","HEO","900","875","34140","33300"
"In post","2022","Communications","Communications","SEO/HEO","SEO","835","810","41790","41030"
"In post","2022","Communications","Communications","Unknown","Unknown","15","15","36710","31420"
"In post","2022","Communications","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Communications","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","EO","EO","10","10","[c]","[c]"
"In post","2022","Communications","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","EO","EO","25","20","31560","31760"
"In post","2022","Communications","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","SEO/HEO","HEO","35","30","39430","38490"
"In post","2022","Communications","Knowledge and Information Management","SEO/HEO","SEO","25","25","44810","45090"
"In post","2022","Communications","Operational Delivery","AA/AO","AA","10","10","21250","21250"
"In post","2022","Communications","Operational Delivery","AA/AO","AO","245","215","21520","21250"
"In post","2022","Communications","Operational Delivery","EO","EO","795","770","26590","26590"
"In post","2022","Communications","Operational Delivery","G6/G7","G6","10","10","68060","68500"
"In post","2022","Communications","Operational Delivery","G6/G7","G7","50","50","51970","54610"
"In post","2022","Communications","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Operational Delivery","SEO/HEO","HEO","485","475","33040","33370"
"In post","2022","Communications","Operational Delivery","SEO/HEO","SEO","210","205","39670","40520"
"In post","2022","Communications","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","EO","EO","15","15","27520","27080"
"In post","2022","Communications","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","SEO/HEO","HEO","10","10","30550","31490"
"In post","2022","Communications","Other","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Communications","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Communications","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","SEO/HEO","SEO","15","15","47540","50400"
"In post","2022","Communications","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","AA/AO","AO","35","25","21600","21250"
"In post","2022","Communications","Tax","EO","EO","1765","1710","26800","26820"
"In post","2022","Communications","Tax","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Communications","Tax","G6/G7","G7","25","25","51890","54160"
"In post","2022","Communications","Tax","SEO/HEO","HEO","580","560","33190","33370"
"In post","2022","Communications","Tax","SEO/HEO","SEO","90","85","38610","40520"
"In post","2022","Communications","Unknown","AA/AO","AO","10","10","22520","22870"
"In post","2022","Communications","Unknown","EO","EO","115","115","26840","26590"
"In post","2022","Communications","Unknown","G6/G7","G6","50","50","67810","66700"
"In post","2022","Communications","Unknown","G6/G7","G7","115","110","56020","54700"
"In post","2022","Communications","Unknown","SCS level","SCS level","25","25","96030","85000"
"In post","2022","Communications","Unknown","SEO/HEO","HEO","115","115","34070","33370"
"In post","2022","Communications","Unknown","SEO/HEO","SEO","120","120","41130","40600"
"In post","2022","Counter Fraud","Counter Fraud","AA/AO","AA","15","15","21240","21760"
"In post","2022","Counter Fraud","Counter Fraud","AA/AO","AO","1440","1235","22540","21260"
"In post","2022","Counter Fraud","Counter Fraud","EO","EO","3500","3140","28230","27570"
"In post","2022","Counter Fraud","Counter Fraud","G6/G7","G6","50","50","69790","68260"
"In post","2022","Counter Fraud","Counter Fraud","G6/G7","G7","110","110","55460","54230"
"In post","2022","Counter Fraud","Counter Fraud","SCS level","SCS level","10","10","91350","80000"
"In post","2022","Counter Fraud","Counter Fraud","SEO/HEO","HEO","960","910","33940","33120"
"In post","2022","Counter Fraud","Counter Fraud","SEO/HEO","SEO","305","295","40330","40000"
"In post","2022","Counter Fraud","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","EO","EO","60","55","28430","26820"
"In post","2022","Counter Fraud","Intelligence Analysis","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","G6/G7","G7","30","25","58290","55310"
"In post","2022","Counter Fraud","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","SEO/HEO","HEO","95","95","35020","33370"
"In post","2022","Counter Fraud","Intelligence Analysis","SEO/HEO","SEO","60","55","41390","40520"
"In post","2022","Counter Fraud","Knowledge and Information Management","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","SEO/HEO","HEO","10","10","34280","35980"
"In post","2022","Counter Fraud","Knowledge and Information Management","SEO/HEO","SEO","10","10","42780","43570"
"In post","2022","Counter Fraud","Legal","AA/AO","AO","215","185","22170","22080"
"In post","2022","Counter Fraud","Legal","EO","EO","1350","1290","28330","26820"
"In post","2022","Counter Fraud","Legal","G6/G7","G6","35","35","70280","67950"
"In post","2022","Counter Fraud","Legal","G6/G7","G7","140","140","56830","55210"
"In post","2022","Counter Fraud","Legal","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","SEO/HEO","HEO","1210","1165","34900","33370"
"In post","2022","Counter Fraud","Legal","SEO/HEO","SEO","440","425","41750","40520"
"In post","2022","Counter Fraud","Operational Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","AA/AO","AO","1010","885","22050","21260"
"In post","2022","Counter Fraud","Operational Delivery","EO","EO","1360","1250","27790","26820"
"In post","2022","Counter Fraud","Operational Delivery","G6/G7","G6","40","40","67740","67910"
"In post","2022","Counter Fraud","Operational Delivery","G6/G7","G7","145","140","56680","55210"
"In post","2022","Counter Fraud","Operational Delivery","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","SEO/HEO","HEO","940","880","33870","33370"
"In post","2022","Counter Fraud","Operational Delivery","SEO/HEO","SEO","385","365","40820","40520"
"In post","2022","Counter Fraud","Operational Research","EO","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","AA/AO","AO","15","15","25680","26400"
"In post","2022","Counter Fraud","Other","EO","EO","80","70","28870","28920"
"In post","2022","Counter Fraud","Other","G6/G7","G6","20","20","69100","67910"
"In post","2022","Counter Fraud","Other","G6/G7","G7","85","75","57060","55210"
"In post","2022","Counter Fraud","Other","SEO/HEO","HEO","70","65","34570","33370"
