"Status","Year","Age","Disability","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Barnet","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","45","45","19550","19460"
"In post","2022","16-19","Declared non-disabled","Bedford","Outside London","[c]","[c]","[c]","[c]"
