"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","London","120","120","44670","39820"
"In post","2022","Asian","Analysis","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","North West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","London","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
