"Status","Year","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","AO","Female","35","30","23370","23770"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","EO","Female","35","30","28600","27760"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G7","Female","45","35","58950","60710"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G7","Male","35","35","59790","62140"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","HEO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","35","30","58700","60710"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
