"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Derby","110","95","25870","23030"
"In post","2022","Asian","East Midlands (England)","East Derbyshire","5","5","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Leicester","820","735","25710","22600"
"In post","2022","Asian","East Midlands (England)","Leicestershire CC and Rutland","130","115","28100","26140"
"In post","2022","Asian","East Midlands (England)","Lincolnshire CC","25","20","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","North Northamptonshire","15","15","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","North Nottinghamshire","15","15","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Nottingham","690","650","31560","27570"
"In post","2022","Asian","East Midlands (England)","South and West Derbyshire","25","25","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","South Nottinghamshire","30","25","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","West Northamptonshire","75","70","27820","27570"
"In post","2022","Asian","East of England","Bedford","85","80","28490","27570"
"In post","2022","Asian","East of England","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Cambridgeshire CC","90","85","33770","27900"
"In post","2022","Asian","East of England","Central Bedfordshire","15","10","[c]","[c]"
"In post","2022","Asian","East of England","Essex Haven Gateway","25","20","[c]","[c]"
"In post","2022","Asian","East of England","Essex Thames Gateway","45","40","26770","24250"
"In post","2022","Asian","East of England","Heart of Essex","35","35","34810","29290"
"In post","2022","Asian","East of England","Hertfordshire CC","375","355","35470","30680"
"In post","2022","Asian","East of England","Luton","110","100","26450","26410"
"In post","2022","Asian","East of England","North and West Norfolk","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","215","175","24300","21680"
"In post","2022","Asian","East of England","Southend-on-Sea","35","30","34390","33080"
"In post","2022","Asian","East of England","Suffolk CC","55","55","29260","27570"
"In post","2022","Asian","East of England","Thurrock","20","15","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","60","50","38800","29290"
"In post","2022","Asian","London","Barking & Dagenham and Havering","175","160","31030","31060"
"In post","2022","Asian","London","Barnet","460","425","38170","32140"
"In post","2022","Asian","London","Bexley and Greenwich","110","100","31070","31060"
"In post","2022","Asian","London","Brent","145","130","30970","31060"
"In post","2022","Asian","London","Bromley","30","25","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","345","330","33950","28850"
"In post","2022","Asian","London","Croydon","1775","1665","35820","31060"
"In post","2022","Asian","London","Ealing","165","155","31910","31060"
"In post","2022","Asian","London","Enfield","70","60","30900","31060"
"In post","2022","Asian","London","Hackney and Newham","1375","1275","36330","31880"
"In post","2022","Asian","London","Haringey and Islington","180","170","30200","31060"
"In post","2022","Asian","London","Harrow and Hillingdon","1195","1095","30490","29080"
"In post","2022","Asian","London","Hounslow and Richmond upon Thames","650","600","30720","29080"
"In post","2022","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","120","115","33690","31060"
"In post","2022","Asian","London","Lambeth","370","360","40470","34060"
"In post","2022","Asian","London","Lewisham and Southwark","135","130","31630","31060"
"In post","2022","Asian","London","Merton, Kingston upon Thames and Sutton","90","85","32620","31060"
"In post","2022","Asian","London","Redbridge and Waltham Forest","475","430","29210","30330"
"In post","2022","Asian","London","Tower Hamlets","1050","1015","42520","36970"
"In post","2022","Asian","London","Wandsworth","95","90","29790","29280"
"In post","2022","Asian","London","Westminster","5795","5630","43470","40050"
"In post","2022","Asian","North East (England)","Darlington","25","25","[c]","[c]"
"In post","2022","Asian","North East (England)","Durham","55","45","26670","22080"
"In post","2022","Asian","North East (England)","Hartlepool and Stockton-on-Tees","25","20","[c]","[c]"
"In post","2022","Asian","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","South Teesside","30","30","27620","25810"
"In post","2022","Asian","North East (England)","Sunderland","45","40","26070","26820"
"In post","2022","Asian","North East (England)","Tyneside","410","385","30410","26820"
"In post","2022","Asian","North West (England)","Blackburn with Darwen","135","115","26310","27570"
"In post","2022","Asian","North West (England)","Blackpool","130","125","29730","27570"
"In post","2022","Asian","North West (England)","Cheshire East","45","40","25740","26350"
"In post","2022","Asian","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Chorley and West Lancashire","20","15","[c]","[c]"
"In post","2022","Asian","North West (England)","East Cumbria","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","East Lancashire","75","65","25640","27570"
"In post","2022","Asian","North West (England)","East Merseyside","10","10","[c]","[c]"
