"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Female","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Female","30","25","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Male","20","20","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Female","15","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Female","35","35","35140","34800"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Female","30","30","35920","38330"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Male","40","40","36790","33630"
"In post","2022","Commercial","East of England","Peterborough","Female","20","20","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Female","5","5","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Male","10","10","[c]","[c]"
"In post","2022","Commercial","London","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Female","70","70","42810","41950"
"In post","2022","Commercial","London","Croydon","Male","40","40","43980","42170"
"In post","2022","Commercial","London","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Male","25","25","[c]","[c]"
"In post","2022","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Male","25","25","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Female","30","25","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Male","25","25","[c]","[c]"
"In post","2022","Commercial","London","Westminster","Female","430","420","45940","41750"
"In post","2022","Commercial","London","Westminster","Male","375","370","50070","45600"
"In post","2022","Commercial","North East (England)","Darlington","Female","45","40","36770","36500"
"In post","2022","Commercial","North East (England)","Darlington","Male","30","30","[c]","[c]"
"In post","2022","Commercial","North East (England)","Durham","Female","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Durham","Male","15","15","[c]","[c]"
"In post","2022","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tyneside","Female","40","35","35930","36130"
"In post","2022","Commercial","North East (England)","Tyneside","Male","35","35","38570","36500"
"In post","2022","Commercial","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackpool","Female","30","25","35660","31990"
"In post","2022","Commercial","North West (England)","Blackpool","Male","10","10","[c]","[c]"
