"Status","Year","Age","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Attorney General's Departments","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","East of England","Female","5","5","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","London","Male","10","10","[c]","[c]"
