"Status","Year","Age","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Inner London - West","London","Male","40","40","25260","25170"
"In post","2022","16-19","Kent","Outside London","Female","20","20","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","Male","15","15","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Male","10","5","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","Female","30","30","21730","21250"
"In post","2022","16-19","Merseyside","Outside London","Male","25","25","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Female","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Male","35","35","22120","21260"
"In post","2022","16-19","Outer London - East and North East","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","Male","5","0","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","West Central Scotland","Outside London","Female","25","25","[c]","[c]"
"In post","2022","16-19","West Central Scotland","Outside London","Male","25","20","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","Female","20","20","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","Male","30","30","22510","21260"
"In post","2022","16-19","West Wales and The Valleys","Outside London","Female","50","40","19800","18310"
"In post","2022","16-19","West Wales and The Valleys","Outside London","Male","40","30","19740","18310"
"In post","2022","16-19","West Yorkshire","Outside London","Female","30","30","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","Male","40","40","22120","21250"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Female","405","400","27880","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Male","295","290","29150","29260"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","795","780","27530","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","675","670","27910","27680"
"In post","2022","20-29","Cheshire","Outside London","Female","410","405","26980","26350"
"In post","2022","20-29","Cheshire","Outside London","Male","265","265","27110","26350"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Female","85","85","24040","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Male","55","55","23970","21260"
"In post","2022","20-29","Cumbria","Outside London","Female","135","130","23810","21300"
"In post","2022","20-29","Cumbria","Outside London","Male","115","115","25710","24920"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Female","1220","1190","26870","26410"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Male","985","980","27270","26590"
"In post","2022","20-29","Devon","Outside London","Female","550","535","25640","24260"
"In post","2022","20-29","Devon","Outside London","Male","535","530","26340","25000"
"In post","2022","20-29","Dorset and Somerset","Outside London","Female","305","295","25070","24730"
"In post","2022","20-29","Dorset and Somerset","Outside London","Male","290","290","26180","26610"
"In post","2022","20-29","East Anglia","Outside London","Female","895","870","25760","25010"
"In post","2022","20-29","East Anglia","Outside London","Male","775","765","26430","26350"
"In post","2022","20-29","East Wales","Outside London","Female","1880","1850","27560","26590"
"In post","2022","20-29","East Wales","Outside London","Male","1640","1625","27490","26100"
"In post","2022","20-29","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Female","370","355","24500","23170"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Male","340","340","24410","24340"
"In post","2022","20-29","Eastern Scotland","Outside London","Female","1965","1920","28350","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","Male","1390","1380","28310","27020"
"In post","2022","20-29","Essex","Outside London","Female","415","410","26810","24880"
"In post","2022","20-29","Essex","Outside London","Male","260","260","26640","25310"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","2685","2635","28120","27130"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","2845","2835","28700","27570"
"In post","2022","20-29","Greater Manchester","Outside London","Female","2090","2055","27880","26590"
"In post","2022","20-29","Greater Manchester","Outside London","Male","1840","1830","28670","26820"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Female","1025","1000","28330","27500"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Male","965","955","28240","26840"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","305","300","24610","24090"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","225","220","24870","24260"
"In post","2022","20-29","Highlands and Islands","Outside London","Female","110","110","26230","26350"
"In post","2022","20-29","Highlands and Islands","Outside London","Male","80","80","25140","23900"
"In post","2022","20-29","Inner London - East","London","Female","1970","1955","34480","31860"
"In post","2022","20-29","Inner London - East","London","Male","1405","1400","35810","33400"
"In post","2022","20-29","Inner London - West","London","Female","9485","9435","37740","34550"
"In post","2022","20-29","Inner London - West","London","Male","7310","7290","38720","35050"
"In post","2022","20-29","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Kent","Outside London","Female","645","635","26410","24890"
"In post","2022","20-29","Kent","Outside London","Male","590","590","26760","25210"
"In post","2022","20-29","Lancashire","Outside London","Female","975","940","24720","23170"
"In post","2022","20-29","Lancashire","Outside London","Male","740","735","24790","23140"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Female","555","535","24120","23140"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Male","420","420","24560","23170"
"In post","2022","20-29","Lincolnshire","Outside London","Female","190","185","25340","24780"
"In post","2022","20-29","Lincolnshire","Outside London","Male","125","125","24950","25610"
"In post","2022","20-29","Merseyside","Outside London","Female","1895","1850","25730","24880"
"In post","2022","20-29","Merseyside","Outside London","Male","1305","1285","25680","24880"
"In post","2022","20-29","North Eastern Scotland","Outside London","Female","155","150","28210","27230"
"In post","2022","20-29","North Eastern Scotland","Outside London","Male","95","90","29290","27570"
"In post","2022","20-29","North Yorkshire","Outside London","Female","360","355","26980","26350"
"In post","2022","20-29","North Yorkshire","Outside London","Male","245","245","27210","26370"
"In post","2022","20-29","Northern Ireland","Outside London","Female","290","280","25740","24880"
"In post","2022","20-29","Northern Ireland","Outside London","Male","265","265","25150","21680"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Female","1730","1685","26420","26590"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Male","1490","1475","27070","26590"
"In post","2022","20-29","Outer London - East and North East","London","Female","475","465","28930","30460"
"In post","2022","20-29","Outer London - East and North East","London","Male","270","270","29600","31060"
"In post","2022","20-29","Outer London - South","London","Female","920","910","32830","31020"
"In post","2022","20-29","Outer London - South","London","Male","685","685","34610","31060"
"In post","2022","20-29","Outer London - West and North West","London","Female","900","875","29970","30220"
"In post","2022","20-29","Outer London - West and North West","London","Male","530","525","29910","29010"
"In post","2022","20-29","Overseas","Overseas","Female","180","180","35030","33230"
"In post","2022","20-29","Overseas","Overseas","Male","150","150","36440","33230"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Female","720","695","25220","24430"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Male","470","470","26460","26100"
"In post","2022","20-29","South Yorkshire","Outside London","Female","885","865","27210","25000"
"In post","2022","20-29","South Yorkshire","Outside London","Male","600","600","27520","25000"
"In post","2022","20-29","Southern Scotland","Outside London","Female","450","435","26550","25930"
"In post","2022","20-29","Southern Scotland","Outside London","Male","355","355","25400","23780"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Female","735","720","27490","27570"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Male","460","455","27930","27570"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Female","830","810","25430","23170"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Male","545","540","25210","24430"
"In post","2022","20-29","Unknown","Unknown","Female","300","295","29580","29250"
"In post","2022","20-29","Unknown","Unknown","Male","505","505","29260","28980"
"In post","2022","20-29","West Central Scotland","Outside London","Female","1615","1580","27100","26570"
"In post","2022","20-29","West Central Scotland","Outside London","Male","1340","1325","26980","25050"
"In post","2022","20-29","West Midlands","Outside London","Female","1965","1915","26630","25480"
"In post","2022","20-29","West Midlands","Outside London","Male","1405","1390","27570","26590"
"In post","2022","20-29","West Wales and The Valleys","Outside London","Female","1160","1105","24060","22600"
"In post","2022","20-29","West Wales and The Valleys","Outside London","Male","815","810","24670","22600"
"In post","2022","20-29","West Yorkshire","Outside London","Female","2045","1995","27790","26590"
"In post","2022","20-29","West Yorkshire","Outside London","Male","1795","1780","27660","26610"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","Female","525","485","32590","29300"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","Male","385","380","34470","30830"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","940","870","31920","29290"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","945","940","34120","32120"
"In post","2022","30-39","Cheshire","Outside London","Female","540","505","31260","30570"
"In post","2022","30-39","Cheshire","Outside London","Male","430","425","32570","31540"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","Female","170","145","27640","25390"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","Male","100","100","26160","26670"
"In post","2022","30-39","Cumbria","Outside London","Female","250","220","26550","24920"
"In post","2022","30-39","Cumbria","Outside London","Male","145","140","29570","25560"
"In post","2022","30-39","Derbyshire and Nottinghamshire","Outside London","Female","1575","1430","30800","27570"
"In post","2022","30-39","Derbyshire and Nottinghamshire","Outside London","Male","1290","1275","31640","28010"
"In post","2022","30-39","Devon","Outside London","Female","895","785","30490","27570"
"In post","2022","30-39","Devon","Outside London","Male","935","925","32770","31480"
"In post","2022","30-39","Dorset and Somerset","Outside London","Female","445","405","30000","27570"
"In post","2022","30-39","Dorset and Somerset","Outside London","Male","475","470","30540","27570"
"In post","2022","30-39","East Anglia","Outside London","Female","1275","1135","29220","27570"
"In post","2022","30-39","East Anglia","Outside London","Male","1115","1105","30830","29290"
"In post","2022","30-39","East Wales","Outside London","Female","2795","2585","33220","30450"
"In post","2022","30-39","East Wales","Outside London","Male","2445","2420","33710","30810"
"In post","2022","30-39","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Female","470","410","28150","26860"
"In post","2022","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Male","420","415","28070","26880"
"In post","2022","30-39","Eastern Scotland","Outside London","Female","2785","2610","35530","31990"
"In post","2022","30-39","Eastern Scotland","Outside London","Male","2215","2200","35090","32090"
"In post","2022","30-39","Essex","Outside London","Female","525","475","30390","29290"
"In post","2022","30-39","Essex","Outside London","Male","370","365","30700","29290"
"In post","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3620","3295","34760","33080"
"In post","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3405","3385","37290","36330"
"In post","2022","30-39","Greater Manchester","Outside London","Female","2530","2365","32470","28590"
"In post","2022","30-39","Greater Manchester","Outside London","Male","2620","2595","33550","30410"
"In post","2022","30-39","Hampshire and Isle of Wight","Outside London","Female","1415","1275","32690","30710"
"In post","2022","30-39","Hampshire and Isle of Wight","Outside London","Male","1300","1285","35160","33000"
"In post","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","430","395","28130","26850"
"In post","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","335","330","27450","25760"
"In post","2022","30-39","Highlands and Islands","Outside London","Female","185","170","29720","27570"
"In post","2022","30-39","Highlands and Islands","Outside London","Male","160","160","29930","27570"
"In post","2022","30-39","Inner London - East","London","Female","2290","2170","42660","37930"
"In post","2022","30-39","Inner London - East","London","Male","2055","2040","44840","39960"
"In post","2022","30-39","Inner London - West","London","Female","8700","8355","49500","51970"
"In post","2022","30-39","Inner London - West","London","Male","7400","7350","50430","53050"
"In post","2022","30-39","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Kent","Outside London","Female","850","770","29040","28560"
"In post","2022","30-39","Kent","Outside London","Male","855","845","29410","29260"
"In post","2022","30-39","Lancashire","Outside London","Female","1340","1205","27620","27130"
"In post","2022","30-39","Lancashire","Outside London","Male","1150","1135","27780","27120"
"In post","2022","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Female","760","670","27750","26480"
"In post","2022","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Male","520","510","28290","27130"
"In post","2022","30-39","Lincolnshire","Outside London","Female","270","255","28270","26670"
"In post","2022","30-39","Lincolnshire","Outside London","Male","220","220","28380","27120"
"In post","2022","30-39","Merseyside","Outside London","Female","2690","2450","28870","26590"
"In post","2022","30-39","Merseyside","Outside London","Male","2010","1995","29920","26820"
"In post","2022","30-39","North Eastern Scotland","Outside London","Female","250","230","33660","31540"
"In post","2022","30-39","North Eastern Scotland","Outside London","Male","200","200","34930","31540"
"In post","2022","30-39","North Yorkshire","Outside London","Female","420","390","32680","30350"
"In post","2022","30-39","North Yorkshire","Outside London","Male","380","375","34120","32000"
"In post","2022","30-39","Northern Ireland","Outside London","Female","470","440","30220","26820"
"In post","2022","30-39","Northern Ireland","Outside London","Male","530","525","30100","26820"
"In post","2022","30-39","Northumberland, and Tyne and Wear","Outside London","Female","2640","2365","29200","26820"
"In post","2022","30-39","Northumberland, and Tyne and Wear","Outside London","Male","2290","2260","32270","27570"
"In post","2022","30-39","Outer London - East and North East","London","Female","445","410","31460","31060"
"In post","2022","30-39","Outer London - East and North East","London","Male","345","345","32820","31060"
"In post","2022","30-39","Outer London - South","London","Female","1185","1110","38350","35050"
"In post","2022","30-39","Outer London - South","London","Male","1020","1015","40930","37610"
"In post","2022","30-39","Outer London - West and North West","London","Female","955","895","33270","31060"
"In post","2022","30-39","Outer London - West and North West","London","Male","810","800","33010","31060"
"In post","2022","30-39","Overseas","Overseas","Female","445","440","47120","51500"
"In post","2022","30-39","Overseas","Overseas","Male","590","585","46430","49370"
"In post","2022","30-39","Shropshire and Staffordshire","Outside London","Female","905","840","29670","27570"
"In post","2022","30-39","Shropshire and Staffordshire","Outside London","Male","715","705","30410","27570"
"In post","2022","30-39","South Yorkshire","Outside London","Female","1345","1195","31610","27570"
"In post","2022","30-39","South Yorkshire","Outside London","Male","1115","1105","33240","29860"
"In post","2022","30-39","Southern Scotland","Outside London","Female","745","680","31180","27570"
"In post","2022","30-39","Southern Scotland","Outside London","Male","560","555","30740","27570"
"In post","2022","30-39","Surrey, East and West Sussex","Outside London","Female","890","795","30670","27970"
"In post","2022","30-39","Surrey, East and West Sussex","Outside London","Male","600","595","31250","29290"
"In post","2022","30-39","Tees Valley and Durham","Outside London","Female","1125","1010","28180","26820"
"In post","2022","30-39","Tees Valley and Durham","Outside London","Male","870","855","28640","27120"
"In post","2022","30-39","Unknown","Unknown","Female","195","185","36840","32160"
"In post","2022","30-39","Unknown","Unknown","Male","470","470","36720","32700"
"In post","2022","30-39","West Central Scotland","Outside London","Female","2315","2155","31930","27570"
"In post","2022","30-39","West Central Scotland","Outside London","Male","2220","2210","32810","30950"
"In post","2022","30-39","West Midlands","Outside London","Female","2600","2370","30380","27570"
"In post","2022","30-39","West Midlands","Outside London","Male","2085","2060","31910","27570"
"In post","2022","30-39","West Wales and The Valleys","Outside London","Female","2375","2095","26910","25120"
"In post","2022","30-39","West Wales and The Valleys","Outside London","Male","1595","1570","28680","26580"
"In post","2022","30-39","West Yorkshire","Outside London","Female","2245","2040","32360","28250"
"In post","2022","30-39","West Yorkshire","Outside London","Male","2010","1980","32580","27570"
"In post","2022","40-49","Bedfordshire and Hertfordshire","Outside London","Female","620","555","34980","30200"
"In post","2022","40-49","Bedfordshire and Hertfordshire","Outside London","Male","445","440","36090","31840"
"In post","2022","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","1095","1000","34860","30450"
"In post","2022","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","955","950","36390","33550"
"In post","2022","40-49","Cheshire","Outside London","Female","595","545","33800","31060"
"In post","2022","40-49","Cheshire","Outside London","Male","390","385","35080","32850"
"In post","2022","40-49","Cornwall and Isles of Scilly","Outside London","Female","210","185","28200","27570"
"In post","2022","40-49","Cornwall and Isles of Scilly","Outside London","Male","155","155","30430","27570"
"In post","2022","40-49","Cumbria","Outside London","Female","435","370","28460","25330"
"In post","2022","40-49","Cumbria","Outside London","Male","240","240","30290","26750"
"In post","2022","40-49","Derbyshire and Nottinghamshire","Outside London","Female","1905","1710","33630","28920"
"In post","2022","40-49","Derbyshire and Nottinghamshire","Outside London","Male","1345","1325","34640","31740"
"In post","2022","40-49","Devon","Outside London","Female","1155","1005","32420","27570"
"In post","2022","40-49","Devon","Outside London","Male","1110","1085","36390","33840"
"In post","2022","40-49","Dorset and Somerset","Outside London","Female","610","545","30440","27570"
"In post","2022","40-49","Dorset and Somerset","Outside London","Male","575","570","33690","31650"
"In post","2022","40-49","East Anglia","Outside London","Female","1610","1415","31640","27570"
"In post","2022","40-49","East Anglia","Outside London","Male","1395","1375","32770","30730"
"In post","2022","40-49","East Wales","Outside London","Female","2670","2425","36250","31990"
"In post","2022","40-49","East Wales","Outside London","Male","2155","2125","39430","35570"
"In post","2022","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Female","585","515","28630","27570"
"In post","2022","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Male","445","440","30740","27570"
"In post","2022","40-49","Eastern Scotland","Outside London","Female","2750","2500","38630","33070"
"In post","2022","40-49","Eastern Scotland","Outside London","Male","2120","2095","40270","35000"
"In post","2022","40-49","Essex","Outside London","Female","760","670","31520","29290"
"In post","2022","40-49","Essex","Outside London","Male","465","460","33850","29290"
"In post","2022","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3315","2995","38010","34490"
"In post","2022","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3400","3370","42410","40170"
"In post","2022","40-49","Greater Manchester","Outside London","Female","2605","2385","33650","28200"
"In post","2022","40-49","Greater Manchester","Outside London","Male","2220","2195","35320","31650"
"In post","2022","40-49","Hampshire and Isle of Wight","Outside London","Female","1715","1530","34790","31380"
"In post","2022","40-49","Hampshire and Isle of Wight","Outside London","Male","1520","1495","37680","33350"
"In post","2022","40-49","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","560","510","30860","27570"
"In post","2022","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","405","400","32390","27570"
"In post","2022","40-49","Highlands and Islands","Outside London","Female","260","240","30450","27570"
"In post","2022","40-49","Highlands and Islands","Outside London","Male","200","200","32760","31060"
"In post","2022","40-49","Inner London - East","London","Female","2395","2195","44590","38730"
"In post","2022","40-49","Inner London - East","London","Male","1940","1920","48150","41850"
"In post","2022","40-49","Inner London - West","London","Female","6995","6475","53490","53760"
"In post","2022","40-49","Inner London - West","London","Male","5820","5770","55890","54700"
"In post","2022","40-49","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kent","Outside London","Female","1030","930","30640","29290"
"In post","2022","40-49","Kent","Outside London","Male","960","955","31430","29290"
"In post","2022","40-49","Lancashire","Outside London","Female","2200","1935","29790","27570"
"In post","2022","40-49","Lancashire","Outside London","Male","1520","1480","31280","27570"
"In post","2022","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Female","900","785","29330","27130"
"In post","2022","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Male","555","545","30610","27570"
"In post","2022","40-49","Lincolnshire","Outside London","Female","330","300","29230","26670"
"In post","2022","40-49","Lincolnshire","Outside London","Male","270","265","30920","27570"
"In post","2022","40-49","Merseyside","Outside London","Female","3005","2685","30240","27370"
"In post","2022","40-49","Merseyside","Outside London","Male","1985","1960","32770","27570"
"In post","2022","40-49","North Eastern Scotland","Outside London","Female","220","205","37090","30040"
"In post","2022","40-49","North Eastern Scotland","Outside London","Male","215","210","44480","36740"
"In post","2022","40-49","North Yorkshire","Outside London","Female","585","545","35300","31990"
"In post","2022","40-49","North Yorkshire","Outside London","Male","500","495","37420","34040"
"In post","2022","40-49","Northern Ireland","Outside London","Female","520","475","30860","26820"
"In post","2022","40-49","Northern Ireland","Outside London","Male","565","560","30560","26820"
"In post","2022","40-49","Northumberland, and Tyne and Wear","Outside London","Female","3335","2925","30350","27570"
"In post","2022","40-49","Northumberland, and Tyne and Wear","Outside London","Male","2455","2420","34450","30400"
"In post","2022","40-49","Outer London - East and North East","London","Female","475","425","31500","31060"
"In post","2022","40-49","Outer London - East and North East","London","Male","330","325","33500","31810"
"In post","2022","40-49","Outer London - South","London","Female","1540","1415","40430","35310"
"In post","2022","40-49","Outer London - South","London","Male","1200","1190","43710","37930"
"In post","2022","40-49","Outer London - West and North West","London","Female","1180","1075","35790","31060"
"In post","2022","40-49","Outer London - West and North West","London","Male","900","885","36050","31460"
"In post","2022","40-49","Overseas","Overseas","Female","505","500","52880","54470"
"In post","2022","40-49","Overseas","Overseas","Male","645","645","52330","53750"
"In post","2022","40-49","Shropshire and Staffordshire","Outside London","Female","1190","1090","32450","27570"
"In post","2022","40-49","Shropshire and Staffordshire","Outside London","Male","780","770","34360","31420"
"In post","2022","40-49","South Yorkshire","Outside London","Female","1450","1260","33800","29360"
"In post","2022","40-49","South Yorkshire","Outside London","Male","1100","1075","36130","31650"
"In post","2022","40-49","Southern Scotland","Outside London","Female","805","715","31370","27570"
"In post","2022","40-49","Southern Scotland","Outside London","Male","555","545","33820","30040"
