"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","Female","65","55","31100","30040"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","Male","40","40","35150","30040"
"In post","2022","Accountant in Bankruptcy","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","Female","70","65","28910","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","Male","35","35","28710","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","Male","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","Female","95","90","41390","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","Male","85","85","44570","43750"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Female","90","80","29230","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Male","50","50","31020","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Female","80","75","29940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Male","50","50","30140","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Female","50","45","30420","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Male","40","40","33000","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
