"Status","Year","Parent_department","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","AO","40","40","23460","23770"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","EO","35","30","28590","27760"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","G7","80","70","59320","61660"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","HEO","15","15","37520","38120"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","30","25","23800","23770"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","25","25","28230","27050"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","50","45","58600","58850"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","20","20","35910","35020"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","G7","10","10","57760","56500"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G7","15","10","53230","54480"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","AO","15","10","22320","22200"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","G7","15","15","54100","54910"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","AO","70","65","21910","22200"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","EO","70","65","26510","25820"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G7","120","110","52760","51470"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","HEO","35","35","33770","33310"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Outside London","AO","15","15","22190","22200"
"In post","2022","Attorney General's Departments","Devon","Outside London","EO","25","25","26710","26090"
"In post","2022","Attorney General's Departments","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Outside London","G7","45","40","53710","55610"
"In post","2022","Attorney General's Departments","Devon","Outside London","HEO","15","15","32810","32910"
"In post","2022","Attorney General's Departments","Devon","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","AO","35","30","22140","22200"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","EO","30","25","26960","26090"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","G7","40","35","55300","55610"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","HEO","15","15","34800","34480"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Outside London","AO","60","55","21920","22200"
"In post","2022","Attorney General's Departments","East Wales","Outside London","EO","60","55","27050","26220"
"In post","2022","Attorney General's Departments","East Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Outside London","G7","135","125","53660","54960"
"In post","2022","Attorney General's Departments","East Wales","Outside London","HEO","30","30","34500","33900"
"In post","2022","Attorney General's Departments","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Outside London","SEO","15","15","39250","38180"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","AO","20","20","22180","22200"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","EO","15","15","27700","28430"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G7","35","35","54350","55610"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Outside London","AO","40","35","23300","23770"
"In post","2022","Attorney General's Departments","Essex","Outside London","EO","45","45","28680","29390"
"In post","2022","Attorney General's Departments","Essex","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Outside London","G7","80","70","57970","55000"
"In post","2022","Attorney General's Departments","Essex","Outside London","HEO","30","25","37160","39540"
"In post","2022","Attorney General's Departments","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","35","30","22180","22200"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","30","30","26860","26220"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","15","15","65380","63620"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","105","95","53330","53350"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","25","25","34220","34440"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","AO","75","70","22080","22200"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","EO","85","75","27640","28430"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","G6","20","20","70130","70350"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","G7","150","135","53990","55610"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","HEO","35","35","33940","33310"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","SEO","10","10","38970","38180"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","AO","55","50","23470","23770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","EO","60","55","28150","27050"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","G6","10","10","74760","74250"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","G7","115","105","58380","54890"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","HEO","20","20","34990","33920"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","AO","15","15","24370","24590"
"In post","2022","Attorney General's Departments","Inner London - East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","London","AA","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","London","AO","365","335","23430","23770"
"In post","2022","Attorney General's Departments","Inner London - West","London","EO","760","730","28500","27710"
"In post","2022","Attorney General's Departments","Inner London - West","London","G6","960","880","68350","66290"
"In post","2022","Attorney General's Departments","Inner London - West","London","G7","1655","1545","55330","53050"
"In post","2022","Attorney General's Departments","Inner London - West","London","HEO","440","425","35610","33640"
"In post","2022","Attorney General's Departments","Inner London - West","London","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","Inner London - West","London","SEO","220","215","40760","40000"
"In post","2022","Attorney General's Departments","Kent","Outside London","AO","40","40","23620","23770"
"In post","2022","Attorney General's Departments","Kent","Outside London","EO","30","30","28600","28790"
"In post","2022","Attorney General's Departments","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Outside London","G7","50","45","58410","57980"
"In post","2022","Attorney General's Departments","Kent","Outside London","HEO","10","10","37360","36240"
"In post","2022","Attorney General's Departments","Kent","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","AO","35","30","22410","22200"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","EO","40","40","27600","28430"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","G7","80","75","53500","54390"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","HEO","20","20","33810","33310"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","AO","35","30","21940","22200"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","EO","25","25","27450","28430"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","G7","75","70","52470","51470"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","15","15","34200","34480"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","G7","15","10","54630","55610"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","AO","90","85","21960","22200"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","EO","90","85","26910","26220"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","G7","135","130","53350","53350"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","HEO","45","45","33260","32050"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","SEO","10","10","38420","38180"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","AO","25","25","22070","22200"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","EO","25","25","26290","25920"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","G6","15","15","71730","71000"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","G7","50","45","55620","55610"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","HEO","25","25","30900","30610"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","SEO","30","30","38910","38180"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","AO","60","55","22220","22200"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","EO","45","40","27100","27570"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","G7","100","95","53290","53490"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","HEO","30","30","33280","32480"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","SEO","10","10","38830","38180"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","AO","15","15","23800","24590"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","London","AO","15","15","24190","24590"
"In post","2022","Attorney General's Departments","Outer London - South","London","EO","15","10","27680","27350"
"In post","2022","Attorney General's Departments","Outer London - South","London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","London","G7","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","London","HEO","15","15","32400","31600"
"In post","2022","Attorney General's Departments","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","London","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","AO","15","10","23820","24590"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","G7","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","AO","15","15","22500","22200"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","EO","10","10","26940","26220"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","G7","35","30","54880","55610"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","AO","45","40","22050","22200"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","EO","35","30","27240","28430"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","G7","45","40","53070","54200"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","HEO","10","10","32860","33310"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","AO","35","35","23770","23770"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","EO","50","45","28310","27760"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","G7","80","75","59120","62120"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","HEO","20","20","36720","36240"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","AO","25","20","22640","22200"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","EO","20","20","27260","28430"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","G7","40","35","54200","55610"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Outside London","AO","100","90","22280","22200"
