"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","880","815","30960","27570"
"In post","2022","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1040","935","26130","24560"
"In post","2022","Asian","East Midlands (England)","Lincolnshire","25","20","[c]","[c]"
"In post","2022","Asian","East of England","Bedfordshire and Hertfordshire","585","545","32640","29290"
"In post","2022","Asian","East of England","East Anglia","380","335","27760","24950"
"In post","2022","Asian","East of England","Essex","215","200","34620","29290"
"In post","2022","Asian","London","Inner London - East","3110","2950","38360","33440"
"In post","2022","Asian","London","Inner London - West","6355","6165","42570","38750"
"In post","2022","Asian","London","Outer London - East and North East","830","750","29980","31060"
"In post","2022","Asian","London","Outer London - South","1890","1775","35630","31060"
"In post","2022","Asian","London","Outer London - West and North West","2615","2405","32010","30180"
"In post","2022","Asian","North East (England)","Northumberland, and Tyne and Wear","455","430","30040","26820"
"In post","2022","Asian","North East (England)","Tees Valley and Durham","130","115","28700","25590"
"In post","2022","Asian","North West (England)","Cheshire","90","85","28780","27570"
"In post","2022","Asian","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester","1855","1755","30160","27570"
"In post","2022","Asian","North West (England)","Lancashire","1030","925","26090","22080"
"In post","2022","Asian","North West (England)","Merseyside","250","235","31800","26590"
"In post","2022","Asian","Northern Ireland","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","170","165","45170","38600"
"In post","2022","Asian","Scotland","Eastern Scotland","275","260","32580","27570"
"In post","2022","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","North Eastern Scotland","35","35","49530","42850"
"In post","2022","Asian","Scotland","Southern Scotland","60","55","32440","27570"
"In post","2022","Asian","Scotland","West Central Scotland","355","335","30560","27400"
"In post","2022","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","635","585","31040","28750"
"In post","2022","Asian","South East (England)","Hampshire and Isle of Wight","350","320","30420","26820"
"In post","2022","Asian","South East (England)","Kent","190","175","29690","29290"
"In post","2022","Asian","South East (England)","Surrey, East and West Sussex","365","340","30870","28350"
"In post","2022","Asian","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Asian","South West (England)","Devon","65","60","33100","27570"
"In post","2022","Asian","South West (England)","Dorset and Somerset","35","35","31160","27570"
"In post","2022","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","795","755","35250","32650"
"In post","2022","Asian","Unknown","Unknown","170","150","29660","29290"
"In post","2022","Asian","Wales","East Wales","440","425","31940","27570"
"In post","2022","Asian","Wales","West Wales and The Valleys","145","140","29180","26130"
"In post","2022","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","210","190","27850","26670"
"In post","2022","Asian","West Midlands (England)","Shropshire and Staffordshire","335","320","32950","27570"
"In post","2022","Asian","West Midlands (England)","West Midlands","4315","4045","28590","27370"
"In post","2022","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","45","40","30810","27130"
"In post","2022","Asian","Yorkshire and The Humber","North Yorkshire","75","75","32750","28920"
"In post","2022","Asian","Yorkshire and The Humber","South Yorkshire","480","450","29680","25260"
"In post","2022","Asian","Yorkshire and The Humber","West Yorkshire","2330","2155","28720","27570"
"In post","2022","Black","East Midlands (England)","Derbyshire and Nottinghamshire","400","380","28600","26820"
"In post","2022","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","185","170","27480","25410"
"In post","2022","Black","East Midlands (England)","Lincolnshire","25","25","[c]","[c]"
"In post","2022","Black","East of England","Bedfordshire and Hertfordshire","260","250","31010","29290"
"In post","2022","Black","East of England","East Anglia","140","135","30950","27570"
"In post","2022","Black","East of England","Essex","240","225","30980","29290"
"In post","2022","Black","London","Inner London - East","2785","2690","34320","31060"
"In post","2022","Black","London","Inner London - West","4355","4240","37850","34260"
"In post","2022","Black","London","Outer London - East and North East","745","710","31430","31060"
"In post","2022","Black","London","Outer London - South","1725","1650","33940","31060"
"In post","2022","Black","London","Outer London - West and North West","890","845","31940","31060"
"In post","2022","Black","North East (England)","Northumberland, and Tyne and Wear","135","125","28500","26820"
"In post","2022","Black","North East (England)","Tees Valley and Durham","35","35","30030","27570"
"In post","2022","Black","North West (England)","Cheshire","35","35","31930","29010"
"In post","2022","Black","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Greater Manchester","675","645","29790","27570"
"In post","2022","Black","North West (England)","Lancashire","65","65","28690","27570"
"In post","2022","Black","North West (England)","Merseyside","160","150","29180","26700"
"In post","2022","Black","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","75","75","44130","38600"
"In post","2022","Black","Scotland","Eastern Scotland","125","120","31410","27570"
"In post","2022","Black","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","North Eastern Scotland","20","15","[c]","[c]"
"In post","2022","Black","Scotland","Southern Scotland","35","35","31810","27570"
"In post","2022","Black","Scotland","West Central Scotland","130","125","29190","26590"
"In post","2022","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","310","300","30140","28140"
"In post","2022","Black","South East (England)","Hampshire and Isle of Wight","175","160","30160","27570"
"In post","2022","Black","South East (England)","Kent","195","190","31290","29290"
"In post","2022","Black","South East (England)","Surrey, East and West Sussex","240","225","31840","29290"
"In post","2022","Black","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Black","South West (England)","Devon","25","25","[c]","[c]"
"In post","2022","Black","South West (England)","Dorset and Somerset","20","20","[c]","[c]"
"In post","2022","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","525","505","33040","31550"
"In post","2022","Black","Unknown","Unknown","60","60","33750","31060"
"In post","2022","Black","Wales","East Wales","175","165","31630","28430"
"In post","2022","Black","Wales","West Wales and The Valleys","60","55","27310","27570"
"In post","2022","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","70","65","29490","27570"
"In post","2022","Black","West Midlands (England)","Shropshire and Staffordshire","130","125","29570","27570"
"In post","2022","Black","West Midlands (England)","West Midlands","1225","1150","29030","27570"
"In post","2022","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","North Yorkshire","30","25","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","South Yorkshire","170","160","28920","26310"
"In post","2022","Black","Yorkshire and The Humber","West Yorkshire","400","385","29800","27570"
"In post","2022","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","260","245","30360","27130"
"In post","2022","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","120","110","28700","25700"
"In post","2022","Mixed","East Midlands (England)","Lincolnshire","40","35","31230","27570"
"In post","2022","Mixed","East of England","Bedfordshire and Hertfordshire","140","130","32230","29290"
"In post","2022","Mixed","East of England","East Anglia","210","200","30250","27570"
"In post","2022","Mixed","East of England","Essex","95","90","33220","29290"
"In post","2022","Mixed","London","Inner London - East","655","635","39480","34260"
"In post","2022","Mixed","London","Inner London - West","2125","2075","45060","40830"
"In post","2022","Mixed","London","Outer London - East and North East","110","105","30710","31060"
"In post","2022","Mixed","London","Outer London - South","410","390","37550","33900"
"In post","2022","Mixed","London","Outer London - West and North West","295","280","32360","31060"
"In post","2022","Mixed","North East (England)","Northumberland, and Tyne and Wear","175","165","29890","27570"
"In post","2022","Mixed","North East (England)","Tees Valley and Durham","85","80","29400","27570"
"In post","2022","Mixed","North West (England)","Cheshire","55","50","32210","29910"
"In post","2022","Mixed","North West (England)","Cumbria","15","10","[c]","[c]"
"In post","2022","Mixed","North West (England)","Greater Manchester","390","375","31330","27570"
"In post","2022","Mixed","North West (England)","Lancashire","140","130","28080","27080"
"In post","2022","Mixed","North West (England)","Merseyside","290","270","29700","25740"
"In post","2022","Mixed","Northern Ireland","Northern Ireland","25","20","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","115","115","49870","49030"
"In post","2022","Mixed","Scotland","Eastern Scotland","150","145","37640","31540"
"In post","2022","Mixed","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scotland","North Eastern Scotland","15","15","[c]","[c]"
"In post","2022","Mixed","Scotland","Southern Scotland","25","25","[c]","[c]"
"In post","2022","Mixed","Scotland","West Central Scotland","125","120","33260","27570"
"In post","2022","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","190","180","32090","28990"
"In post","2022","Mixed","South East (England)","Hampshire and Isle of Wight","210","200","34100","29620"
"In post","2022","Mixed","South East (England)","Kent","135","130","30530","29290"
"In post","2022","Mixed","South East (England)","Surrey, East and West Sussex","225","215","30680","28140"
"In post","2022","Mixed","South West (England)","Cornwall and Isles of Scilly","25","20","[c]","[c]"
"In post","2022","Mixed","South West (England)","Devon","105","95","32500","30200"
"In post","2022","Mixed","South West (England)","Dorset and Somerset","55","50","31150","27570"
"In post","2022","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","490","465","34620","31500"
"In post","2022","Mixed","Unknown","Unknown","30","30","34330","28240"
"In post","2022","Mixed","Wales","East Wales","300","285","33590","30530"
"In post","2022","Mixed","Wales","West Wales and The Valleys","130","120","27290","26700"
"In post","2022","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","55","50","27080","25610"
"In post","2022","Mixed","West Midlands (England)","Shropshire and Staffordshire","135","125","31830","27570"
"In post","2022","Mixed","West Midlands (England)","West Midlands","460","430","29540","27570"
"In post","2022","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","55","50","28570","26850"
"In post","2022","Mixed","Yorkshire and The Humber","North Yorkshire","45","45","32660","27570"
"In post","2022","Mixed","Yorkshire and The Humber","South Yorkshire","155","145","31830","27570"
"In post","2022","Mixed","Yorkshire and The Humber","West Yorkshire","305","290","32200","27570"
"In post","2022","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","31840","30100"
"In post","2022","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","East of England","Bedfordshire and Hertfordshire","35","30","36960","31880"
"In post","2022","Other ethnicity","East of England","East Anglia","55","50","31690","27570"
"In post","2022","Other ethnicity","East of England","Essex","35","30","31240","29290"
"In post","2022","Other ethnicity","London","Inner London - East","305","295","41860","34710"
"In post","2022","Other ethnicity","London","Inner London - West","675","650","43480","39600"
"In post","2022","Other ethnicity","London","Outer London - East and North East","65","65","31600","31060"
"In post","2022","Other ethnicity","London","Outer London - South","120","115","35620","31020"
"In post","2022","Other ethnicity","London","Outer London - West and North West","140","135","34260","31060"
"In post","2022","Other ethnicity","North East (England)","Northumberland, and Tyne and Wear","35","30","29440","23090"
"In post","2022","Other ethnicity","North East (England)","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Greater Manchester","95","90","32440","27570"
"In post","2022","Other ethnicity","North West (England)","Lancashire","30","30","28610","27350"
"In post","2022","Other ethnicity","North West (England)","Merseyside","40","35","32570","27570"
"In post","2022","Other ethnicity","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Overseas","40","40","47330","43840"
"In post","2022","Other ethnicity","Scotland","Eastern Scotland","40","40","29870","27570"
"In post","2022","Other ethnicity","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","West Central Scotland","45","45","32860","28920"
"In post","2022","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","55","55","34710","30740"
"In post","2022","Other ethnicity","South East (England)","Hampshire and Isle of Wight","40","35","31200","26820"
"In post","2022","Other ethnicity","South East (England)","Kent","30","30","32450","29290"
"In post","2022","Other ethnicity","South East (England)","Surrey, East and West Sussex","60","55","29480","27570"
"In post","2022","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Other ethnicity","South West (England)","Devon","30","30","34070","30160"
"In post","2022","Other ethnicity","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","110","105","35700","31950"
"In post","2022","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Wales","East Wales","80","75","33660","29430"
"In post","2022","Other ethnicity","Wales","West Wales and The Valleys","35","35","29590","28370"
"In post","2022","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands (England)","West Midlands","135","125","31580","27280"
"In post","2022","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Yorkshire and The Humber","South Yorkshire","40","40","29950","25150"
"In post","2022","Other ethnicity","Yorkshire and The Humber","West Yorkshire","60","55","35190","32000"
"In post","2022","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","540","500","33170","30450"
"In post","2022","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","260","240","28380","27370"
"In post","2022","Undeclared","East Midlands (England)","Lincolnshire","135","130","31240","28410"
"In post","2022","Undeclared","East of England","Bedfordshire and Hertfordshire","205","195","32890","30580"
"In post","2022","Undeclared","East of England","East Anglia","575","535","31890","29420"
"In post","2022","Undeclared","East of England","Essex","285","260","31550","29290"
"In post","2022","Undeclared","London","Inner London - East","950","895","39850","33440"
"In post","2022","Undeclared","London","Inner London - West","2065","2015","48000","44500"
"In post","2022","Undeclared","London","Outer London - East and North East","220","200","31260","31060"
"In post","2022","Undeclared","London","Outer London - South","625","590","39160","35200"
"In post","2022","Undeclared","London","Outer London - West and North West","570","525","35560","31060"
"In post","2022","Undeclared","North East (England)","Northumberland, and Tyne and Wear","805","735","31500","27570"
"In post","2022","Undeclared","North East (England)","Tees Valley and Durham","255","230","30190","27570"
"In post","2022","Undeclared","North West (England)","Cheshire","155","145","32610","30640"
"In post","2022","Undeclared","North West (England)","Cumbria","90","80","32150","27930"
"In post","2022","Undeclared","North West (England)","Greater Manchester","795","745","33080","29360"
"In post","2022","Undeclared","North West (England)","Lancashire","535","475","30270","27570"
"In post","2022","Undeclared","North West (England)","Merseyside","655","595","30660","27570"
"In post","2022","Undeclared","Northern Ireland","Northern Ireland","90","90","31390","27620"
"In post","2022","Undeclared","Overseas","Overseas","240","235","47580","43020"
"In post","2022","Undeclared","Scotland","Eastern Scotland","610","570","36540","35000"
"In post","2022","Undeclared","Scotland","Highlands and Islands","70","65","31860","31110"
"In post","2022","Undeclared","Scotland","North Eastern Scotland","75","70","41790","35000"
"In post","2022","Undeclared","Scotland","Southern Scotland","150","140","30350","27570"
"In post","2022","Undeclared","Scotland","West Central Scotland","675","615","31980","27570"
"In post","2022","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","425","405","35410","33370"
"In post","2022","Undeclared","South East (England)","Hampshire and Isle of Wight","810","760","36090","33300"
"In post","2022","Undeclared","South East (England)","Kent","485","445","30610","28920"
"In post","2022","Undeclared","South East (England)","Surrey, East and West Sussex","455","410","32150","28350"
"In post","2022","Undeclared","South West (England)","Cornwall and Isles of Scilly","95","85","27770","26440"
"In post","2022","Undeclared","South West (England)","Devon","440","400","33270","31520"
"In post","2022","Undeclared","South West (England)","Dorset and Somerset","230","220","32130","29290"
"In post","2022","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1585","1515","39140","38070"
"In post","2022","Undeclared","Unknown","Unknown","40","40","32390","30850"
"In post","2022","Undeclared","Wales","East Wales","625","590","36000","31670"
"In post","2022","Undeclared","Wales","West Wales and The Valleys","640","590","30740","27570"
"In post","2022","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","140","130","30140","27570"
"In post","2022","Undeclared","West Midlands (England)","Shropshire and Staffordshire","310","280","31660","27570"
"In post","2022","Undeclared","West Midlands (England)","West Midlands","835","755","31180","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","185","170","29500","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","North Yorkshire","200","190","33520","29990"
"In post","2022","Undeclared","Yorkshire and The Humber","South Yorkshire","405","375","32720","30450"
"In post","2022","Undeclared","Yorkshire and The Humber","West Yorkshire","675","615","31810","27570"
"In post","2022","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","1985","1875","29770","26820"
"In post","2022","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","705","655","25910","24090"
"In post","2022","Unknown","East Midlands (England)","Lincolnshire","175","165","27800","26130"
"In post","2022","Unknown","East of England","Bedfordshire and Hertfordshire","465","445","30840","28170"
"In post","2022","Unknown","East of England","East Anglia","1220","1150","29640","26350"
"In post","2022","Unknown","East of England","Essex","610","565","29250","26310"
"In post","2022","Unknown","London","Inner London - East","2580","2475","40640","35700"
"In post","2022","Unknown","London","Inner London - West","11135","10940","45990","40650"
"In post","2022","Unknown","London","Outer London - East and North East","490","470","30590","31060"
"In post","2022","Unknown","London","Outer London - South","1660","1615","38450","34260"
"In post","2022","Unknown","London","Outer London - West and North West","910","885","31740","30200"
"In post","2022","Unknown","North East (England)","Northumberland, and Tyne and Wear","3600","3305","28280","25480"
"In post","2022","Unknown","North East (England)","Tees Valley and Durham","1000","945","27020","24430"
"In post","2022","Unknown","North West (England)","Cheshire","480","455","29460","25830"
