"Status","Year","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","65","60","31760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","15","15","31770","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cheshire","25","25","31120","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","40","40","26760","25320"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cumbria","130","120","23560","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","15","15","28930","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Devon","165","155","25160","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","20","20","30100","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Anglia","70","65","28810","27950"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Wales","100","95","27160","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","20","20","27360","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","30","30","29370","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Essex","45","40","29800","28480"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","105","100","25970","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","15","15","27730","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","35","35","28010","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","110","100","27250","25360"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","15","15","25210","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Inner London - West","15","10","37860","29680"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Kent","45","45","28350","28140"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lancashire","90","80","26880","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","15","15","28420","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","20","20","31850","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","165","160","27580","25310"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","30","30","30500","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","75","75","32730","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","95","90","26120","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","40","40","25600","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","175","165","32240","28410"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","20","20","25480","25130"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","170","155","25790","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","15","15","38600","38750"
"In post","2022","Animal and Plant Health Agency","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","25","25","34020","30730"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cumbria","15","15","24690","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","15","15","29020","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Devon","15","15","31480","26450"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Anglia","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","10","10","31960","29180"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Northumberland, and Tyne and Wear","20","15","28170","25060"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","10","10","24320","21300"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cheshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cumbria","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Devon","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","20","20","40390","36780"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Anglia","10","10","44570","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Wales","10","10","45850","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","15","15","47370","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","35170","36210"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Herefordshire, Worcestershire and Warwickshire","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Inner London - West","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Lancashire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North Yorkshire","25","25","36610","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Shropshire and Staffordshire","20","15","44620","41130"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Southern Scotland","15","15","42380","37490"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Surrey, East and West Sussex","20","20","48960","52290"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Wales and The Valleys","30","30","41400","37690"
"In post","2022","Attorney General's Office","Communications","Inner London - West","10","10","45010","38590"
"In post","2022","Attorney General's Office","Legal","Inner London - West","15","15","69960","65180"
"In post","2022","Attorney General's Office","Other","Inner London - West","10","10","35120","30950"
"In post","2022","Attorney General's Office","Policy","Inner London - West","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Greater Manchester","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Inner London - West","15","15","47280","47650"
"In post","2022","Cabinet Office (excl. agencies)","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","Inner London - East","10","10","59920","57880"
"In post","2022","Cabinet Office (excl. agencies)","Policy","Inner London - West","15","15","50490","40620"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","135","130","37200","33130"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","35","35","52570","38870"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Devon","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Dorset and Somerset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Anglia","90","85","51620","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Wales","80","80","41770","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Eastern Scotland","30","30","35080","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","225","220","55310","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Greater Manchester","375","370","45250","38890"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Hampshire and Isle of Wight","90","85","54630","52510"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Inner London - East","1015","1000","52370","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Inner London - West","5335","5270","49630","40930"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Lancashire","40","40","54750","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Merseyside","95","95","51700","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North Yorkshire","560","535","32910","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","10","10","31770","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","465","435","29540","25550"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outer London - South","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Shropshire and Staffordshire","25","25","68760","65000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South Yorkshire","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Southern Scotland","10","10","71650","68000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Tees Valley and Durham","15","15","63410","64010"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","255","250","42550","33410"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands","125","125","56690","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Yorkshire","225","215","47420","40250"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East Anglia","15","15","42290","42410"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","East Anglia","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East Anglia","55","50","31740","29990"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","East Anglia","10","10","35390","25460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East Anglia","10","10","35570","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Dorset and Somerset","10","10","35420","32580"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East Anglia","10","10","48800","47820"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","East Anglia","10","10","36460","32920"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East Anglia","35","35","27580","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Devon","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East Anglia","320","305","34670","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Inner London - West","10","10","50820","51070"
"In post","2022","Charity Commission","Communications","Merseyside","10","10","34560","29230"
"In post","2022","Charity Commission","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Merseyside","50","50","34430","29160"
"In post","2022","Charity Commission","Finance","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Charity Commission","Finance","Merseyside","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Merseyside","15","15","33420","29160"
"In post","2022","Charity Commission","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
