"Status","Year","Parent_department","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","Female","130","110","40460","30110"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","Male","50","50","51370","53050"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","95","85","40130","32430"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","35","35","49680","53050"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","Female","205","185","38210","31010"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","Male","110","105","38650","36330"
"In post","2022","Attorney General's Departments","Devon","Outside London","Female","60","55","38760","34480"
"In post","2022","Attorney General's Departments","Devon","Outside London","Male","45","45","41320","38090"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","Female","85","70","33330","28430"
"In post","2022","Attorney General's Departments","East Anglia","Outside London","Male","45","40","44980","48080"
"In post","2022","Attorney General's Departments","East Wales","Outside London","Female","210","190","38050","33310"
"In post","2022","Attorney General's Departments","East Wales","Outside London","Male","100","95","45510","48080"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","Female","55","50","39870","40690"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Outside London","Female","155","140","41220","39650"
"In post","2022","Attorney General's Departments","Essex","Outside London","Male","50","50","45330","48080"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","150","135","42540","48080"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","75","75","46630","49650"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","Female","250","225","39070","32500"
"In post","2022","Attorney General's Departments","Greater Manchester","Outside London","Male","125","120","43540","48080"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","Female","175","160","41890","34470"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","Male","95","90","45590","53050"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","London","Female","2945","2710","49790","51250"
"In post","2022","Attorney General's Departments","Inner London - West","London","Male","1715","1680","51120","51740"
"In post","2022","Attorney General's Departments","Kent","Outside London","Female","85","80","37190","30110"
"In post","2022","Attorney General's Departments","Kent","Outside London","Male","50","50","44230","50520"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","Female","120","110","38210","32480"
"In post","2022","Attorney General's Departments","Lancashire","Outside London","Male","65","60","43580","48080"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Female","115","105","38260","38000"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Male","40","35","45620","49960"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","Female","255","235","35010","28430"
"In post","2022","Attorney General's Departments","Merseyside","Outside London","Male","135","130","41870","48080"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","Female","105","100","40150","38180"
"In post","2022","Attorney General's Departments","North Yorkshire","Outside London","Male","70","70","45160","38540"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","Female","165","150","36560","28430"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","Male","95","90","44040","48080"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","London","Female","40","40","36390","31370"
"In post","2022","Attorney General's Departments","Outer London - South","London","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","London","Male","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Female","55","50","41210","38470"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","Female","100","90","33580","28430"
"In post","2022","Attorney General's Departments","South Yorkshire","Outside London","Male","40","40","40620","34480"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Female","140","130","42460","38000"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Male","60","55","45640","53050"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","Female","70","60","37660","28430"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Outside London","Female","350","320","38950","34480"
