"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Female","25","25","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Male","35","35","40530","37700"
"In post","2022","Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","10","5","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Bedfordshire and Hertfordshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","East Anglia","Female","155","145","32210","29750"
"In post","2022","Analysis","East of England","East Anglia","Male","185","180","36720","35900"
"In post","2022","Analysis","East of England","Essex","Female","15","10","[c]","[c]"
"In post","2022","Analysis","East of England","Essex","Male","10","10","[c]","[c]"
"In post","2022","Analysis","London","Inner London - East","Female","395","375","50140","45490"
"In post","2022","Analysis","London","Inner London - East","Male","495","485","50470","45010"
"In post","2022","Analysis","London","Inner London - West","Female","1250","1190","48560","45220"
"In post","2022","Analysis","London","Inner London - West","Male","1540","1520","50200","47410"
"In post","2022","Analysis","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - South","Female","35","30","49770","44120"
"In post","2022","Analysis","London","Outer London - South","Male","30","30","51550","45300"
"In post","2022","Analysis","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","Female","75","70","42110","36650"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","Male","75","75","38660","35590"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","Female","20","20","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","Male","15","15","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester","Female","140","135","39070","34000"
"In post","2022","Analysis","North West (England)","Greater Manchester","Male","175","175","39550","34960"
"In post","2022","Analysis","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Merseyside","Female","70","65","41390","40180"
"In post","2022","Analysis","North West (England)","Merseyside","Male","70","65","41380","40180"
"In post","2022","Analysis","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Eastern Scotland","Female","35","35","48550","45410"
"In post","2022","Analysis","Scotland","Eastern Scotland","Male","35","35","46970","41670"
"In post","2022","Analysis","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","West Central Scotland","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Scotland","West Central Scotland","Male","45","45","42200","37820"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","15","[c]","[c]"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","Female","430","400","37730","37720"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","Male","515","500","40740","38110"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","Female","10","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon","Female","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon","Male","20","20","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","Female","60","60","31240","29510"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","Male","70","65","36890","30640"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","160","150","38550","38070"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","185","180","39200","38070"
"In post","2022","Analysis","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Wales","East Wales","Female","715","670","36660","36840"
"In post","2022","Analysis","Wales","East Wales","Male","580","570","38050","36840"
"In post","2022","Analysis","Wales","East Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","West Wales and The Valleys","Male","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","Female","15","15","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","West Midlands","Female","40","35","39720","34910"
"In post","2022","Analysis","West Midlands (England)","West Midlands","Male","35","35","41670","38650"
"In post","2022","Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","Female","100","90","44930","42220"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","Male","110","105","45750","44610"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","Female","125","115","39250","36820"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","Male","135","130","40980","36050"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Female","70","65","39480","38260"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Male","45","45","47670","39090"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","Female","120","110","41030","38980"
"In post","2022","Commercial","East of England","East Anglia","Male","85","85","45530","38980"
"In post","2022","Commercial","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","Female","115","110","48090","43470"
"In post","2022","Commercial","London","Inner London - East","Male","95","95","56030","53120"
"In post","2022","Commercial","London","Inner London - West","Female","750","735","56510","53360"
"In post","2022","Commercial","London","Inner London - West","Male","820","810","65100","58080"
"In post","2022","Commercial","London","Outer London - South","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Outer London - South","Male","10","10","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","Female","20","20","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","Male","35","35","36010","32330"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Female","20","15","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Male","30","30","47120","40900"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","Female","40","35","43050","36500"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","Male","25","25","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","Female","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","Male","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","Female","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","Male","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester","Female","165","155","45430","40350"
"In post","2022","Commercial","North West (England)","Greater Manchester","Male","145","145","46160","40520"
"In post","2022","Commercial","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2022","Commercial","North West (England)","Lancashire","Male","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","Female","160","155","40620","38880"
"In post","2022","Commercial","North West (England)","Merseyside","Male","115","115","45110","38980"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Male","30","30","52180","51040"
"In post","2022","Commercial","Scotland","Eastern Scotland","Female","40","40","32480","27020"
"In post","2022","Commercial","Scotland","Eastern Scotland","Male","65","65","38310","37710"
"In post","2022","Commercial","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Southern Scotland","Female","40","40","45730","43320"
"In post","2022","Commercial","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Scotland","West Central Scotland","Female","80","80","39680","33300"
"In post","2022","Commercial","Scotland","West Central Scotland","Male","115","115","40670","34610"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","95","90","41080","36800"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","85","85","44600","41250"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Female","155","150","38470","34800"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Male","115","115","45420","40580"
"In post","2022","Commercial","South East (England)","Kent","Female","5","5","[c]","[c]"
"In post","2022","Commercial","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","Female","40","35","31680","28600"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","Male","25","25","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","Female","125","115","41670","39280"
"In post","2022","Commercial","South West (England)","Devon","Male","100","100","46200","47960"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","Female","40","40","40790","37240"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","Male","55","50","42880","42510"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","555","525","40210","36220"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","560","550","45700","41450"
"In post","2022","Commercial","Unknown","Unknown","Female","35","35","46900","49700"
"In post","2022","Commercial","Unknown","Unknown","Male","35","35","59090","53320"
"In post","2022","Commercial","Wales","East Wales","Female","75","75","36890","32890"
