"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","AO","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","AA","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","AO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","AO","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","No function","AA","85","75","19100","18830"
"In post","2022","16-19","Declared non-disabled","No function","AO","255","250","22210","21260"
"In post","2022","16-19","Declared non-disabled","No function","EO","50","50","26500","27570"
"In post","2022","16-19","Declared non-disabled","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","EO","40","40","19400","19460"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","AA","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","AO","20","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","AO","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","AO","25","20","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","AO","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","No function","AA","75","65","19660","18830"
"In post","2022","16-19","Unknown","No function","AO","155","150","22320","21250"
"In post","2022","16-19","Unknown","No function","EO","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","EO","45","45","17540","17140"
"In post","2022","16-19","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AO","35","35","22540","21680"
"In post","2022","16-19","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","20-29","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Analysis","AO","15","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Analysis","EO","40","40","26460","26060"
"In post","2022","20-29","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Analysis","G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Analysis","HEO","115","115","33120","33080"
"In post","2022","20-29","Declared disabled","Analysis","SEO","45","45","39290","38340"
"In post","2022","20-29","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","EO","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","EO","50","45","27100","26820"
"In post","2022","20-29","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","HEO","35","35","34280","33370"
"In post","2022","20-29","Declared disabled","Communications","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","AO","40","40","22060","21260"
"In post","2022","20-29","Declared disabled","Counter Fraud","EO","80","75","27790","27570"
"In post","2022","20-29","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","HEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Debt","AO","65","65","21500","21260"
"In post","2022","20-29","Declared disabled","Debt","EO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","AA","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","EO","70","70","26330","26510"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","HEO","75","75","32130","32790"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","SEO","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","AO","10","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","EO","30","30","25130","25260"
"In post","2022","20-29","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","AO","30","30","21560","21170"
"In post","2022","20-29","Declared disabled","Human Resources","EO","50","45","26870","27500"
"In post","2022","20-29","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","HEO","70","70","32240","32000"
"In post","2022","20-29","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","SEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","AO","35","35","22310","22200"
"In post","2022","20-29","Declared disabled","Legal","EO","35","35","28280","27010"
"In post","2022","20-29","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","AA","110","110","20820","20890"
"In post","2022","20-29","Declared disabled","No function","AO","1125","1085","22870","21260"
"In post","2022","20-29","Declared disabled","No function","EO","1005","990","28030","27570"
"In post","2022","20-29","Declared disabled","No function","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","G7","165","165","53420","53380"
"In post","2022","20-29","Declared disabled","No function","HEO","600","595","33040","33080"
"In post","2022","20-29","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","SEO","195","190","39600","40050"
"In post","2022","20-29","Declared disabled","No function","Unknown","325","320","25740","24090"
"In post","2022","20-29","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","AO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","EO","105","100","24910","25750"
"In post","2022","20-29","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","HEO","95","95","31660","32980"
"In post","2022","20-29","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","SEO","35","35","39440","40000"
"In post","2022","20-29","Declared disabled","Project Delivery","Unknown","35","35","29590","29650"
"In post","2022","20-29","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","AO","15","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","G7","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","AO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","EO","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","AA","50","50","21630","21050"
"In post","2022","20-29","Declared disabled","Unknown","AO","115","110","22760","21680"
"In post","2022","20-29","Declared disabled","Unknown","EO","180","175","26940","27230"
"In post","2022","20-29","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","G7","35","35","54830","53480"
"In post","2022","20-29","Declared disabled","Unknown","HEO","125","120","33750","33070"
"In post","2022","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","SEO","50","50","40890","40380"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","AO","125","120","21850","21260"
"In post","2022","20-29","Declared non-disabled","Analysis","EO","245","245","27210","27500"
"In post","2022","20-29","Declared non-disabled","Analysis","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","G7","250","250","55090","54270"
"In post","2022","20-29","Declared non-disabled","Analysis","HEO","950","945","33400","33370"
"In post","2022","20-29","Declared non-disabled","Analysis","SEO","310","305","40640","40310"
"In post","2022","20-29","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","AO","35","30","21490","21840"
"In post","2022","20-29","Declared non-disabled","Commercial","EO","160","160","26240","26350"
"In post","2022","20-29","Declared non-disabled","Commercial","G6","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","G7","30","30","53080","53360"
"In post","2022","20-29","Declared non-disabled","Commercial","HEO","215","210","32610","33000"
"In post","2022","20-29","Declared non-disabled","Commercial","SEO","115","115","39980","40180"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","AO","55","55","21850","21250"
"In post","2022","20-29","Declared non-disabled","Communications","EO","590","585","26820","26820"
"In post","2022","20-29","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","G7","40","40","53920","53710"
"In post","2022","20-29","Declared non-disabled","Communications","HEO","320","320","33460","33370"
"In post","2022","20-29","Declared non-disabled","Communications","SEO","120","120","41140","40600"
"In post","2022","20-29","Declared non-disabled","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","AO","250","245","22360","21260"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","EO","695","685","27850","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","G7","35","35","55940","55210"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","HEO","215","215","33930","33100"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","SEO","45","45","39890","40180"
"In post","2022","20-29","Declared non-disabled","Debt","AO","605","580","21370","21250"
"In post","2022","20-29","Declared non-disabled","Debt","EO","85","85","26630","26820"
"In post","2022","20-29","Declared non-disabled","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Debt","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","AA","35","35","18300","17900"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","AO","120","120","21690","21260"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","EO","545","540","26860","26670"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","G7","185","185","53960","54700"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","HEO","620","615","32720","33080"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","SEO","345","340","39860","40170"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","AO","135","130","21730","21250"
"In post","2022","20-29","Declared non-disabled","Finance","EO","310","310","25610","26350"
"In post","2022","20-29","Declared non-disabled","Finance","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","G7","95","95","54150","54110"
"In post","2022","20-29","Declared non-disabled","Finance","HEO","280","280","33030","33000"
"In post","2022","20-29","Declared non-disabled","Finance","SEO","180","180","39790","40050"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Grants Management","AO","280","275","21260","21300"
"In post","2022","20-29","Declared non-disabled","Grants Management","EO","65","65","24890","24920"
"In post","2022","20-29","Declared non-disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Grants Management","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","AA","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","AO","165","165","21650","21170"
"In post","2022","20-29","Declared non-disabled","Human Resources","EO","315","310","26520","26820"
"In post","2022","20-29","Declared non-disabled","Human Resources","G6","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","G7","80","80","54280","53690"
"In post","2022","20-29","Declared non-disabled","Human Resources","HEO","345","345","31950","32000"
