"Status","Year","Disability","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","295","270","32470","29290"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","140","135","33180","29290"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","460","425","32120","29290"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","50","50","29070","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","70","60","31840","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","345","335","33310","30700"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","35","35","32550","32780"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","40","40","33580","31880"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
