"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Inner London - West","London","100","100","38730","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Greater Manchester","Outside London","40","40","37550","36500"
"In post","2022","Black","Department for Education (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Inner London - West","London","140","135","41890","40230"
"In post","2022","Black","Department for Education (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","South Yorkshire","Outside London","20","15","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","West Midlands","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","London","155","155","35860","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Inner London - West","London","125","125","39660","38160"
"In post","2022","Black","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Black","Department for International Trade","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Inner London - West","London","160","155","42060","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Inner London - East","London","10","5","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Inner London - West","London","160","155","41840","42470"
"In post","2022","Black","Department for Transport (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","West Midlands","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","105","100","28930","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","85","85","28650","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","95","90","25690","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Devon","Outside London","10","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","East Anglia","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","East Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Outside London","15","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Essex","Outside London","125","115","28080","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","50","26460","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Greater Manchester","Outside London","205","195","27860","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Inner London - East","London","895","840","30020","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Inner London - West","London","380","365","35050","31880"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Kent","Outside London","85","85","28750","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Lancashire","Outside London","45","40","27060","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","60","55","25320","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Merseyside","Outside London","30","30","26700","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","50","50","25750","21260"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","London","420","395","30490","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outer London - South","London","230","225","30840","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","London","315","300","30910","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","South Yorkshire","Outside London","50","50","27490","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Outside London","45","45","27740","28430"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","40","40","30760","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","West Central Scotland","Outside London","40","40","24810","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","West Midlands","Outside London","365","335","25830","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","West Yorkshire","Outside London","130","120","28300","27570"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Inner London - West","London","130","130","40600","34690"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Disclosure Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
