"Status","Year","Age","Disability","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Asian","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Asian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Asian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
