"Status","Year","Disability","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Female","75","70","30090","27570"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Male","60","55","38920","33070"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","Female","185","165","25450","22690"
"In post","2022","Declared disabled","Angus and Dundee City","Male","90","85","25090","21260"
"In post","2022","Declared disabled","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Female","80","70","31430","31060"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Male","40","35","31300","31060"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Female","80","75","33860","31470"
"In post","2022","Declared disabled","Barnet","Male","50","45","37060","31880"
"In post","2022","Declared disabled","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Female","315","270","27050","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Male","140","130","27630","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","670","625","34340","32250"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","725","710","38430","37370"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Female","75","65","29680","27670"
"In post","2022","Declared disabled","Bedford","Male","30","30","33450","28550"
"In post","2022","Declared disabled","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Female","155","135","30800","27370"
"In post","2022","Declared disabled","Belfast","Male","105","100","30040","26820"
"In post","2022","Declared disabled","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Female","195","180","32790","29290"
"In post","2022","Declared disabled","Berkshire","Male","140","135","34430","31880"
"In post","2022","Declared disabled","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Female","115","110","30870","30780"
"In post","2022","Declared disabled","Bexley and Greenwich","Male","75","75","32370","31880"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Female","925","825","29900","27570"
"In post","2022","Declared disabled","Birmingham","Male","540","515","31720","27570"
"In post","2022","Declared disabled","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Female","45","40","27710","27570"
"In post","2022","Declared disabled","Blackburn with Darwen","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Female","555","480","27900","27570"
"In post","2022","Declared disabled","Blackpool","Male","290","275","28740","27570"
"In post","2022","Declared disabled","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Female","85","75","26550","27570"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Male","45","40","25560","26130"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Female","230","190","25610","23170"
"In post","2022","Declared disabled","Bradford","Male","105","95","26230","22080"
"In post","2022","Declared disabled","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Female","45","40","31170","31060"
"In post","2022","Declared disabled","Brent","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Female","75","60","26490","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Male","35","30","29100","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Female","75","65","30320","27570"
"In post","2022","Declared disabled","Brighton and Hove","Male","35","35","29010","27570"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Female","440","400","32310","28320"
"In post","2022","Declared disabled","Bristol, City of","Male","315","300","34280","29180"
"In post","2022","Declared disabled","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Female","75","75","32880","31060"
"In post","2022","Declared disabled","Bromley","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Female","120","110","31030","28350"
"In post","2022","Declared disabled","Buckinghamshire","Male","70","70","32190","30700"
"In post","2022","Declared disabled","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
