"Status","Year","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Midlands (England)","Female","75","70","40100","37720"
"In post","2022","Commercial","East Midlands (England)","Male","50","50","45120","42920"
"In post","2022","Commercial","East of England","Female","115","105","37030","36580"
"In post","2022","Commercial","East of England","Male","85","85","41360","37400"
"In post","2022","Commercial","London","Female","580","565","44670","41500"
"In post","2022","Commercial","London","Male","520","510","48660","45020"
"In post","2022","Commercial","North East (England)","Female","100","90","36350","36500"
"In post","2022","Commercial","North East (England)","Male","85","85","40350","36500"
"In post","2022","Commercial","North West (England)","Female","385","360","36460","33370"
"In post","2022","Commercial","North West (England)","Male","245","240","38420","36780"
"In post","2022","Commercial","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Male","30","30","52140","51040"
"In post","2022","Commercial","Scotland","Female","145","135","34170","33000"
"In post","2022","Commercial","Scotland","Male","150","145","35900","33930"
"In post","2022","Commercial","South East (England)","Female","275","260","36550","34900"
"In post","2022","Commercial","South East (England)","Male","200","195","39610","38650"
"In post","2022","Commercial","South West (England)","Female","1000","935","37880","35560"
"In post","2022","Commercial","South West (England)","Male","860","845","41750","39860"
"In post","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Female","185","170","34680","31850"
"In post","2022","Commercial","Wales","Male","185","180","35690","31850"
"In post","2022","Commercial","West Midlands (England)","Female","165","160","38120","36500"
"In post","2022","Commercial","West Midlands (England)","Male","115","115","38350","35610"
"In post","2022","Commercial","Yorkshire and The Humber","Female","360","340","38800","36500"
"In post","2022","Commercial","Yorkshire and The Humber","Male","270","265","38690","36500"
"In post","2022","Communications","East Midlands (England)","Female","70","65","38760","36500"
"In post","2022","Communications","East Midlands (England)","Male","35","35","38590","39060"
"In post","2022","Communications","East of England","Female","40","40","35310","31710"
"In post","2022","Communications","East of England","Male","40","40","33820","33000"
"In post","2022","Communications","London","Female","1330","1280","46190","42710"
"In post","2022","Communications","London","Male","885","880","47510","42950"
"In post","2022","Communications","North East (England)","Female","65","60","34520","32880"
"In post","2022","Communications","North East (England)","Male","35","35","38490","36960"
"In post","2022","Communications","North West (England)","Female","145","140","37130","35410"
"In post","2022","Communications","North West (England)","Male","90","90","36860","34880"
"In post","2022","Communications","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2022","Communications","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Female","50","45","37660","36120"
"In post","2022","Communications","Scotland","Male","30","30","38180","37500"
"In post","2022","Communications","South East (England)","Female","150","145","35140","33150"
"In post","2022","Communications","South East (England)","Male","130","130","33810","33000"
"In post","2022","Communications","South West (England)","Female","170","155","36290","33970"
"In post","2022","Communications","South West (England)","Male","140","135","36420","33830"
"In post","2022","Communications","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Female","230","215","37450","35180"
"In post","2022","Communications","Wales","Male","150","150","38490","36840"
"In post","2022","Communications","West Midlands (England)","Female","105","100","40990","38000"
"In post","2022","Communications","West Midlands (England)","Male","55","55","36970","33300"
"In post","2022","Communications","Yorkshire and The Humber","Female","100","95","44330","41990"
"In post","2022","Communications","Yorkshire and The Humber","Male","75","70","41960","40150"
"In post","2022","Corporate Finance","London","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","London","Male","35","35","62060","63040"
"In post","2022","Corporate Finance","Scotland","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Female","20","15","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Female","25","25","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Female","185","155","27400","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Male","135","125","29150","27570"
"In post","2022","Counter Fraud","East of England","Female","195","175","28830","29290"
"In post","2022","Counter Fraud","East of England","Male","140","130","31830","29560"
"In post","2022","Counter Fraud","London","Female","705","620","31860","31060"
"In post","2022","Counter Fraud","London","Male","550","535","37050","31880"
"In post","2022","Counter Fraud","North East (England)","Female","355","310","26780","27570"
"In post","2022","Counter Fraud","North East (England)","Male","195","185","27750","27570"
"In post","2022","Counter Fraud","North West (England)","Female","400","355","28540","27570"
"In post","2022","Counter Fraud","North West (England)","Male","310","295","30310","27570"
"In post","2022","Counter Fraud","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Female","460","405","25910","27570"
"In post","2022","Counter Fraud","Scotland","Male","280","260","26370","27570"
"In post","2022","Counter Fraud","South East (England)","Female","420","370","28190","27570"
"In post","2022","Counter Fraud","South East (England)","Male","225","215","28800","27570"
"In post","2022","Counter Fraud","South West (England)","Female","225","190","27720","27570"
"In post","2022","Counter Fraud","South West (England)","Male","135","125","28700","27570"
"In post","2022","Counter Fraud","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Female","315","275","26140","27460"
"In post","2022","Counter Fraud","Wales","Male","260","250","27630","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Female","335","290","28260","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Male","210","195","29200","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Female","295","255","29010","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Male","220","205","29730","27570"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Female","150","145","37360","34110"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Male","240","240","36810","33080"
"In post","2022","Digital, Data and Technology","East of England","Female","185","175","36590","33530"
"In post","2022","Digital, Data and Technology","East of England","Male","480","470","36480","34720"
"In post","2022","Digital, Data and Technology","London","Female","1535","1495","47970","43880"
"In post","2022","Digital, Data and Technology","London","Male","2520","2500","50210","45830"
"In post","2022","Digital, Data and Technology","North East (England)","Female","750","700","40200","36500"
"In post","2022","Digital, Data and Technology","North East (England)","Male","1430","1405","42770","39780"
"In post","2022","Digital, Data and Technology","North West (England)","Female","1070","1020","39580","35310"
"In post","2022","Digital, Data and Technology","North West (England)","Male","1880","1850","42740","38490"
"In post","2022","Digital, Data and Technology","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Male","35","35","35820","33370"
"In post","2022","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Male","35","35","33140","33300"
"In post","2022","Digital, Data and Technology","Scotland","Female","225","215","38910","37250"
"In post","2022","Digital, Data and Technology","Scotland","Male","580","570","38890","34040"
"In post","2022","Digital, Data and Technology","South East (England)","Female","390","375","37810","33300"
"In post","2022","Digital, Data and Technology","South East (England)","Male","685","680","39730","36840"
"In post","2022","Digital, Data and Technology","South West (England)","Female","905","850","36980","34610"
"In post","2022","Digital, Data and Technology","South West (England)","Male","1875","1845","39250","38070"
"In post","2022","Digital, Data and Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wales","Female","685","655","38560","36840"
"In post","2022","Digital, Data and Technology","Wales","Male","1530","1515","41220","38650"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Female","485","465","39190","36050"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Male","720","710","40790","36780"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Female","590","560","41520","37800"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Male","985","970","43560","40180"
"In post","2022","Economics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","Female","605","580","48550","51500"
"In post","2022","Economics","London","Male","1045","1035","49450","51610"
"In post","2022","Economics","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","Economics","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Economics","North West (England)","Female","20","20","[c]","[c]"
"In post","2022","Economics","North West (England)","Male","40","40","40290","37380"
"In post","2022","Economics","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Economics","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Economics","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Economics","Scotland","Male","20","20","[c]","[c]"
"In post","2022","Economics","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Economics","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Economics","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Economics","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","Female","75","70","36770","31010"
"In post","2022","Economics","Wales","Male","110","105","38760","30740"
"In post","2022","Economics","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Male","30","30","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Female","190","180","33700","30670"
"In post","2022","Finance","East Midlands (England)","Male","135","135","36760","33300"
"In post","2022","Finance","East of England","Female","305","285","35210","33000"
"In post","2022","Finance","East of England","Male","205","200","39570","36460"
"In post","2022","Finance","London","Female","1435","1380","47120","42470"
"In post","2022","Finance","London","Male","1475","1470","50730","46360"
"In post","2022","Finance","North East (England)","Female","335","310","38360","35310"
"In post","2022","Finance","North East (England)","Male","280","275","41800","37100"
"In post","2022","Finance","North West (England)","Female","700","645","35630","33180"
"In post","2022","Finance","North West (England)","Male","545","535","38570","35310"
"In post","2022","Finance","Northern Ireland","Female","40","40","36190","33110"
"In post","2022","Finance","Northern Ireland","Male","20","20","[c]","[c]"
"In post","2022","Finance","Overseas","Female","45","45","35420","33300"
"In post","2022","Finance","Overseas","Male","35","35","43250","40580"
"In post","2022","Finance","Scotland","Female","310","290","34180","32190"
"In post","2022","Finance","Scotland","Male","195","185","33920","33000"
"In post","2022","Finance","South East (England)","Female","885","845","35910","33300"
"In post","2022","Finance","South East (England)","Male","565","555","39080","35300"
"In post","2022","Finance","South West (England)","Female","1050","985","36640","33300"
"In post","2022","Finance","South West (England)","Male","745","730","41340","36970"
"In post","2022","Finance","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Finance","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Finance","Wales","Female","455","415","36280","31040"
"In post","2022","Finance","Wales","Male","335","330","40800","38160"
"In post","2022","Finance","West Midlands (England)","Female","485","465","38280","35810"
"In post","2022","Finance","West Midlands (England)","Male","320","315","40810","36500"
"In post","2022","Finance","Yorkshire and The Humber","Female","635","595","37740","34290"
"In post","2022","Finance","Yorkshire and The Humber","Male","560","545","40060","36800"
"In post","2022","Geography","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Male","10","10","[c]","[c]"
"In post","2022","Geography","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Female","150","140","30640","29290"
"In post","2022","Geography","South West (England)","Male","290","280","31900","33290"
"In post","2022","Geography","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Wales","Male","[c]","[c]","[c]","[c]"
