"Status","Year","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Midlands (England)","Outside London","125","120","42170","38710"
"In post","2022","Commercial","East of England","Outside London","200","190","38910","36900"
"In post","2022","Commercial","London","London","1105","1075","46550","42170"
"In post","2022","Commercial","North East (England)","Outside London","185","175","38190","36500"
"In post","2022","Commercial","North West (England)","Outside London","630","600","37230","36260"
"In post","2022","Commercial","Northern Ireland","Outside London","10","10","31730","30960"
"In post","2022","Commercial","Overseas","Overseas","40","40","48740","42130"
"In post","2022","Commercial","Scotland","Outside London","290","285","35050","33300"
"In post","2022","Commercial","South East (England)","Outside London","475","460","37840","35900"
"In post","2022","Commercial","South West (England)","Outside London","1860","1785","39670","37400"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Outside London","370","350","35190","31850"
"In post","2022","Commercial","West Midlands (England)","Outside London","280","275","38210","36340"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","630","600","38750","36500"
"In post","2022","Communications","East Midlands (England)","Outside London","105","100","38710","36970"
"In post","2022","Communications","East of England","Outside London","85","80","34580","33000"
"In post","2022","Communications","London","London","2210","2160","46720","42850"
"In post","2022","Communications","North East (England)","Outside London","100","95","35920","33370"
"In post","2022","Communications","North West (England)","Outside London","235","230","37020","35390"
"In post","2022","Communications","Northern Ireland","Outside London","30","30","41910","37910"
"In post","2022","Communications","Overseas","Overseas","10","10","43080","40610"
"In post","2022","Communications","Scotland","Outside London","80","80","37870","37020"
"In post","2022","Communications","South East (England)","Outside London","285","270","34520","33000"
"In post","2022","Communications","South West (England)","Outside London","305","285","36350","33890"
"In post","2022","Communications","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","380","360","37860","35920"
"In post","2022","Communications","West Midlands (England)","Outside London","165","160","39610","36780"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","170","165","43310","41130"
"In post","2022","Corporate Finance","London","London","55","55","56580","55570"
"In post","2022","Corporate Finance","Scotland","Outside London","10","10","45380","42200"
"In post","2022","Corporate Finance","South East (England)","Outside London","30","25","38170","38260"
"In post","2022","Corporate Finance","South West (England)","Outside London","35","35","48030","44760"
"In post","2022","Corporate Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","10","10","45850","40800"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","320","280","28140","27570"
"In post","2022","Counter Fraud","East of England","Outside London","335","305","30090","29290"
"In post","2022","Counter Fraud","London","London","1255","1155","34130","31060"
"In post","2022","Counter Fraud","North East (England)","Outside London","550","495","27120","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","710","650","29310","27570"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","15","10","25140","25310"
"In post","2022","Counter Fraud","Scotland","Outside London","745","670","26080","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","650","585","28400","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","360","315","28090","27570"
"In post","2022","Counter Fraud","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","580","525","26820","27570"
