"Status","Year","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Outside London","1945","1775","28390","26820"
"In post","2022","Asian","East of England","Outside London","1180","1080","31410","27570"
"In post","2022","Asian","London","London","14800","14035","38230","33550"
"In post","2022","Asian","North East (England)","Outside London","590","545","29740","26820"
"In post","2022","Asian","North West (England)","Outside London","3235","3010","28970","26820"
"In post","2022","Asian","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","170","165","45170","38600"
"In post","2022","Asian","Scotland","Outside London","730","690","32470","27570"
"In post","2022","Asian","South East (England)","Outside London","1545","1420","30690","28350"
"In post","2022","Asian","South West (England)","Outside London","900","855","34890","31990"
"In post","2022","Asian","Unknown","Unknown","170","150","29660","29290"
"In post","2022","Asian","Wales","Outside London","590","560","31250","27260"
"In post","2022","Asian","West Midlands (England)","Outside London","4865","4555","28860","27570"
"In post","2022","Asian","Yorkshire and The Humber","Outside London","2930","2715","29010","27570"
"In post","2022","Black","East Midlands (England)","Outside London","610","575","28370","26820"
"In post","2022","Black","East of England","Outside London","640","610","30990","29290"
"In post","2022","Black","London","London","10495","10140","35320","31650"
"In post","2022","Black","North East (England)","Outside London","170","155","28820","26820"
"In post","2022","Black","North West (England)","Outside London","940","900","29700","27570"
"In post","2022","Black","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","75","75","44130","38600"
"In post","2022","Black","Scotland","Outside London","310","295","31430","27570"
"In post","2022","Black","South East (England)","Outside London","920","875","30830","29290"
"In post","2022","Black","South West (England)","Outside London","580","555","32870","31150"
"In post","2022","Black","Unknown","Unknown","60","60","33750","31060"
"In post","2022","Black","Wales","Outside London","235","225","30560","27570"
"In post","2022","Black","West Midlands (England)","Outside London","1425","1345","29100","27570"
"In post","2022","Black","Yorkshire and The Humber","Outside London","620","595","29700","27570"
"In post","2022","Mixed","East Midlands (England)","Outside London","420","395","29960","26950"
"In post","2022","Mixed","East of England","Outside London","445","420","31510","29260"
"In post","2022","Mixed","London","London","3595","3480","41700","36910"
"In post","2022","Mixed","North East (England)","Outside London","260","245","29730","27570"
"In post","2022","Mixed","North West (England)","Outside London","890","840","30230","27370"
"In post","2022","Mixed","Northern Ireland","Outside London","25","20","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","115","115","49870","49030"
"In post","2022","Mixed","Scotland","Outside London","315","305","35720","30360"
"In post","2022","Mixed","South East (England)","Outside London","760","725","31950","29230"
"In post","2022","Mixed","South West (England)","Outside London","670","630","33770","30210"
"In post","2022","Mixed","Unknown","Unknown","30","30","34330","28240"
"In post","2022","Mixed","Wales","Outside London","430","405","31690","27570"
"In post","2022","Mixed","West Midlands (England)","Outside London","650","605","29800","27570"
"In post","2022","Mixed","Yorkshire and The Humber","Outside London","560","530","31790","27570"
"In post","2022","Other ethnicity","East Midlands (England)","Outside London","75","70","31410","27570"
"In post","2022","Other ethnicity","East of England","Outside London","120","115","33040","29290"
"In post","2022","Other ethnicity","London","London","1305","1255","40770","35140"
"In post","2022","Other ethnicity","North East (England)","Outside London","55","50","31010","26290"
"In post","2022","Other ethnicity","North West (England)","Outside London","180","170","31830","27570"
"In post","2022","Other ethnicity","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Overseas","40","40","47330","43840"
"In post","2022","Other ethnicity","Scotland","Outside London","110","105","33900","27570"
"In post","2022","Other ethnicity","South East (England)","Outside London","185","180","31910","28000"
"In post","2022","Other ethnicity","South West (England)","Outside London","160","155","35050","31490"
"In post","2022","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Wales","Outside London","115","110","32380","29430"
"In post","2022","Other ethnicity","West Midlands (England)","Outside London","165","155","30940","27210"
"In post","2022","Other ethnicity","Yorkshire and The Humber","Outside London","125","115","32670","27570"
"In post","2022","Undeclared","East Midlands (England)","Outside London","935","870","31560","27570"
"In post","2022","Undeclared","East of England","Outside London","1065","985","31990","29480"
"In post","2022","Undeclared","London","London","4430","4220","42570","37660"
"In post","2022","Undeclared","North East (England)","Outside London","1060","970","31180","27570"
"In post","2022","Undeclared","North West (England)","Outside London","2230","2040","31630","27570"
"In post","2022","Undeclared","Northern Ireland","Outside London","90","90","31390","27620"
"In post","2022","Undeclared","Overseas","Overseas","240","235","47580","43020"
"In post","2022","Undeclared","Scotland","Outside London","1580","1460","34030","30940"
"In post","2022","Undeclared","South East (England)","Outside London","2175","2020","33910","31040"
"In post","2022","Undeclared","South West (England)","Outside London","2350","2225","36900","34290"
"In post","2022","Undeclared","Unknown","Unknown","40","40","32390","30850"
"In post","2022","Undeclared","Wales","Outside London","1265","1175","33340","28150"
"In post","2022","Undeclared","West Midlands (England)","Outside London","1280","1165","31180","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Outside London","1460","1350","32000","27570"
"In post","2022","Unknown","East Midlands (England)","Outside London","2865","2690","28700","26590"
"In post","2022","Unknown","East of England","Outside London","2295","2155","29780","26670"
"In post","2022","Unknown","London","London","16775","16380","43190","37610"
"In post","2022","Unknown","North East (England)","Outside London","4600","4255","28010","24920"
"In post","2022","Unknown","North West (England)","Outside London","8550","8090","29130","26590"
"In post","2022","Unknown","Northern Ireland","Outside London","810","775","27760","24880"
"In post","2022","Unknown","Overseas","Overseas","520","515","49310","47170"
"In post","2022","Unknown","Scotland","Outside London","10765","10130","31390","27230"
"In post","2022","Unknown","South East (England)","Outside London","4570","4255","30850","27570"
"In post","2022","Unknown","South West (England)","Outside London","4385","4160","32160","27570"
"In post","2022","Unknown","Unknown","Unknown","2220","2205","37060","32700"
"In post","2022","Unknown","Wales","Outside London","4515","4245","29420","26130"
"In post","2022","Unknown","West Midlands (England)","Outside London","4165","3935","29950","26590"
"In post","2022","Unknown","Yorkshire and The Humber","Outside London","5460","5205","31220","26820"
"In post","2022","White","East Midlands (England)","Outside London","16155","14990","31150","27570"
"In post","2022","White","East of England","Outside London","17190","15990","31480","28920"
"In post","2022","White","London","London","53420","51440","47660","42470"
"In post","2022","White","North East (England)","Outside London","26370","23845","29970","27570"
"In post","2022","White","North West (England)","Outside London","48275","44645","30820","27570"
"In post","2022","White","Northern Ireland","Outside London","3310","3135","30020","26820"
"In post","2022","White","Overseas","Overseas","2530","2520","50050","49810"
"In post","2022","White","Scotland","Outside London","37205","34710","33950","28920"
"In post","2022","White","South East (England)","Outside London","32470","30185","32450","29230"
"In post","2022","White","South West (England)","Outside London","37670","35380","34960","31900"
"In post","2022","White","Unknown","Unknown","780","750","34610","30260"
"In post","2022","White","Wales","Outside London","30755","28385","32080","27570"
"In post","2022","White","West Midlands (England)","Outside London","20620","19110","31900","27570"
"In post","2022","White","Yorkshire and The Humber","Outside London","28080","25900","32580","27570"
"Leaver CS","2022","Asian","East Midlands (England)","Outside London","155","[c]","26710","25000"
"Leaver CS","2022","Asian","East of England","Outside London","110","[c]","32830","27570"
"Leaver CS","2022","Asian","London","London","1135","[c]","37440","31060"
"Leaver CS","2022","Asian","North East (England)","Outside London","55","[c]","30550","21260"
"Leaver CS","2022","Asian","North West (England)","Outside London","170","[c]","28110","22570"
"Leaver CS","2022","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scotland","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","South East (England)","Outside London","155","[c]","33330","28320"
"Leaver CS","2022","Asian","South West (England)","Outside London","90","[c]","31250","27570"
"Leaver CS","2022","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Wales","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","West Midlands (England)","Outside London","230","[c]","27950","27370"
"Leaver CS","2022","Asian","Yorkshire and The Humber","Outside London","205","[c]","27000","25120"
"Leaver CS","2022","Black","East Midlands (England)","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2022","Black","East of England","Outside London","85","[c]","30200","27570"
"Leaver CS","2022","Black","London","London","855","[c]","34300","31060"
"Leaver CS","2022","Black","North East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","North West (England)","Outside London","80","[c]","28280","23390"
"Leaver CS","2022","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","South East (England)","Outside London","95","[c]","28850","27710"
"Leaver CS","2022","Black","South West (England)","Outside London","65","[c]","33820","31690"
"Leaver CS","2022","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Wales","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","West Midlands (England)","Outside London","95","[c]","29580","27570"
"Leaver CS","2022","Black","Yorkshire and The Humber","Outside London","65","[c]","28740","27570"
"Leaver CS","2022","Mixed","East Midlands (England)","Outside London","50","[c]","29010","27570"
"Leaver CS","2022","Mixed","East of England","Outside London","50","[c]","29460","27570"
"Leaver CS","2022","Mixed","London","London","355","[c]","37880","31060"
"Leaver CS","2022","Mixed","North East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","North West (England)","Outside London","60","[c]","28160","26160"
"Leaver CS","2022","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","South East (England)","Outside London","85","[c]","27510","25730"
"Leaver CS","2022","Mixed","South West (England)","Outside London","80","[c]","28540","26350"
"Leaver CS","2022","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wales","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","West Midlands (England)","Outside London","55","[c]","29100","27570"
"Leaver CS","2022","Mixed","Yorkshire and The Humber","Outside London","60","[c]","28220","26780"
"Leaver CS","2022","Other ethnicity","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","London","London","135","[c]","39450","32590"
"Leaver CS","2022","Other ethnicity","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","North West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
