"Status","Year","Disability","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cumbria","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","30","30","40600","38000"
"In post","2022","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Devon","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Devon","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Anglia","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Wales","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Wales","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Essex","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Essex","Male","5","5","[c]","[c]"
