"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scotland","Female","Heterosexual / straight","45","35","33050","30040"
"In post","2022","Accountant in Bankruptcy","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Male","Heterosexual / straight","30","30","34620","30640"
"In post","2022","Accountant in Bankruptcy","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Heterosexual / straight","40","35","30100","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
