"Status","Year","Ethnicity","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Female","Heterosexual / straight","850","750","28330","26820"
"In post","2022","Asian","East Midlands (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Female","Undeclared","60","55","27050","23430"
"In post","2022","Asian","East Midlands (England)","Female","Unknown","155","130","26850","26650"
"In post","2022","Asian","East Midlands (England)","Male","Heterosexual / straight","720","695","28930","27130"
"In post","2022","Asian","East Midlands (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Male","Undeclared","35","30","26950","25120"
"In post","2022","Asian","East Midlands (England)","Male","Unknown","85","80","29660","27380"
"In post","2022","Asian","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Female","Heterosexual / straight","570","510","29840","27570"
"In post","2022","Asian","East of England","Female","LGBO","15","10","[c]","[c]"
"In post","2022","Asian","East of England","Female","Undeclared","50","40","28660","25510"
"In post","2022","Asian","East of England","Female","Unknown","65","60","37900","29290"
"In post","2022","Asian","East of England","Male","Heterosexual / straight","410","395","32780","28220"
"In post","2022","Asian","East of England","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Male","Undeclared","30","30","29830","25670"
"In post","2022","Asian","East of England","Male","Unknown","30","30","35650","31880"
"In post","2022","Asian","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Female","Heterosexual / straight","7290","6815","37980","33570"
"In post","2022","Asian","London","Female","LGBO","165","150","36590","32250"
"In post","2022","Asian","London","Female","Undeclared","600","540","34900","31060"
"In post","2022","Asian","London","Female","Unknown","770","665","36680","31070"
"In post","2022","Asian","London","Male","Heterosexual / straight","5065","4975","38920","34260"
"In post","2022","Asian","London","Male","LGBO","185","180","42520","38250"
"In post","2022","Asian","London","Male","Undeclared","310","300","38010","33950"
"In post","2022","Asian","London","Male","Unknown","420","410","40800","35650"
"In post","2022","Asian","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Female","Heterosexual / straight","240","220","28380","26820"
"In post","2022","Asian","North East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Female","Unknown","35","30","27780","21960"
"In post","2022","Asian","North East (England)","Male","Heterosexual / straight","255","240","31320","27570"
"In post","2022","Asian","North East (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Female","Heterosexual / straight","1180","1055","28470","26590"
"In post","2022","Asian","North West (England)","Female","LGBO","25","20","[c]","[c]"
"In post","2022","Asian","North West (England)","Female","Undeclared","75","65","27090","24410"
"In post","2022","Asian","North West (England)","Female","Unknown","160","125","25670","21680"
"In post","2022","Asian","North West (England)","Male","Heterosexual / straight","1500","1460","29900","27570"
"In post","2022","Asian","North West (England)","Male","LGBO","45","40","27540","26590"
"In post","2022","Asian","North West (England)","Male","Undeclared","80","80","27690","26800"
"In post","2022","Asian","North West (England)","Male","Unknown","170","165","29040","26820"
"In post","2022","Asian","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Female","Heterosexual / straight","65","65","42930","34770"
"In post","2022","Asian","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Male","Heterosexual / straight","80","80","45310","39640"
"In post","2022","Asian","Overseas","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
