"Status","Year","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Attorney General's Departments","East Midlands (England)","60","55","35890","28430"
"In post","2022","Asian","Attorney General's Departments","East of England","40","35","44840","48080"
"In post","2022","Asian","Attorney General's Departments","London","680","635","44520","50500"
"In post","2022","Asian","Attorney General's Departments","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North West (England)","45","40","42530","48080"
"In post","2022","Asian","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South East (England)","35","30","42410","40000"
"In post","2022","Asian","Attorney General's Departments","South West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Midlands (England)","115","110","37530","38000"
"In post","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","60","55","42830","48080"
"In post","2022","Asian","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","London","455","445","47560","42270"
"In post","2022","Asian","Cabinet Office","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South East (England)","10","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","30","30","33540","32000"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","55","50","47300","45130"
"In post","2022","Asian","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","110","110","48930","42290"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","655","645","43410","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","35","35","34950","30950"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","30","30","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","60","60","31790","30530"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","120","115","30390","28560"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","145","145","44740","39020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","London","295","285","44470","40780"
"In post","2022","Asian","Department for Education","North East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","120","120","35720","30320"
"In post","2022","Asian","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","West Midlands (England)","275","275","37660","36500"
"In post","2022","Asian","Department for Education","Yorkshire and The Humber","100","95","37320","33510"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East of England","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","London","230","225","39680","34540"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North West (England)","20","20","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South East (England)","95","90","32870","28670"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South West (England)","35","35","34070","30160"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Wales","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","London","255","250","43900","38540"
"In post","2022","Asian","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","London","215","210","44270","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","North West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","South West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","West Midlands (England)","60","60","35620","31950"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","East Midlands (England)","40","40","31110","29130"
"In post","2022","Asian","Department for Transport","East of England","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport","London","330","325","44410","42470"
"In post","2022","Asian","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","South East (England)","40","40","38640","30730"
"In post","2022","Asian","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","Wales","65","60","31950","21840"
"In post","2022","Asian","Department for Transport","West Midlands (England)","85","80","27720","26470"
"In post","2022","Asian","Department for Transport","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","East Midlands (England)","640","565","24950","27570"
"In post","2022","Asian","Department for Work and Pensions","East of England","360","330","28090","27570"
"In post","2022","Asian","Department for Work and Pensions","London","2555","2325","31410","31060"
"In post","2022","Asian","Department for Work and Pensions","North East (England)","230","215","30550","27570"
"In post","2022","Asian","Department for Work and Pensions","North West (England)","1165","1065","26550","27570"
"In post","2022","Asian","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","Scotland","135","125","29210","27570"
"In post","2022","Asian","Department for Work and Pensions","South East (England)","415","370","28250","29290"
"In post","2022","Asian","Department for Work and Pensions","South West (England)","85","75","26680","27570"
"In post","2022","Asian","Department for Work and Pensions","Unknown","135","115","28770","29290"
"In post","2022","Asian","Department for Work and Pensions","Wales","75","75","25630","27570"
"In post","2022","Asian","Department for Work and Pensions","West Midlands (England)","1465","1330","25800","27570"
"In post","2022","Asian","Department for Work and Pensions","Yorkshire and The Humber","950","865","27530","27570"
"In post","2022","Asian","Department of Health and Social Care","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","East of England","80","75","48700","40850"
"In post","2022","Asian","Department of Health and Social Care","London","865","825","42900","38930"
"In post","2022","Asian","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","North West (England)","45","45","29680","23390"
"In post","2022","Asian","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","South East (England)","35","35","44920","39110"
"In post","2022","Asian","Department of Health and Social Care","South West (England)","55","50","40160","32330"
"In post","2022","Asian","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","West Midlands (England)","70","60","35230","25660"
"In post","2022","Asian","Department of Health and Social Care","Yorkshire and The Humber","100","95","39090","30630"
"In post","2022","Asian","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
