"Status","Year","Age","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Analysis","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Male","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Female","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Debt","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Male","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Male","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Male","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
