"Status","Year","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","London","Heterosexual / straight","12355","11790","38360","33700"
"In post","2022","Asian","London","LGBO","345","330","39730","35050"
"In post","2022","Asian","London","Undeclared","910","840","35960","31670"
"In post","2022","Asian","London","Unknown","1185","1075","38130","31880"
"In post","2022","Asian","Outside London","Heterosexual / straight","15320","14370","29880","27570"
"In post","2022","Asian","Outside London","LGBO","365","340","28960","26820"
"In post","2022","Asian","Outside London","Undeclared","920","835","28260","26590"
"In post","2022","Asian","Outside London","Unknown","1910","1680","29210","26890"
"In post","2022","Asian","Overseas","Heterosexual / straight","145","145","44240","38300"
"In post","2022","Asian","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Heterosexual / straight","125","110","30290","30330"
"In post","2022","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Black","London","Heterosexual / straight","8835","8580","35460","31850"
"In post","2022","Black","London","LGBO","210","210","37930","31060"
"In post","2022","Black","London","Undeclared","530","500","34180","31060"
"In post","2022","Black","London","Unknown","920","850","33950","31060"
"In post","2022","Black","Outside London","Heterosexual / straight","5570","5320","30090","27570"
"In post","2022","Black","Outside London","LGBO","135","130","29920","27570"
"In post","2022","Black","Outside London","Undeclared","280","260","29990","27570"
"In post","2022","Black","Outside London","Unknown","465","430","30390","27570"
"In post","2022","Black","Overseas","Heterosexual / straight","65","65","43910","38540"
"In post","2022","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Unknown","Heterosexual / straight","50","50","34800","31060"
"In post","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","London","Heterosexual / straight","2820","2730","41640","36720"
"In post","2022","Mixed","London","LGBO","325","320","42740","38670"
"In post","2022","Mixed","London","Undeclared","270","255","40140","35050"
"In post","2022","Mixed","London","Unknown","180","170","43110","37610"
"In post","2022","Mixed","Outside London","Heterosexual / straight","4190","3970","31580","27570"
"In post","2022","Mixed","Outside London","LGBO","475","460","30930","27570"
"In post","2022","Mixed","Outside London","Undeclared","375","350","31380","27570"
"In post","2022","Mixed","Outside London","Unknown","385","350","31780","27570"
"In post","2022","Mixed","Overseas","Heterosexual / straight","95","90","49430","49370"
"In post","2022","Mixed","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Heterosexual / straight","965","930","39840","35020"
"In post","2022","Other ethnicity","London","LGBO","100","100","43320","37880"
"In post","2022","Other ethnicity","London","Undeclared","135","130","45110","40050"
"In post","2022","Other ethnicity","London","Unknown","105","95","41340","32610"
"In post","2022","Other ethnicity","Outside London","Heterosexual / straight","925","875","31610","27570"
"In post","2022","Other ethnicity","Outside London","LGBO","105","100","34690","30450"
"In post","2022","Other ethnicity","Outside London","Undeclared","135","125","36380","31670"
"In post","2022","Other ethnicity","Outside London","Unknown","135","120","32890","28860"
"In post","2022","Other ethnicity","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Heterosexual / straight","910","875","38960","33440"
"In post","2022","Undeclared","London","LGBO","65","60","43170","36620"
"In post","2022","Undeclared","London","Undeclared","2780","2670","44600","40190"
"In post","2022","Undeclared","London","Unknown","675","615","39050","32090"
"In post","2022","Undeclared","Outside London","Heterosexual / straight","2110","1970","31090","27570"
"In post","2022","Undeclared","Outside London","LGBO","235","220","31050","28100"
"In post","2022","Undeclared","Outside London","Undeclared","10120","9475","33910","30830"
"In post","2022","Undeclared","Outside London","Unknown","3030","2685","32050","27570"
"In post","2022","Undeclared","Overseas","Heterosexual / straight","30","30","51180","54220"
"In post","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Undeclared","145","145","44100","39110"
"In post","2022","Undeclared","Overseas","Unknown","60","55","52100","52190"
"In post","2022","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Heterosexual / straight","725","700","43820","37820"
"In post","2022","Unknown","London","LGBO","70","70","44260","36430"
"In post","2022","Unknown","London","Undeclared","1215","1185","46730","41980"
"In post","2022","Unknown","London","Unknown","14765","14430","42860","36920"
"In post","2022","Unknown","Outside London","Heterosexual / straight","2580","2370","31770","27570"
"In post","2022","Unknown","Outside London","LGBO","170","165","32740","28290"
"In post","2022","Unknown","Outside London","Undeclared","1345","1250","36150","32790"
"In post","2022","Unknown","Outside London","Unknown","48885","46115","29920","26700"
"In post","2022","Unknown","Overseas","Heterosexual / straight","45","45","42260","39350"
"In post","2022","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","460","460","49810","50000"
"In post","2022","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2175","37010","32700"
"In post","2022","White","London","Heterosexual / straight","42105","40550","47990","43140"
"In post","2022","White","London","LGBO","4480","4415","46330","41750"
"In post","2022","White","London","Undeclared","3895","3730","46200","41500"
"In post","2022","White","London","Unknown","2940","2740","46950","40910"
"In post","2022","White","Outside London","Heterosexual / straight","236475","220100","32440","27570"
"In post","2022","White","Outside London","LGBO","14710","14260","31190","27570"
"In post","2022","White","Outside London","Undeclared","19865","18055","31380","27570"
"In post","2022","White","Outside London","Unknown","27045","23855","31820","27570"
"In post","2022","White","Overseas","Heterosexual / straight","2085","2070","50120","49370"
"In post","2022","White","Overseas","LGBO","150","150","49800","52430"
"In post","2022","White","Overseas","Undeclared","180","180","48880","49630"
"In post","2022","White","Overseas","Unknown","120","115","50770","46600"
"In post","2022","White","Unknown","Heterosexual / straight","640","615","35050","31060"
"In post","2022","White","Unknown","LGBO","60","60","33730","28000"
"In post","2022","White","Unknown","Undeclared","45","45","31830","27570"
"In post","2022","White","Unknown","Unknown","35","30","31780","27570"
"Leaver CS","2022","Asian","London","Heterosexual / straight","860","[c]","37130","31060"
"Leaver CS","2022","Asian","London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Undeclared","70","[c]","32760","29250"
"Leaver CS","2022","Asian","London","Unknown","170","[c]","42920","33300"
"Leaver CS","2022","Asian","Outside London","Heterosexual / straight","880","[c]","29060","27540"
"Leaver CS","2022","Asian","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Undeclared","50","[c]","31480","27570"
"Leaver CS","2022","Asian","Outside London","Unknown","280","[c]","30230","25090"
"Leaver CS","2022","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
