"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","AO","Female","125","110","22760","22200"
"In post","2022","Declared disabled","Attorney General's Departments","AO","Male","60","55","22710","22200"
"In post","2022","Declared disabled","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","EO","Female","155","140","28110","28430"
"In post","2022","Declared disabled","Attorney General's Departments","EO","Male","55","55","28780","28430"
"In post","2022","Declared disabled","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","G6","Female","60","55","69390","67290"
"In post","2022","Declared disabled","Attorney General's Departments","G6","Male","30","30","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","G7","Female","245","220","56140","55610"
"In post","2022","Declared disabled","Attorney General's Departments","G7","Male","155","145","56400","55610"
"In post","2022","Declared disabled","Attorney General's Departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","HEO","Female","70","65","34930","34480"
"In post","2022","Declared disabled","Attorney General's Departments","HEO","Male","45","45","35270","34480"
"In post","2022","Declared disabled","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SCS level","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SEO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","AO","Female","40","35","21640","21050"
"In post","2022","Declared disabled","Cabinet Office","AO","Male","35","30","21920","21170"
"In post","2022","Declared disabled","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","EO","Female","100","90","26740","27500"
"In post","2022","Declared disabled","Cabinet Office","EO","Male","45","45","27070","27500"
"In post","2022","Declared disabled","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","G6","Female","40","35","66180","64500"
"In post","2022","Declared disabled","Cabinet Office","G6","Male","45","45","66990","64530"
"In post","2022","Declared disabled","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","G7","Female","125","120","54050","54700"
"In post","2022","Declared disabled","Cabinet Office","G7","Male","100","95","54880","54700"
"In post","2022","Declared disabled","Cabinet Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","HEO","Female","95","90","33880","34550"
"In post","2022","Declared disabled","Cabinet Office","HEO","Male","95","95","33760","33860"
"In post","2022","Declared disabled","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Male","30","30","91410","77690"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SEO","Female","95","90","39510","40250"
"In post","2022","Declared disabled","Cabinet Office","SEO","Male","50","50","39770","40580"
"In post","2022","Declared disabled","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
