"Status","Year","Function_of_post","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Attorney General's Departments","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Attorney General's Departments","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Inner London - West","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Inner London - West","Female","70","60","66580","65470"
"In post","2022","Analysis","Chancellor's other departments","Inner London - West","Male","125","120","68140","57250"
"In post","2022","Analysis","Chancellor's other departments","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Inner London - East","Female","50","45","60310","56360"
"In post","2022","Analysis","Competition and Markets Authority","Inner London - East","Male","80","80","63390","58000"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Female","30","30","32420","30770"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Female","95","95","43120","35640"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Male","165","165","44830","39570"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Female","55","50","47070","38360"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Male","85","85","49470","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","Female","40","35","47940","45540"
"In post","2022","Analysis","Department for Education","Inner London - West","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
