"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","G6","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","G7","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","G7","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","EO","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Education","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
