"Status","Year","Ethnicity","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","475","450","32300","29290"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","Undeclared","35","30","28700","27470"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","Unknown","65","55","37370","30770"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","525","490","31170","29060"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","20","15","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","35","35","31900","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","55","45","29950","27570"
"In post","2022","Asian","Cheshire","Outside London","Heterosexual / straight","80","75","28780","27470"
"In post","2022","Asian","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","725","680","31240","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","Undeclared","30","30","28750","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","Unknown","105","95","30280","27130"
"In post","2022","Asian","Devon","Outside London","Heterosexual / straight","55","55","33190","27570"
"In post","2022","Asian","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","Heterosexual / straight","30","30","31200","27570"
"In post","2022","Asian","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","Heterosexual / straight","325","285","27730","25120"
"In post","2022","Asian","East Anglia","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","Undeclared","30","30","27160","21680"
"In post","2022","Asian","East Anglia","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","Heterosexual / straight","375","360","32310","27570"
"In post","2022","Asian","East Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","Unknown","35","35","31480","26820"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","40","35","29230","27130"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Outside London","Heterosexual / straight","245","230","32660","27570"
"In post","2022","Asian","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Essex","Outside London","Heterosexual / straight","180","165","33860","29290"
"In post","2022","Asian","Essex","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Essex","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Essex","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","665","635","34860","32570"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","35","35","37190","31600"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","65","60","38150","33370"
"In post","2022","Asian","Greater Manchester","Outside London","Heterosexual / straight","1555","1485","30560","27570"
"In post","2022","Asian","Greater Manchester","Outside London","LGBO","55","50","28980","26820"
"In post","2022","Asian","Greater Manchester","Outside London","Undeclared","85","80","28170","26820"
"In post","2022","Asian","Greater Manchester","Outside London","Unknown","160","140","27810","26820"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","285","260","30350","26670"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Outside London","Unknown","40","35","31390","27570"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","170","155","28470","26810"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","10","10","[c]","[c]"
