"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","London","London","135","135","41590","40110"
"In post","2022","Asian","Commercial","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Outside London","35","35","37820","33300"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Outside London","40","40","36810","36780"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","London","145","140","41390","38870"
"In post","2022","Asian","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Corporate Finance","London","London","15","15","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","London","325","290","29270","25600"
"In post","2022","Asian","Counter Fraud","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Outside London","40","35","27900","27570"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Outside London","45","40","27730","27570"
"In post","2022","Asian","Counter Fraud","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Outside London","90","85","26770","27570"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Outside London","40","35","27610","27570"
"In post","2022","Asian","Digital, Data and Technology","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East of England","Outside London","30","30","38250","34130"
"In post","2022","Asian","Digital, Data and Technology","London","London","665","655","47110","42290"
"In post","2022","Asian","Digital, Data and Technology","North East (England)","Outside London","80","80","42760","40520"
"In post","2022","Asian","Digital, Data and Technology","North West (England)","Outside London","160","160","39940","36050"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South East (England)","Outside London","45","45","37990","33330"
"In post","2022","Asian","Digital, Data and Technology","South West (England)","Outside London","70","70","35900","32500"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Wales","Outside London","50","50","36530","36030"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","Outside London","140","140","39550","36240"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","Outside London","115","115","40340","36980"
"In post","2022","Asian","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","London","London","190","190","45580","40010"
"In post","2022","Asian","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","East Midlands (England)","Outside London","30","30","39270","36190"
"In post","2022","Asian","Finance","East of England","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Finance","London","London","530","515","44190","40940"
"In post","2022","Asian","Finance","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Finance","North West (England)","Outside London","60","55","36370","31990"
"In post","2022","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Finance","South East (England)","Outside London","50","50","34230","29860"
"In post","2022","Asian","Finance","South West (England)","Outside London","50","50","38610","33000"
"In post","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Finance","West Midlands (England)","Outside London","130","125","35630","32300"
"In post","2022","Asian","Finance","Yorkshire and The Humber","Outside London","80","75","35980","31990"
"In post","2022","Asian","Geography","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Midlands (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Asian","Human Resources","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","London","London","340","325","40880","36650"
"In post","2022","Asian","Human Resources","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","North West (England)","Outside London","40","40","30820","26670"
"In post","2022","Asian","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","West Midlands (England)","Outside London","40","40","35180","32140"
"In post","2022","Asian","Human Resources","Yorkshire and The Humber","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","London","London","10","10","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","East of England","Outside London","[c]","[c]","[c]","[c]"
