"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Midlands (England)","AA/AO","Female","80","70","21900","22200"
"In post","2022","Attorney General's Departments","East Midlands (England)","AA/AO","Male","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","EO","Female","70","65","26810","26090"
"In post","2022","Attorney General's Departments","East Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","G6/G7","Female","135","120","53480","51470"
"In post","2022","Attorney General's Departments","East Midlands (England)","G6/G7","Male","85","80","53410","51940"
"In post","2022","Attorney General's Departments","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","SEO/HEO","Female","45","45","35000","34480"
"In post","2022","Attorney General's Departments","East Midlands (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","AA/AO","Female","95","85","22990","23770"
"In post","2022","Attorney General's Departments","East of England","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","EO","Female","90","80","28070","27760"
"In post","2022","Attorney General's Departments","East of England","EO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","G6/G7","Female","125","105","58400","56040"
"In post","2022","Attorney General's Departments","East of England","G6/G7","Male","85","80","59280","60150"
"In post","2022","Attorney General's Departments","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","SEO/HEO","Female","55","50","37440","38000"
"In post","2022","Attorney General's Departments","East of England","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","London","AA/AO","Female","280","255","23530","23770"
"In post","2022","Attorney General's Departments","London","AA/AO","Male","145","145","23330","23770"
"In post","2022","Attorney General's Departments","London","EO","Female","530","500","28430","27580"
"In post","2022","Attorney General's Departments","London","EO","Male","250","245","28610","27760"
"In post","2022","Attorney General's Departments","London","G6/G7","Female","1700","1530","59420","59080"
"In post","2022","Attorney General's Departments","London","G6/G7","Male","950","925","61460","62590"
"In post","2022","Attorney General's Departments","London","SCS level","Female","155","145","86480","80000"
"In post","2022","Attorney General's Departments","London","SCS level","Male","105","105","87010","82720"
"In post","2022","Attorney General's Departments","London","SEO/HEO","Female","375","365","37160","37730"
"In post","2022","Attorney General's Departments","London","SEO/HEO","Male","310","305","37220","37730"
"In post","2022","Attorney General's Departments","North East (England)","AA/AO","Female","65","55","22310","22200"
"In post","2022","Attorney General's Departments","North East (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","EO","Female","55","50","27200","27870"
"In post","2022","Attorney General's Departments","North East (England)","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","G6/G7","Female","85","75","54070","55610"
"In post","2022","Attorney General's Departments","North East (England)","G6/G7","Male","65","65","55510","55610"
"In post","2022","Attorney General's Departments","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","SEO/HEO","Female","30","30","34930","34480"
"In post","2022","Attorney General's Departments","North East (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","AA/AO","Female","160","145","22150","22200"
"In post","2022","Attorney General's Departments","North West (England)","AA/AO","Male","55","55","21900","22200"
"In post","2022","Attorney General's Departments","North West (England)","EO","Female","170","155","27330","28430"
"In post","2022","Attorney General's Departments","North West (England)","EO","Male","55","55","27300","28430"
"In post","2022","Attorney General's Departments","North West (England)","G6/G7","Female","245","220","54590","55610"
"In post","2022","Attorney General's Departments","North West (England)","G6/G7","Male","180","175","56060","55610"
"In post","2022","Attorney General's Departments","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","SEO/HEO","Female","95","90","34740","34480"
"In post","2022","Attorney General's Departments","North West (England)","SEO/HEO","Male","45","40","34440","34480"
"In post","2022","Attorney General's Departments","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","AA/AO","Female","110","100","23620","23770"
"In post","2022","Attorney General's Departments","South East (England)","AA/AO","Male","50","50","23610","23770"
"In post","2022","Attorney General's Departments","South East (England)","EO","Female","125","115","28260","27440"
"In post","2022","Attorney General's Departments","South East (England)","EO","Male","35","35","28410","27760"
"In post","2022","Attorney General's Departments","South East (England)","G6/G7","Female","195","175","59070","58970"
"In post","2022","Attorney General's Departments","South East (England)","G6/G7","Male","125","120","61150","62150"
"In post","2022","Attorney General's Departments","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","SEO/HEO","Female","65","60","37310","39540"
"In post","2022","Attorney General's Departments","South East (England)","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","AA/AO","Female","45","40","22290","22200"
"In post","2022","Attorney General's Departments","South West (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","EO","Female","45","40","26620","26010"
"In post","2022","Attorney General's Departments","South West (England)","EO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","G6/G7","Female","110","95","53690","51940"
"In post","2022","Attorney General's Departments","South West (England)","G6/G7","Male","70","70","56390","55610"
"In post","2022","Attorney General's Departments","South West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","AA/AO","Female","60","55","21970","22200"
"In post","2022","Attorney General's Departments","Wales","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","EO","Female","55","50","27110","27750"
"In post","2022","Attorney General's Departments","Wales","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","G6/G7","Female","110","100","53640","54200"
"In post","2022","Attorney General's Departments","Wales","G6/G7","Male","75","70","55720","55610"
"In post","2022","Attorney General's Departments","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","SEO/HEO","Female","45","40","35160","34480"
"In post","2022","Attorney General's Departments","Wales","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","AA/AO","Female","85","80","22350","22200"
"In post","2022","Attorney General's Departments","West Midlands (England)","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","EO","Female","90","85","27020","27260"
"In post","2022","Attorney General's Departments","West Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","G6/G7","Female","185","170","53760","53350"
"In post","2022","Attorney General's Departments","West Midlands (England)","G6/G7","Male","95","95","57530","55610"
"In post","2022","Attorney General's Departments","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","SEO/HEO","Female","50","45","34610","34480"
"In post","2022","Attorney General's Departments","West Midlands (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","AA/AO","Female","130","115","22100","22200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","AA/AO","Male","45","40","22120","22200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","EO","Female","130","115","27170","27170"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","EO","Male","55","50","26590","25920"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Female","250","225","54850","54200"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Male","150","150","57550","55610"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Female","110","105","35280","34480"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Male","55","55","35730","38000"
"In post","2022","Cabinet Office","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East of England","G6/G7","Female","40","40","56760","55860"
"In post","2022","Cabinet Office","East of England","G6/G7","Male","35","35","60860","61710"
"In post","2022","Cabinet Office","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SEO/HEO","Female","65","60","35730","38330"
"In post","2022","Cabinet Office","East of England","SEO/HEO","Male","75","75","34580","33300"
"In post","2022","Cabinet Office","London","AA/AO","Female","65","60","24150","24490"
"In post","2022","Cabinet Office","London","AA/AO","Male","50","50","24350","24490"
"In post","2022","Cabinet Office","London","EO","Female","325","315","27740","27500"
"In post","2022","Cabinet Office","London","EO","Male","220","220","27670","27500"
"In post","2022","Cabinet Office","London","G6/G7","Female","1330","1295","59940","56340"
"In post","2022","Cabinet Office","London","G6/G7","Male","1370","1360","60550","57790"
"In post","2022","Cabinet Office","London","SCS level","Female","255","250","92730","83870"
"In post","2022","Cabinet Office","London","SCS level","Male","345","345","104630","94860"
"In post","2022","Cabinet Office","London","SEO/HEO","Female","1505","1490","34090","34550"
