"Status","Year","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","1980","1830","32810","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","LGBO","95","95","30590","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Undeclared","200","180","32940","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Unknown","420","375","33210","29290"
"In post","2022","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","1395","1365","34880","30750"
"In post","2022","Bedfordshire and Hertfordshire","Male","LGBO","80","80","33670","29290"
"In post","2022","Bedfordshire and Hertfordshire","Male","Undeclared","195","185","34390","32530"
"In post","2022","Bedfordshire and Hertfordshire","Male","Unknown","325","315","33550","30130"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","3495","3230","32300","28840"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","215","210","30580","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","435","400","32530","29510"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","750","680","31360","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","3260","3180","34960","32040"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","155","150","34960","32040"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","450","435","36830","35000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","780","755","34750","30820"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Female","Heterosexual / straight","1800","1660","31370","28840"
"In post","2022","Cheshire","Female","LGBO","135","130","32020","29060"
"In post","2022","Cheshire","Female","Undeclared","190","175","30540","27570"
"In post","2022","Cheshire","Female","Unknown","375","330","27920","25500"
"In post","2022","Cheshire","Male","Heterosexual / straight","1315","1285","34180","31990"
"In post","2022","Cheshire","Male","LGBO","85","85","31590","28840"
"In post","2022","Cheshire","Male","Undeclared","170","165","33140","31650"
"In post","2022","Cheshire","Male","Unknown","320","300","31450","29320"
"In post","2022","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Female","Heterosexual / straight","695","615","27660","27570"
"In post","2022","Cornwall and Isles of Scilly","Female","LGBO","35","30","28770","27570"
"In post","2022","Cornwall and Isles of Scilly","Female","Undeclared","85","75","27140","26940"
"In post","2022","Cornwall and Isles of Scilly","Female","Unknown","160","140","25690","21260"
"In post","2022","Cornwall and Isles of Scilly","Male","Heterosexual / straight","560","540","28540","26670"
"In post","2022","Cornwall and Isles of Scilly","Male","LGBO","30","30","25950","23090"
"In post","2022","Cornwall and Isles of Scilly","Male","Undeclared","90","85","29060","26780"
"In post","2022","Cornwall and Isles of Scilly","Male","Unknown","115","110","27570","26520"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Female","Heterosexual / straight","830","730","28350","25640"
"In post","2022","Cumbria","Female","LGBO","40","35","29610","26680"
"In post","2022","Cumbria","Female","Undeclared","85","75","28250","24920"
"In post","2022","Cumbria","Female","Unknown","390","335","24880","21300"
"In post","2022","Cumbria","Male","Heterosexual / straight","600","585","31960","27570"
"In post","2022","Cumbria","Male","LGBO","45","40","28830","26580"
"In post","2022","Cumbria","Male","Undeclared","90","85","32960","27930"
"In post","2022","Cumbria","Male","Unknown","240","240","27120","24610"
"In post","2022","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","5245","4750","31860","27570"
"In post","2022","Derbyshire and Nottinghamshire","Female","LGBO","340","325","30930","27570"
"In post","2022","Derbyshire and Nottinghamshire","Female","Undeclared","640","575","31890","27570"
"In post","2022","Derbyshire and Nottinghamshire","Female","Unknown","1550","1380","28910","26820"
"In post","2022","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","3800","3685","33630","28990"
"In post","2022","Derbyshire and Nottinghamshire","Male","LGBO","265","260","31490","27570"
"In post","2022","Derbyshire and Nottinghamshire","Male","Undeclared","495","470","34200","31710"
"In post","2022","Derbyshire and Nottinghamshire","Male","Unknown","1365","1310","30640","27130"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Female","Heterosexual / straight","3185","2805","30880","27570"
"In post","2022","Devon","Female","LGBO","205","190","29280","27570"
"In post","2022","Devon","Female","Undeclared","425","370","32280","27570"
"In post","2022","Devon","Female","Unknown","710","595","26210","23170"
"In post","2022","Devon","Male","Heterosexual / straight","3340","3220","34520","31650"
"In post","2022","Devon","Male","LGBO","190","185","30900","27570"
"In post","2022","Devon","Male","Undeclared","575","545","36040","36160"
"In post","2022","Devon","Male","Unknown","690","660","29330","27130"
"In post","2022","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Female","Heterosexual / straight","1865","1680","29530","27570"
"In post","2022","Dorset and Somerset","Female","LGBO","110","105","28320","27130"
"In post","2022","Dorset and Somerset","Female","Undeclared","245","220","29810","27570"
"In post","2022","Dorset and Somerset","Female","Unknown","425","365","28360","27130"
"In post","2022","Dorset and Somerset","Male","Heterosexual / straight","1985","1920","31700","28890"
"In post","2022","Dorset and Somerset","Male","LGBO","85","80","30610","27570"
"In post","2022","Dorset and Somerset","Male","Undeclared","290","280","31810","30380"
"In post","2022","Dorset and Somerset","Male","Unknown","455","440","31370","27570"
"In post","2022","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Female","Heterosexual / straight","4700","4245","29260","27370"
"In post","2022","East Anglia","Female","LGBO","245","235","27900","26140"
"In post","2022","East Anglia","Female","Undeclared","590","535","30370","27570"
"In post","2022","East Anglia","Female","Unknown","1090","950","28910","26820"
"In post","2022","East Anglia","Male","Heterosexual / straight","4350","4210","31960","29270"
"In post","2022","East Anglia","Male","LGBO","200","195","30230","27570"
"In post","2022","East Anglia","Male","Undeclared","675","640","32330","31550"
"In post","2022","East Anglia","Male","Unknown","1065","1015","31650","28370"
"In post","2022","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Female","Heterosexual / straight","7935","7275","33770","29750"
"In post","2022","East Wales","Female","LGBO","490","475","31420","27570"
"In post","2022","East Wales","Female","Undeclared","780","715","34000","29430"
"In post","2022","East Wales","Female","Unknown","2085","1855","29250","26590"
"In post","2022","East Wales","Male","Heterosexual / straight","6120","5955","35820","30950"
"In post","2022","East Wales","Male","LGBO","530","520","33770","30210"
"In post","2022","East Wales","Male","Undeclared","965","925","35540","31570"
"In post","2022","East Wales","Male","Unknown","1945","1880","33250","28920"
"In post","2022","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","1770","1550","27880","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Female","LGBO","110","105","27220","26230"
"In post","2022","East Yorkshire and Northern Lincolnshire","Female","Undeclared","235","205","27450","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Female","Unknown","425","375","26560","26120"
"In post","2022","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","1710","1635","29620","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Male","LGBO","80","75","27880","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Male","Undeclared","245","235","30300","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Male","Unknown","380","355","28380","26930"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Female","Heterosexual / straight","6920","6410","36330","31060"
"In post","2022","Eastern Scotland","Female","LGBO","480","465","33610","30040"
"In post","2022","Eastern Scotland","Female","Undeclared","530","485","35380","28950"
"In post","2022","Eastern Scotland","Female","Unknown","3470","3170","32700","27570"
"In post","2022","Eastern Scotland","Male","Heterosexual / straight","5300","5155","37580","33370"
"In post","2022","Eastern Scotland","Male","LGBO","515","505","36190","31540"
"In post","2022","Eastern Scotland","Male","Undeclared","515","495","36930","31990"
"In post","2022","Eastern Scotland","Male","Unknown","3260","3125","34400","31540"
"In post","2022","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Female","Heterosexual / straight","2150","1935","30720","29290"
"In post","2022","Essex","Female","LGBO","120","120","29640","29290"
"In post","2022","Essex","Female","Undeclared","280","250","29640","28200"
"In post","2022","Essex","Female","Unknown","595","525","30320","27000"
"In post","2022","Essex","Male","Heterosexual / straight","1475","1415","32680","29290"
"In post","2022","Essex","Male","LGBO","75","75","33290","29290"
"In post","2022","Essex","Male","Undeclared","210","200","33300","29290"
"In post","2022","Essex","Male","Unknown","405","385","30490","28990"
"In post","2022","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","9950","9170","34360","31700"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","575","555","32220","28880"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","1255","1145","35490","33300"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","2410","2200","34590","29590"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","10850","10635","38810","35990"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","540","530","35070","31990"
