"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","Heterosexual / straight","225","210","37340","30130"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Nottingham","Unknown","55","50","41660","40760"
"In post","2022","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","Heterosexual / straight","155","145","42100","40000"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Heart of Essex","Unknown","35","30","44030","38120"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","Heterosexual / straight","140","125","42640","40000"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Hertfordshire CC","Unknown","35","30","47590","53050"
"In post","2022","Attorney General's Departments","East of England","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","Heterosexual / straight","60","55","34710","25790"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Suffolk CC","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Croydon","Heterosexual / straight","40","35","36220","31180"
"In post","2022","Attorney General's Departments","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Croydon","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Redbridge and Waltham Forest","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","London","Westminster","Heterosexual / straight","3215","3040","49320","51250"
"In post","2022","Attorney General's Departments","London","Westminster","LGBO","265","255","50640","51250"
"In post","2022","Attorney General's Departments","London","Westminster","Undeclared","255","245","52200","53050"
"In post","2022","Attorney General's Departments","London","Westminster","Unknown","925","845","53110","55690"
"In post","2022","Attorney General's Departments","North East (England)","Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","Heterosexual / straight","60","55","38510","32520"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","Heterosexual / straight","185","170","39740","38000"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","LGBO","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","Tyneside","Unknown","50","45","39000","33610"
"In post","2022","Attorney General's Departments","North West (England)","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","Heterosexual / straight","285","275","36600","30130"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","Unknown","75","70","39880","34050"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","Heterosexual / straight","295","270","39970","34480"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","LGBO","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","Unknown","50","45","41760","34480"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","Heterosexual / straight","120","115","39480","38180"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","Unknown","50","45","42060","38000"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","Heterosexual / straight","90","85","41480","35020"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","Unknown","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","Heterosexual / straight","90","85","41960","35020"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","Heterosexual / straight","80","75","37010","30110"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","Unknown","40","35","43550","35020"
"In post","2022","Attorney General's Departments","South East (England)","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","Heterosexual / straight","85","80","42290","32570"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","Heterosexual / straight","125","115","41670","37890"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","LGBO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","Heterosexual / straight","45","40","44510","40800"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","Heterosexual / straight","120","115","41430","38470"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","Unknown","35","30","49240","51380"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","Heterosexual / straight","80","80","39190","34480"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","170","160","40540","38180"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
