"Status","Year","Age","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Commercial","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Devon","Male","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Inner London - West","Male","[c]","[c]","[c]","[c]"
