"Status","Year","Disability","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mid Kent","Heterosexual / straight","35","35","31530","30810"
"In post","2022","Undeclared","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mid Kent","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Mid Kent","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Mid Lancashire","Heterosexual / straight","165","155","27750","24920"
"In post","2022","Undeclared","Mid Lancashire","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Mid Lancashire","Undeclared","160","145","30320","27130"
"In post","2022","Undeclared","Mid Lancashire","Unknown","60","55","27620","27570"
"In post","2022","Undeclared","Mid Ulster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mid Ulster","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Milton Keynes","Heterosexual / straight","45","40","32050","27870"
"In post","2022","Undeclared","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Milton Keynes","Undeclared","55","55","36410","33380"
"In post","2022","Undeclared","Milton Keynes","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Monmouthshire and Newport","Heterosexual / straight","75","70","32760","30210"
"In post","2022","Undeclared","Monmouthshire and Newport","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Monmouthshire and Newport","Undeclared","30","30","37500","31180"
"In post","2022","Undeclared","Monmouthshire and Newport","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Na h-Eileanan Siar","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","Undeclared","15","10","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","North Hampshire","Heterosexual / straight","40","40","34880","27570"
"In post","2022","Undeclared","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Hampshire","Undeclared","30","30","36660","31920"
"In post","2022","Undeclared","North Lanarkshire","Heterosexual / straight","30","30","27720","24450"
"In post","2022","Undeclared","North Lanarkshire","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","North Lanarkshire","Undeclared","45","35","26280","22080"
"In post","2022","Undeclared","North Lanarkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","North Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","North Nottinghamshire","Heterosexual / straight","50","45","30160","27700"
"In post","2022","Undeclared","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Nottinghamshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","North Nottinghamshire","Unknown","30","25","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire CC","Heterosexual / straight","70","65","27810","26670"
"In post","2022","Undeclared","North Yorkshire CC","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire CC","Undeclared","70","70","32010","28890"
"In post","2022","Undeclared","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Norwich and East Norfolk","Heterosexual / straight","45","40","27360","27120"
"In post","2022","Undeclared","Norwich and East Norfolk","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Norwich and East Norfolk","Undeclared","35","35","34790","27570"
"In post","2022","Undeclared","Norwich and East Norfolk","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Nottingham","Heterosexual / straight","185","170","32630","27570"
"In post","2022","Undeclared","Nottingham","LGBO","30","25","[c]","[c]"
"In post","2022","Undeclared","Nottingham","Undeclared","200","185","34670","33370"
"In post","2022","Undeclared","Nottingham","Unknown","40","35","29470","27570"
"In post","2022","Undeclared","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Heterosexual / straight","55","50","46790","41500"
"In post","2022","Undeclared","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Overseas","Undeclared","95","95","46850","41960"
"In post","2022","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Oxfordshire CC","Heterosexual / straight","110","105","32080","31680"
"In post","2022","Undeclared","Oxfordshire CC","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Oxfordshire CC","Undeclared","70","65","34600","33520"
"In post","2022","Undeclared","Oxfordshire CC","Unknown","40","35","32280","34250"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Peterborough","Heterosexual / straight","45","40","30650","26670"
"In post","2022","Undeclared","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Peterborough","Undeclared","45","40","31160","27750"
"In post","2022","Undeclared","Peterborough","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Plymouth","Heterosexual / straight","100","95","29300","27130"
"In post","2022","Undeclared","Plymouth","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Plymouth","Undeclared","80","75","35450","35000"
"In post","2022","Undeclared","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Portsmouth","Heterosexual / straight","100","95","30370","26670"
"In post","2022","Undeclared","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Portsmouth","Undeclared","145","140","34810","33300"
"In post","2022","Undeclared","Portsmouth","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Powys","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Powys","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Sandwell","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Undeclared","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Sandwell","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Sandwell","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Scottish Borders","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Sefton","Heterosexual / straight","100","95","33190","27570"
"In post","2022","Undeclared","Sefton","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Sefton","Undeclared","100","90","34700","33370"
"In post","2022","Undeclared","Sefton","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Sheffield","Heterosexual / straight","155","140","34300","30830"
"In post","2022","Undeclared","Sheffield","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Sheffield","Undeclared","135","130","34630","31990"
"In post","2022","Undeclared","Sheffield","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Shetland Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shropshire","Heterosexual / straight","55","50","30610","29670"
"In post","2022","Undeclared","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shropshire","Undeclared","30","30","30340","29670"
"In post","2022","Undeclared","Shropshire","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Solihull","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Solihull","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Solihull","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Somerset CC","Heterosexual / straight","70","65","31650","28980"
"In post","2022","Undeclared","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Somerset CC","Undeclared","75","70","33350","33290"
"In post","2022","Undeclared","Somerset CC","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","South and West Derbyshire","Heterosexual / straight","65","60","31440","30450"
"In post","2022","Undeclared","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South and West Derbyshire","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","South and West Derbyshire","Unknown","30","25","[c]","[c]"
"In post","2022","Undeclared","South Ayrshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Ayrshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","South Hampshire","Heterosexual / straight","95","80","26590","23880"
"In post","2022","Undeclared","South Hampshire","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","South Hampshire","Undeclared","55","50","32520","33300"
"In post","2022","Undeclared","South Hampshire","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","South Lanarkshire","Heterosexual / straight","45","45","31030","27570"
"In post","2022","Undeclared","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Lanarkshire","Undeclared","55","45","31770","26820"
"In post","2022","Undeclared","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Nottinghamshire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Undeclared","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Nottinghamshire","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","South Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","South Teesside","Heterosexual / straight","30","30","24880","22220"
"In post","2022","Undeclared","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South Teesside","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","South Teesside","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","South West Wales","Heterosexual / straight","40","40","29400","27370"
"In post","2022","Undeclared","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South West Wales","Undeclared","35","30","31950","27570"
"In post","2022","Undeclared","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Southampton","Heterosexual / straight","35","30","33680","30130"
"In post","2022","Undeclared","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Southampton","Undeclared","30","30","35770","27810"
"In post","2022","Undeclared","Southampton","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Southend-on-Sea","Heterosexual / straight","30","25","29760","29100"
"In post","2022","Undeclared","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Southend-on-Sea","Undeclared","35","30","33990","33370"
"In post","2022","Undeclared","Southend-on-Sea","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Staffordshire CC","Heterosexual / straight","185","170","31520","27930"
"In post","2022","Undeclared","Staffordshire CC","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Staffordshire CC","Undeclared","125","125","31970","28150"
"In post","2022","Undeclared","Staffordshire CC","Unknown","55","50","28300","31650"
"In post","2022","Undeclared","Stoke-on-Trent","Heterosexual / straight","30","30","22100","21110"
"In post","2022","Undeclared","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Stoke-on-Trent","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Stoke-on-Trent","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Suffolk CC","Heterosexual / straight","150","140","30360","29730"
"In post","2022","Undeclared","Suffolk CC","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Suffolk CC","Undeclared","130","120","29430","28920"
"In post","2022","Undeclared","Suffolk CC","Unknown","55","50","30330","30230"
"In post","2022","Undeclared","Sunderland","Heterosexual / straight","80","70","25770","26820"
"In post","2022","Undeclared","Sunderland","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Sunderland","Undeclared","80","65","26250","22080"
"In post","2022","Undeclared","Sunderland","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Swansea","Heterosexual / straight","290","260","27900","21840"
"In post","2022","Undeclared","Swansea","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Swansea","Undeclared","290","260","29170","26130"
"In post","2022","Undeclared","Swansea","Unknown","40","30","29590","31650"
"In post","2022","Undeclared","Swindon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Swindon","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Telford and Wrekin","Heterosexual / straight","50","45","31460","27570"
"In post","2022","Undeclared","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Telford and Wrekin","Undeclared","55","55","35370","33680"
"In post","2022","Undeclared","Telford and Wrekin","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Thurrock","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Thurrock","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Torbay","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Tower Hamlets","Heterosexual / straight","120","115","44750","41580"
"In post","2022","Undeclared","Tower Hamlets","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Tower Hamlets","Undeclared","90","85","51830","50960"
"In post","2022","Undeclared","Tower Hamlets","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Tyneside","Heterosexual / straight","365","340","30660","26820"
"In post","2022","Undeclared","Tyneside","LGBO","45","40","27770","27570"
"In post","2022","Undeclared","Tyneside","Undeclared","330","315","33990","31570"
"In post","2022","Undeclared","Tyneside","Unknown","75","70","28810","26120"
"In post","2022","Undeclared","Unknown","Heterosexual / straight","30","30","39110","31060"
"In post","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wakefield","Heterosexual / straight","95","85","30700","31650"
"In post","2022","Undeclared","Wakefield","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Wakefield","Undeclared","60","55","33520","31650"
"In post","2022","Undeclared","Wakefield","Unknown","40","35","30400","31650"
"In post","2022","Undeclared","Walsall","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Walsall","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Walsall","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Walsall","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Wandsworth","Heterosexual / straight","40","35","34510","35240"
"In post","2022","Undeclared","Wandsworth","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Wandsworth","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","Wandsworth","Unknown","55","50","32250","31530"
"In post","2022","Undeclared","Warrington","Heterosexual / straight","75","70","30860","29760"
"In post","2022","Undeclared","Warrington","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Warrington","Undeclared","40","40","34050","31990"
"In post","2022","Undeclared","Warrington","Unknown","45","45","31090","31650"
"In post","2022","Undeclared","Warwickshire CC","Heterosexual / straight","40","40","27360","26780"
"In post","2022","Undeclared","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Warwickshire CC","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Warwickshire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","West Cumbria","Heterosexual / straight","30","30","29290","27570"
"In post","2022","Undeclared","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Cumbria","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","West Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","West Essex","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Essex","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Northamptonshire","Heterosexual / straight","40","40","26730","25160"
"In post","2022","Undeclared","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Northamptonshire","Undeclared","35","30","29010","29200"
"In post","2022","Undeclared","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Surrey","Heterosexual / straight","75","70","33420","30700"
"In post","2022","Undeclared","West Surrey","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","West Surrey","Undeclared","55","55","39980","34750"
"In post","2022","Undeclared","West Surrey","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","West Sussex (North East)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Sussex (North East)","Undeclared","45","40","30680","28350"
"In post","2022","Undeclared","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Sussex (South West)","Heterosexual / straight","35","35","29440","27570"
"In post","2022","Undeclared","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Sussex (South West)","Undeclared","50","50","33640","32390"
"In post","2022","Undeclared","West Sussex (South West)","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Westminster","Heterosexual / straight","1255","1230","47400","42620"
"In post","2022","Undeclared","Westminster","LGBO","175","175","45750","41360"
"In post","2022","Undeclared","Westminster","Undeclared","1105","1085","49530","47420"
"In post","2022","Undeclared","Westminster","Unknown","130","125","49350","45200"
"In post","2022","Undeclared","Wiltshire","Heterosexual / straight","140","135","34300","33000"
"In post","2022","Undeclared","Wiltshire","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Wiltshire","Undeclared","125","120","35090","33300"
"In post","2022","Undeclared","Wiltshire","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Wirral","Heterosexual / straight","40","35","26780","25080"
"In post","2022","Undeclared","Wirral","LGBO","10","5","[c]","[c]"
"In post","2022","Undeclared","Wirral","Undeclared","30","25","30620","27570"
"In post","2022","Undeclared","Wirral","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Wolverhampton","Heterosexual / straight","30","30","27430","27570"
"In post","2022","Undeclared","Wolverhampton","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Wolverhampton","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Wolverhampton","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Worcestershire CC","Heterosexual / straight","130","125","31240","31650"
"In post","2022","Undeclared","Worcestershire CC","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Worcestershire CC","Undeclared","75","70","31000","28990"
"In post","2022","Undeclared","Worcestershire CC","Unknown","80","75","30920","31900"
"In post","2022","Undeclared","York","Heterosexual / straight","80","75","32670","31680"
"In post","2022","Undeclared","York","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","York","Undeclared","60","55","33770","33300"
"In post","2022","Undeclared","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","Heterosexual / straight","180","170","35310","35000"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","Unknown","420","395","32080","30040"
"In post","2022","Unknown","Angus and Dundee City","Heterosexual / straight","100","100","33480","27230"
"In post","2022","Unknown","Angus and Dundee City","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Angus and Dundee City","Unknown","325","305","26580","23780"
"In post","2022","Unknown","Antrim and Newtownabbey","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Unknown","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Antrim and Newtownabbey","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Ards and North Down","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ards and North Down","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Armagh City, Banbridge and Craigavon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Armagh City, Banbridge and Craigavon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barking & Dagenham and Havering","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barking & Dagenham and Havering","Unknown","35","30","31420","31060"
"In post","2022","Unknown","Barnet","Heterosexual / straight","130","120","43680","40070"
"In post","2022","Unknown","Barnet","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Barnet","Undeclared","40","40","56030","45160"
"In post","2022","Unknown","Barnet","Unknown","280","265","47940","41970"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","Unknown","225","215","25780","24430"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","745","715","38980","36740"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","45","45","33510","32710"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","125","120","41970","40580"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","760","730","34980","31180"
"In post","2022","Unknown","Bedford","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedford","Unknown","100","95","28450","27470"
"In post","2022","Unknown","Belfast","Heterosexual / straight","145","135","35630","33370"
"In post","2022","Unknown","Belfast","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Belfast","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Belfast","Unknown","755","720","27590","24880"
"In post","2022","Unknown","Berkshire","Heterosexual / straight","190","185","36540","37560"
"In post","2022","Unknown","Berkshire","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Berkshire","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Berkshire","Unknown","385","375","34110","29290"
"In post","2022","Unknown","Bexley and Greenwich","Heterosexual / straight","35","35","31560","32920"
"In post","2022","Unknown","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bexley and Greenwich","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Bexley and Greenwich","Unknown","220","215","29560","30460"
"In post","2022","Unknown","Birmingham","Heterosexual / straight","555","530","35200","33080"
"In post","2022","Unknown","Birmingham","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Birmingham","Undeclared","85","80","35150","32530"
"In post","2022","Unknown","Birmingham","Unknown","2075","1980","30270","26820"
