"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Finance","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO/HEO","HEO","140","135","33680","33370"
"In post","2022","Undeclared","Finance","SEO/HEO","SEO","150","145","41540","40520"
"In post","2022","Undeclared","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","EO","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Grants Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA/AO","AO","95","85","21710","21380"
"In post","2022","Undeclared","Human Resources","EO","EO","130","120","27520","27570"
"In post","2022","Undeclared","Human Resources","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6/G7","G7","75","75","54890","54830"
"In post","2022","Undeclared","Human Resources","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO/HEO","HEO","165","160","33500","33300"
"In post","2022","Undeclared","Human Resources","SEO/HEO","SEO","120","115","41880","41100"
"In post","2022","Undeclared","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6/G7","G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","EO","35","30","28210","27580"
"In post","2022","Undeclared","Legal","G6/G7","G6","70","65","70650","68860"
"In post","2022","Undeclared","Legal","G6/G7","G7","90","80","57580","55630"
"In post","2022","Undeclared","Legal","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO/HEO","HEO","45","40","34700","33840"
"In post","2022","Undeclared","Legal","SEO/HEO","SEO","35","30","48740","46250"
"In post","2022","Undeclared","No function","AA/AO","AA","1090","950","21680","21250"
"In post","2022","Undeclared","No function","AA/AO","AO","5535","4930","25720","23720"
"In post","2022","Undeclared","No function","EO","EO","4285","4000","28990","27570"
"In post","2022","Undeclared","No function","G6/G7","G6","320","315","68120","66230"
"In post","2022","Undeclared","No function","G6/G7","G7","810","790","55520","54290"
"In post","2022","Undeclared","No function","SCS level","SCS level","125","120","84750","79510"
"In post","2022","Undeclared","No function","SEO/HEO","HEO","2045","1955","34560","33840"
"In post","2022","Undeclared","No function","SEO/HEO","SEO","1095","1060","44070","41750"
"In post","2022","Undeclared","No function","Unknown","Unknown","765","710","31030","28690"
"In post","2022","Undeclared","Project Delivery","AA/AO","AO","30","30","22360","21300"
"In post","2022","Undeclared","Project Delivery","EO","EO","150","140","25360","26280"
"In post","2022","Undeclared","Project Delivery","G6/G7","G6","80","80","68780","67530"
"In post","2022","Undeclared","Project Delivery","G6/G7","G7","240","235","54150","54540"
"In post","2022","Undeclared","Project Delivery","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","HEO","335","315","32570","33140"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","SEO","425","410","40920","40580"
"In post","2022","Undeclared","Project Delivery","Unknown","Unknown","110","110","44020","41650"
"In post","2022","Undeclared","Property","AA/AO","AA","30","30","17840","17480"
"In post","2022","Undeclared","Property","AA/AO","AO","70","60","22640","22040"
"In post","2022","Undeclared","Property","EO","EO","140","135","26930","26950"
"In post","2022","Undeclared","Property","G6/G7","G6","30","30","66060","65370"
"In post","2022","Undeclared","Property","G6/G7","G7","75","70","56700","56170"
"In post","2022","Undeclared","Property","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","SEO/HEO","HEO","150","140","33950","33370"
"In post","2022","Undeclared","Property","SEO/HEO","SEO","140","135","43480","43870"
"In post","2022","Undeclared","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","AA/AO","AA","190","180","20500","19810"
"In post","2022","Undeclared","Security","AA/AO","AO","230","225","34100","39070"
"In post","2022","Undeclared","Security","EO","EO","125","125","35460","33240"
"In post","2022","Undeclared","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","G6/G7","G7","35","35","57520","55230"
"In post","2022","Undeclared","Security","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","SEO/HEO","HEO","165","160","37190","34770"
"In post","2022","Undeclared","Security","SEO/HEO","SEO","100","95","47440","44640"
"In post","2022","Undeclared","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA/AO","AA","210","200","19800","19050"
"In post","2022","Undeclared","Unknown","AA/AO","AO","700","645","22370","21680"
"In post","2022","Undeclared","Unknown","EO","EO","1055","975","27700","27370"
"In post","2022","Undeclared","Unknown","G6/G7","G6","110","105","72620","69660"
"In post","2022","Undeclared","Unknown","G6/G7","G7","270","265","57770","57530"
"In post","2022","Undeclared","Unknown","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","HEO","695","665","34400","33300"
"In post","2022","Undeclared","Unknown","SEO/HEO","SEO","450","435","42780","41970"
"In post","2022","Undeclared","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","AA/AO","AO","40","40","21520","21260"
"In post","2022","Unknown","Analysis","EO","EO","195","185","26380","26000"
"In post","2022","Unknown","Analysis","G6/G7","G6","135","130","69920","66230"
"In post","2022","Unknown","Analysis","G6/G7","G7","400","385","53980","53360"
"In post","2022","Unknown","Analysis","SCS level","SCS level","30","30","94910","83260"
"In post","2022","Unknown","Analysis","SEO/HEO","HEO","575","565","32550","31800"
"In post","2022","Unknown","Analysis","SEO/HEO","SEO","410","400","39700","38340"
"In post","2022","Unknown","Commercial","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","AA/AO","AO","70","65","24070","23330"
"In post","2022","Unknown","Commercial","EO","EO","170","165","26670","26350"
"In post","2022","Unknown","Commercial","G6/G7","G6","345","340","75900","73320"
"In post","2022","Unknown","Commercial","G6/G7","G7","935","925","59170","56720"
"In post","2022","Unknown","Commercial","SCS level","SCS level","160","155","110680","111370"
"In post","2022","Unknown","Commercial","SEO/HEO","HEO","245","235","32270","31770"
"In post","2022","Unknown","Commercial","SEO/HEO","SEO","420","410","39860","40050"
"In post","2022","Unknown","Commercial","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","AA/AO","AO","125","115","21900","21250"
"In post","2022","Unknown","Communications","EO","EO","1185","1150","26860","26820"
"In post","2022","Unknown","Communications","G6/G7","G6","115","110","67030","66230"
"In post","2022","Unknown","Communications","G6/G7","G7","230","225","54560","54270"
"In post","2022","Unknown","Communications","SCS level","SCS level","35","35","92180","89680"
"In post","2022","Unknown","Communications","SEO/HEO","HEO","610","595","33670","33370"
"In post","2022","Unknown","Communications","SEO/HEO","SEO","305","300","41470","40600"
"In post","2022","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA/AO","AO","315","280","22260","21260"
"In post","2022","Unknown","Counter Fraud","EO","EO","1160","1105","28030","26820"
"In post","2022","Unknown","Counter Fraud","G6/G7","G6","45","45","68890","67910"
"In post","2022","Unknown","Counter Fraud","G6/G7","G7","155","145","56280","55210"
"In post","2022","Unknown","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","HEO","780","755","34670","33370"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","SEO","265","260","41510","40520"
"In post","2022","Unknown","Debt","AA/AO","AO","1165","1070","21670","21250"
"In post","2022","Unknown","Debt","EO","EO","205","195","27940","26820"
"In post","2022","Unknown","Debt","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Debt","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","AA/AO","AA","25","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","AA/AO","AO","155","150","22230","21380"
"In post","2022","Unknown","Digital, Data & Technology","EO","EO","735","720","27850","27130"
"In post","2022","Unknown","Digital, Data & Technology","G6/G7","G6","230","230","68690","67040"
"In post","2022","Unknown","Digital, Data & Technology","G6/G7","G7","895","880","55190","54700"
"In post","2022","Unknown","Digital, Data & Technology","SCS level","SCS level","60","60","97030","90100"
"In post","2022","Unknown","Digital, Data & Technology","SEO/HEO","HEO","1010","995","33820","33370"
"In post","2022","Unknown","Digital, Data & Technology","SEO/HEO","SEO","1070","1055","41300","40520"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","AA/AO","AA","30","20","[c]","[c]"
"In post","2022","Unknown","Finance","AA/AO","AO","395","345","21890","21250"
"In post","2022","Unknown","Finance","EO","EO","365","355","26500","26590"
"In post","2022","Unknown","Finance","G6/G7","G6","110","105","67800","67090"
"In post","2022","Unknown","Finance","G6/G7","G7","305","300","54470","53420"
"In post","2022","Unknown","Finance","SCS level","SCS level","55","55","87460","80640"
"In post","2022","Unknown","Finance","SEO/HEO","HEO","445","440","33050","33000"
"In post","2022","Unknown","Finance","SEO/HEO","SEO","450","445","41040","40650"
"In post","2022","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","AA/AO","AA","25","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","AA/AO","AO","280","255","21960","21250"
"In post","2022","Unknown","Human Resources","EO","EO","420","405","27370","26820"
"In post","2022","Unknown","Human Resources","G6/G7","G6","75","75","66260","66230"
"In post","2022","Unknown","Human Resources","G6/G7","G7","175","170","54390","54540"
"In post","2022","Unknown","Human Resources","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","HEO","430","410","33730","33080"
"In post","2022","Unknown","Human Resources","SEO/HEO","SEO","215","210","40530","40520"
"In post","2022","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","G7","10","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Legal","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","AA/AO","AO","420","395","23110","23720"
"In post","2022","Unknown","Legal","EO","EO","420","395","27600","26970"
"In post","2022","Unknown","Legal","G6/G7","G6","245","225","70320","70210"
"In post","2022","Unknown","Legal","G6/G7","G7","860","805","54580","53050"
"In post","2022","Unknown","Legal","SCS level","SCS level","50","50","94120","82720"
"In post","2022","Unknown","Legal","SEO/HEO","HEO","265","255","35910","35980"
"In post","2022","Unknown","Legal","SEO/HEO","SEO","110","105","42410","41420"
"In post","2022","Unknown","No function","AA/AO","AA","2150","1870","20770","20890"
"In post","2022","Unknown","No function","AA/AO","AO","14895","13755","23090","21840"
"In post","2022","Unknown","No function","EO","EO","10660","10190","29660","28200"
"In post","2022","Unknown","No function","G6/G7","G6","1230","1190","67820","66230"
"In post","2022","Unknown","No function","G6/G7","G7","3180","3105","54480","53620"
"In post","2022","Unknown","No function","SCS level","SCS level","700","675","96250","89300"
"In post","2022","Unknown","No function","SEO/HEO","HEO","8145","7925","33720","33080"
"In post","2022","Unknown","No function","SEO/HEO","SEO","3500","3370","41750","40600"
"In post","2022","Unknown","No function","Unknown","Unknown","3425","3090","27710","25780"
"In post","2022","Unknown","Project Delivery","AA/AO","AO","75","70","22480","22080"
"In post","2022","Unknown","Project Delivery","EO","EO","535","510","24460","25770"
"In post","2022","Unknown","Project Delivery","G6/G7","G6","350","340","67440","67370"
"In post","2022","Unknown","Project Delivery","G6/G7","G7","870","850","54530","54540"
"In post","2022","Unknown","Project Delivery","SCS level","SCS level","75","75","93180","85380"
"In post","2022","Unknown","Project Delivery","SEO/HEO","HEO","845","810","33440","33370"
"In post","2022","Unknown","Project Delivery","SEO/HEO","SEO","860","830","40980","40520"
"In post","2022","Unknown","Project Delivery","Unknown","Unknown","190","185","40550","37450"
"In post","2022","Unknown","Property","AA/AO","AA","235","225","19110","19010"
"In post","2022","Unknown","Property","AA/AO","AO","410","395","23780","22010"
"In post","2022","Unknown","Property","EO","EO","395","385","26860","26350"
"In post","2022","Unknown","Property","G6/G7","G6","65","65","66120","65070"
"In post","2022","Unknown","Property","G6/G7","G7","150","150","53410","53420"
"In post","2022","Unknown","Property","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Property","SEO/HEO","HEO","320","315","33280","33000"
"In post","2022","Unknown","Property","SEO/HEO","SEO","245","240","42440","42000"
"In post","2022","Unknown","Security","AA/AO","AA","525","515","21250","20310"
"In post","2022","Unknown","Security","AA/AO","AO","955","945","32610","34200"
"In post","2022","Unknown","Security","EO","EO","260","250","30760","27500"
"In post","2022","Unknown","Security","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Unknown","Security","G6/G7","G7","85","80","55460","54960"
"In post","2022","Unknown","Security","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","HEO","245","235","35190","33630"
"In post","2022","Unknown","Security","SEO/HEO","SEO","125","125","43250","42470"
"In post","2022","Unknown","Security","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AA","1190","1125","21240","21050"
"In post","2022","Unknown","Unknown","AA/AO","AO","2225","2145","22880","21680"
"In post","2022","Unknown","Unknown","EO","EO","4185","4005","27450","27230"
"In post","2022","Unknown","Unknown","G6/G7","G6","665","635","73400","75340"
"In post","2022","Unknown","Unknown","G6/G7","G7","1490","1445","57540","57430"
"In post","2022","Unknown","Unknown","SCS level","SCS level","165","160","94100","84710"
"In post","2022","Unknown","Unknown","SEO/HEO","HEO","2395","2335","35130","35050"
"In post","2022","Unknown","Unknown","SEO/HEO","SEO","1835","1775","43580","42170"
"In post","2022","Unknown","Unknown","Unknown","Unknown","2000","1995","37350","34160"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","AO","30","[c]","21490","21260"
"Leaver CS","2022","Declared disabled","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","G7","30","[c]","57120","55610"
"Leaver CS","2022","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","AA/AO","AA","180","[c]","19100","19100"
"Leaver CS","2022","Declared disabled","No function","AA/AO","AO","935","[c]","21460","21260"
"Leaver CS","2022","Declared disabled","No function","EO","EO","845","[c]","27900","27570"
"Leaver CS","2022","Declared disabled","No function","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","G6/G7","G7","85","[c]","55250","54270"
"Leaver CS","2022","Declared disabled","No function","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","SEO/HEO","HEO","215","[c]","33480","33210"
"Leaver CS","2022","Declared disabled","No function","SEO/HEO","SEO","135","[c]","41950","40230"
"Leaver CS","2022","Declared disabled","No function","Unknown","Unknown","245","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","HEO","30","[c]","33020","33170"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","AO","30","[c]","32150","39070"
"Leaver CS","2022","Declared disabled","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","AA","70","[c]","19840","19560"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","AO","410","[c]","21870","21380"
"Leaver CS","2022","Declared disabled","Unknown","EO","EO","275","[c]","27520","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
