"Status","Year","Age","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","35","35","21100","21050"
"In post","2022","16-19","Declared non-disabled","Asian","90","85","23020","21260"
"In post","2022","16-19","Declared non-disabled","Black","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","525","515","21840","21260"
"In post","2022","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","475","455","21520","21250"
"In post","2022","16-19","Unknown","White","55","55","21770","21660"
"In post","2022","20-29","Declared disabled","Asian","400","390","30380","27570"
"In post","2022","20-29","Declared disabled","Black","210","210","30630","30730"
"In post","2022","20-29","Declared disabled","Mixed","255","250","30090","27910"
"In post","2022","20-29","Declared disabled","Other ethnicity","55","55","31860","31060"
"In post","2022","20-29","Declared disabled","Undeclared","95","95","29730","27570"
"In post","2022","20-29","Declared disabled","Unknown","130","130","29100","27570"
"In post","2022","20-29","Declared disabled","White","4635","4550","29410","27570"
"In post","2022","20-29","Declared non-disabled","Asian","5545","5435","29640","27570"
"In post","2022","20-29","Declared non-disabled","Black","1850","1825","30310","29290"
"In post","2022","20-29","Declared non-disabled","Mixed","1840","1805","31130","28690"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","385","375","31660","30270"
"In post","2022","20-29","Declared non-disabled","Undeclared","610","600","31120","29180"
"In post","2022","20-29","Declared non-disabled","Unknown","1235","1210","27540","26030"
"In post","2022","20-29","Declared non-disabled","White","38920","38455","29750","27570"
"In post","2022","20-29","Undeclared","Asian","225","220","30690","29930"
"In post","2022","20-29","Undeclared","Black","75","70","31710","31060"
"In post","2022","20-29","Undeclared","Mixed","85","85","30830","29290"
"In post","2022","20-29","Undeclared","Other ethnicity","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","430","425","32470","31060"
"In post","2022","20-29","Undeclared","Unknown","80","80","30850","30050"
"In post","2022","20-29","Undeclared","White","1525","1505","30210","27570"
"In post","2022","20-29","Unknown","Asian","745","730","30900","28840"
"In post","2022","20-29","Unknown","Black","235","235","32040","30280"
"In post","2022","20-29","Unknown","Mixed","250","245","33640","32660"
"In post","2022","20-29","Unknown","Other ethnicity","65","65","33450","30480"
"In post","2022","20-29","Unknown","Undeclared","210","205","32660","32190"
"In post","2022","20-29","Unknown","Unknown","19825","19550","29030","27230"
"In post","2022","20-29","Unknown","White","4645","4600","31500","29550"
"In post","2022","30-39","Declared disabled","Asian","590","560","33640","30820"
"In post","2022","30-39","Declared disabled","Black","325","310","34490","31060"
"In post","2022","30-39","Declared disabled","Mixed","320","305","34820","31060"
"In post","2022","30-39","Declared disabled","Other ethnicity","55","55","39660","36220"
"In post","2022","30-39","Declared disabled","Undeclared","250","240","33630","29430"
"In post","2022","30-39","Declared disabled","Unknown","235","225","33560","30450"
"In post","2022","30-39","Declared disabled","White","7130","6770","33470","29330"
"In post","2022","30-39","Declared non-disabled","Asian","7475","7075","34030","30750"
"In post","2022","30-39","Declared non-disabled","Black","2815","2725","32920","31060"
"In post","2022","30-39","Declared non-disabled","Mixed","1930","1850","37280","33300"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","480","465","37900","33210"
"In post","2022","30-39","Declared non-disabled","Undeclared","1545","1475","35480","31900"
"In post","2022","30-39","Declared non-disabled","Unknown","2170","2010","32060","27570"
"In post","2022","30-39","Declared non-disabled","White","56980","54145","35440","31540"
"In post","2022","30-39","Undeclared","Asian","400","375","33250","28990"
"In post","2022","30-39","Undeclared","Black","120","115","33670","31060"
"In post","2022","30-39","Undeclared","Mixed","120","115","35110","31060"
"In post","2022","30-39","Undeclared","Other ethnicity","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","1235","1205","37590","33370"
"In post","2022","30-39","Undeclared","Unknown","225","215","34260","31180"
"In post","2022","30-39","Undeclared","White","3040","2880","33710","30450"
"In post","2022","30-39","Unknown","Asian","755","735","37460","33370"
"In post","2022","30-39","Unknown","Black","270","260","36750","33810"
"In post","2022","30-39","Unknown","Mixed","240","235","40890","37370"
"In post","2022","30-39","Unknown","Other ethnicity","60","60","38810","36500"
"In post","2022","30-39","Unknown","Undeclared","415","400","37640","35000"
"In post","2022","30-39","Unknown","Unknown","16520","15900","34710","30750"
"In post","2022","30-39","Unknown","White","5795","5575","37610","35000"
"In post","2022","40-49","Declared disabled","Asian","940","855","32850","29290"
"In post","2022","40-49","Declared disabled","Black","395","375","33430","31060"
"In post","2022","40-49","Declared disabled","Mixed","345","325","36030","31060"
"In post","2022","40-49","Declared disabled","Other ethnicity","100","95","36200","31650"
"In post","2022","40-49","Declared disabled","Undeclared","480","455","32460","28770"
"In post","2022","40-49","Declared disabled","Unknown","240","225","34780","31210"
"In post","2022","40-49","Declared disabled","White","9975","9255","33810","28430"
"In post","2022","40-49","Declared non-disabled","Asian","6940","6395","35500","30820"
"In post","2022","40-49","Declared non-disabled","Black","3040","2930","34540","31060"
"In post","2022","40-49","Declared non-disabled","Mixed","1365","1290","39910","34340"
"In post","2022","40-49","Declared non-disabled","Other ethnicity","460","435","38320","33210"
"In post","2022","40-49","Declared non-disabled","Undeclared","2110","1985","35630","31060"
"In post","2022","40-49","Declared non-disabled","Unknown","2295","2105","34700","29280"
"In post","2022","40-49","Declared non-disabled","White","63055","59145","37910","32740"
"In post","2022","40-49","Undeclared","Asian","370","340","34580","30500"
"In post","2022","40-49","Undeclared","Black","170","160","35190","31650"
"In post","2022","40-49","Undeclared","Mixed","95","90","37870","32520"
"In post","2022","40-49","Undeclared","Other ethnicity","30","30","44860","40130"
"In post","2022","40-49","Undeclared","Undeclared","1735","1670","37990","33370"
"In post","2022","40-49","Undeclared","Unknown","275","255","34050","31650"
"In post","2022","40-49","Undeclared","White","3770","3570","34500","31650"
"In post","2022","40-49","Unknown","Asian","740","705","40860","36740"
"In post","2022","40-49","Unknown","Black","240","230","40400","37610"
"In post","2022","40-49","Unknown","Mixed","110","105","42900","40000"
"In post","2022","40-49","Unknown","Other ethnicity","45","45","44740","40170"
"In post","2022","40-49","Unknown","Undeclared","505","490","42200","38280"
"In post","2022","40-49","Unknown","Unknown","10850","10315","38270","32690"
"In post","2022","40-49","Unknown","White","5810","5505","40470","36840"
"In post","2022","50-59","Declared disabled","Asian","860","790","33060","29470"
"In post","2022","50-59","Declared disabled","Black","830","780","33440","31020"
"In post","2022","50-59","Declared disabled","Mixed","340","325","35230","31060"
"In post","2022","50-59","Declared disabled","Other ethnicity","130","125","35030","31590"
"In post","2022","50-59","Declared disabled","Undeclared","920","855","32940","28950"
"In post","2022","50-59","Declared disabled","Unknown","460","425","33420","29820"
"In post","2022","50-59","Declared disabled","White","15870","14675","32510","27570"
"In post","2022","50-59","Declared non-disabled","Asian","4515","4235","34080","29750"
"In post","2022","50-59","Declared non-disabled","Black","4115","3985","34160","31060"
"In post","2022","50-59","Declared non-disabled","Mixed","1115","1055","36770","31740"
"In post","2022","50-59","Declared non-disabled","Other ethnicity","400","380","37600","31880"
"In post","2022","50-59","Declared non-disabled","Undeclared","3365","3145","34310","30030"
"In post","2022","50-59","Declared non-disabled","Unknown","2435","2270","34520","28310"
"In post","2022","50-59","Declared non-disabled","White","79720","74940","36020","30870"
"In post","2022","50-59","Undeclared","Asian","255","235","34220","31020"
"In post","2022","50-59","Undeclared","Black","295","280","32990","31300"
"In post","2022","50-59","Undeclared","Mixed","100","95","36770","31650"
"In post","2022","50-59","Undeclared","Other ethnicity","40","40","35420","31650"
"In post","2022","50-59","Undeclared","Undeclared","2770","2650","36520","33300"
"In post","2022","50-59","Undeclared","Unknown","390","360","33400","31650"
"In post","2022","50-59","Undeclared","White","5940","5610","33180","31650"
"In post","2022","50-59","Unknown","Asian","440","420","40560","33440"
"In post","2022","50-59","Unknown","Black","265","260","39730","33390"
"In post","2022","50-59","Unknown","Mixed","95","90","41910","37960"
"In post","2022","50-59","Unknown","Other ethnicity","45","45","50830","44320"
"In post","2022","50-59","Unknown","Undeclared","620","590","39680","35000"
"In post","2022","50-59","Unknown","Unknown","9955","9380","37090","31740"
"In post","2022","50-59","Unknown","White","6765","6375","38980","35000"
"In post","2022","60-64","Declared disabled","Asian","250","215","30750","27710"
"In post","2022","60-64","Declared disabled","Black","245","225","30950","29290"
"In post","2022","60-64","Declared disabled","Mixed","100","80","30910","28030"
"In post","2022","60-64","Declared disabled","Other ethnicity","30","30","32030","27570"
"In post","2022","60-64","Declared disabled","Undeclared","270","225","31220","27570"
"In post","2022","60-64","Declared disabled","Unknown","155","120","32100","28580"
"In post","2022","60-64","Declared disabled","White","5075","4095","29770","27570"
"In post","2022","60-64","Declared non-disabled","Asian","1180","1015","32010","28780"
