"Status","Year","Ethnicity","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Aberdeen City and Aberdeenshire","Female","15","15","[c]","[c]"
"In post","2022","Asian","Aberdeen City and Aberdeenshire","Male","20","20","[c]","[c]"
"In post","2022","Asian","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Angus and Dundee City","Female","30","25","[c]","[c]"
"In post","2022","Asian","Angus and Dundee City","Male","20","20","[c]","[c]"
"In post","2022","Asian","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Barking & Dagenham and Havering","Female","100","90","30750","31060"
"In post","2022","Asian","Barking & Dagenham and Havering","Male","70","70","31410","31060"
"In post","2022","Asian","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Barnet","Female","300","275","37040","31880"
"In post","2022","Asian","Barnet","Male","155","150","40350","37840"
"In post","2022","Asian","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Barnsley, Doncaster and Rotherham","Female","15","15","[c]","[c]"
"In post","2022","Asian","Barnsley, Doncaster and Rotherham","Male","20","15","[c]","[c]"
"In post","2022","Asian","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","160","145","33830","31600"
"In post","2022","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","240","240","37280","34690"
"In post","2022","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedford","Female","60","55","27120","27570"
"In post","2022","Asian","Bedford","Male","30","25","[c]","[c]"
"In post","2022","Asian","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Belfast","Female","10","5","[c]","[c]"
"In post","2022","Asian","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire","Female","210","185","30050","29290"
"In post","2022","Asian","Berkshire","Male","105","105","31320","29290"
"In post","2022","Asian","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bexley and Greenwich","Female","65","55","29930","30170"
"In post","2022","Asian","Bexley and Greenwich","Male","50","50","32550","31060"
"In post","2022","Asian","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Birmingham","Female","1650","1495","27730","26290"
"In post","2022","Asian","Birmingham","Male","1385","1350","29050","27570"
"In post","2022","Asian","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Blackburn with Darwen","Female","65","50","25160","24800"
"In post","2022","Asian","Blackburn with Darwen","Male","70","65","27350","27570"
"In post","2022","Asian","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Blackpool","Female","40","35","29480","27570"
"In post","2022","Asian","Blackpool","Male","90","90","29840","27570"
"In post","2022","Asian","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Female","10","5","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bradford","Female","420","355","24600","21260"
"In post","2022","Asian","Bradford","Male","410","390","24600","21260"
"In post","2022","Asian","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brent","Female","105","90","30400","31060"
"In post","2022","Asian","Brent","Male","40","40","32440","31060"
"In post","2022","Asian","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
