"Status","Year","Age","Disability","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Nottingham","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Suffolk CC","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Barnet","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Westminster","55","55","25050","24750"
"In post","2022","16-19","Declared non-disabled","North East (England)","Durham","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Tyneside","25","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Blackpool","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Greater Manchester South West","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Liverpool","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Manchester","15","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Mid Lancashire","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","City of Edinburgh","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","East Ayrshire and North Ayrshire mainland","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Glasgow City","20","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Milton Keynes","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","South Hampshire","15","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","45","45","19550","19460"
"In post","2022","16-19","Declared non-disabled","South West (England)","Bristol, City of","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Plymouth","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Wiltshire","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Swansea","30","25","19380","18310"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Birmingham","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Staffordshire CC","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Bradford","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Leeds","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Croydon","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Haringey and Islington","[c]","[c]","[c]","[c]"
