"Status","Year","Age","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Devon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon","Unknown","Male","10","10","[c]","[c]"
"In post","2022","16-19","Dorset and Somerset","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Dorset and Somerset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Anglia","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","16-19","East Anglia","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","East Anglia","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Anglia","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Wales","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","East Wales","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","16-19","East Wales","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","East Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Essex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","25","25","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","70","70","18680","18030"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","16-19","Greater Manchester","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","16-19","Greater Manchester","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Greater Manchester","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Inner London - East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Inner London - West","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Inner London - West","EO","Female","25","25","[c]","[c]"
"In post","2022","16-19","Inner London - West","EO","Male","30","30","25830","25170"
"In post","2022","16-19","Inner London - West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","Kent","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Lancashire","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AA/AO","Female","30","30","[c]","[c]"
"In post","2022","16-19","Merseyside","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","16-19","Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - South","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","16-19","West Central Scotland","AA/AO","Male","25","20","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","West Midlands","AA/AO","Male","20","15","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","AA/AO","Female","45","35","19290","18310"
"In post","2022","16-19","West Wales and The Valleys","AA/AO","Male","35","30","19520","18310"
"In post","2022","16-19","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA/AO","Male","35","35","21350","21250"
"In post","2022","16-19","West Yorkshire","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","West Yorkshire","EO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA/AO","Female","155","155","25350","24250"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA/AO","Male","135","135","26560","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Female","130","125","28330","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","Male","95","95","28080","27850"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO/HEO","Female","50","50","35880","37000"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO/HEO","Male","50","50","36720","37000"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Female","65","65","25700","24800"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","315","305","25090","25000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","400","395","26540","26610"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","220","215","28270","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","140","140","28730","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","120","120","34270","32780"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","80","80","34130","33390"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","140","140","25430","24270"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","50","50","22970","23840"
"In post","2022","20-29","Cheshire","AA/AO","Female","175","170","22660","21690"
"In post","2022","20-29","Cheshire","AA/AO","Male","125","125","23070","22170"
"In post","2022","20-29","Cheshire","EO","Female","150","150","29760","28840"
"In post","2022","20-29","Cheshire","EO","Male","100","100","29380","28840"
"In post","2022","20-29","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","SEO/HEO","Female","50","50","34210","33300"
"In post","2022","20-29","Cheshire","SEO/HEO","Male","30","30","34650","33000"
"In post","2022","20-29","Cheshire","Unknown","Female","30","30","25110","24590"
"In post","2022","20-29","Cheshire","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA/AO","Female","50","45","21210","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA/AO","Male","40","35","21600","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AA/AO","Female","80","80","21730","21300"
"In post","2022","20-29","Cumbria","AA/AO","Male","65","65","22540","21300"
"In post","2022","20-29","Cumbria","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Cumbria","EO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Cumbria","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cumbria","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","Unknown","Male","25","25","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AA/AO","Female","440","425","22100","21260"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AA/AO","Male","420","415","22990","21300"
"In post","2022","20-29","Derbyshire and Nottinghamshire","EO","Female","385","375","26460","26590"
"In post","2022","20-29","Derbyshire and Nottinghamshire","EO","Male","305","300","26920","26820"
"In post","2022","20-29","Derbyshire and Nottinghamshire","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","SEO/HEO","Female","265","265","33260","33080"
"In post","2022","20-29","Derbyshire and Nottinghamshire","SEO/HEO","Male","230","230","33530","33370"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Unknown","Female","100","100","25740","23630"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Unknown","Male","15","15","[c]","[c]"
"In post","2022","20-29","Devon","AA/AO","Female","255","245","21780","21300"
"In post","2022","20-29","Devon","AA/AO","Male","250","250","22720","22040"
"In post","2022","20-29","Devon","EO","Female","145","140","26600","27130"
"In post","2022","20-29","Devon","EO","Male","145","145","26720","27130"
"In post","2022","20-29","Devon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Devon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Devon","SEO/HEO","Female","100","100","33060","31660"
"In post","2022","20-29","Devon","SEO/HEO","Male","95","95","35370","34060"
"In post","2022","20-29","Devon","Unknown","Female","50","45","25880","23860"
"In post","2022","20-29","Devon","Unknown","Male","35","35","24090","23630"
"In post","2022","20-29","Dorset and Somerset","AA/AO","Female","140","135","22370","21260"
"In post","2022","20-29","Dorset and Somerset","AA/AO","Male","145","145","23030","21680"
"In post","2022","20-29","Dorset and Somerset","EO","Female","80","75","26560","26740"
"In post","2022","20-29","Dorset and Somerset","EO","Male","80","80","26840","26740"
"In post","2022","20-29","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","SEO/HEO","Female","30","30","33660","33290"
"In post","2022","20-29","Dorset and Somerset","SEO/HEO","Male","55","55","33700","33290"
"In post","2022","20-29","Dorset and Somerset","Unknown","Female","50","50","24520","23170"
"In post","2022","20-29","Dorset and Somerset","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","East Anglia","AA/AO","Female","385","370","23030","21680"
"In post","2022","20-29","East Anglia","AA/AO","Male","460","455","24990","24340"
"In post","2022","20-29","East Anglia","EO","Female","235","230","26300","26350"
"In post","2022","20-29","East Anglia","EO","Male","175","175","26780","26680"
"In post","2022","20-29","East Anglia","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","20-29","East Anglia","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Anglia","SEO/HEO","Female","140","135","32360","31250"
"In post","2022","20-29","East Anglia","SEO/HEO","Male","105","105","33040","33000"
"In post","2022","20-29","East Anglia","Unknown","Female","130","125","24960","24270"
"In post","2022","20-29","East Anglia","Unknown","Male","30","30","21480","19080"
"In post","2022","20-29","East Wales","AA/AO","Female","635","615","21710","21250"
"In post","2022","20-29","East Wales","AA/AO","Male","655","645","22010","21250"
"In post","2022","20-29","East Wales","EO","Female","520","515","26130","26590"
"In post","2022","20-29","East Wales","EO","Male","465","465","26620","26820"
"In post","2022","20-29","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","G6/G7","Female","55","55","52380","50210"
"In post","2022","20-29","East Wales","G6/G7","Male","45","45","52590","50430"
"In post","2022","20-29","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","SEO/HEO","Female","575","570","33490","32000"
"In post","2022","20-29","East Wales","SEO/HEO","Male","455","455","34100","33080"
"In post","2022","20-29","East Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","Unknown","Female","95","95","24290","23170"
"In post","2022","20-29","East Wales","Unknown","Male","20","20","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","Female","220","215","22760","21900"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","Male","270","265","23820","23140"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","EO","Female","70","70","26990","27130"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","EO","Male","60","60","27060","27570"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Unknown","Female","50","50","24270","23170"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Eastern Scotland","AA/AO","Female","810","780","22430","21640"
"In post","2022","20-29","Eastern Scotland","AA/AO","Male","635","625","22570","21640"
"In post","2022","20-29","Eastern Scotland","EO","Female","590","580","28340","27570"
"In post","2022","20-29","Eastern Scotland","EO","Male","365","360","28210","27230"
"In post","2022","20-29","Eastern Scotland","G6/G7","Female","60","60","52700","49860"
"In post","2022","20-29","Eastern Scotland","G6/G7","Male","40","40","53590","53480"
"In post","2022","20-29","Eastern Scotland","SEO/HEO","Female","505","500","35010","33080"
"In post","2022","20-29","Eastern Scotland","SEO/HEO","Male","350","350","35850","33790"
"In post","2022","20-29","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Essex","AA/AO","Female","145","145","23490","23770"
"In post","2022","20-29","Essex","AA/AO","Male","125","125","24720","24250"
"In post","2022","20-29","Essex","EO","Female","130","125","28210","29290"
"In post","2022","20-29","Essex","EO","Male","95","95","27800","28440"
"In post","2022","20-29","Essex","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","20-29","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Essex","SEO/HEO","Female","40","40","34590","33080"
"In post","2022","20-29","Essex","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","20-29","Essex","Unknown","Female","95","90","25190","24090"
"In post","2022","20-29","Essex","Unknown","Male","20","20","[c]","[c]"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","525","505","21720","21250"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","370","370","22180","21260"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","790","775","25180","25850"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","855","850","25080","26050"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","70","70","51810","50170"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","50","50","51380","49780"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","1060","1045","32130","31600"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","1285","1280","32180","31600"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","245","240","27170","25210"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","290","290","28370","27540"
"In post","2022","20-29","Greater Manchester","AA/AO","Female","580","565","21660","21250"
"In post","2022","20-29","Greater Manchester","AA/AO","Male","525","520","21700","21250"
