"Status","Year","Ethnicity","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","London","25","25","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","London","10","10","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","North West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","South East (England)","40","35","31260","29010"
"In post","2022","Asian","Animal and Plant Health Agency","South West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Wales","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","London","435","425","47140","41820"
"In post","2022","Asian","Cabinet Office (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","South East (England)","10","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Wales","25","25","[c]","[c]"
"In post","2022","Asian","Companies House","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","110","110","48930","42290"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
