"Status","Year","Function_of_post","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","South East (England)","Outside London","LGBO","30","30","37960","27660"
"In post","2022","Legal","South East (England)","Outside London","Undeclared","35","35","45120","53050"
"In post","2022","Legal","South East (England)","Outside London","Unknown","165","150","46500","53050"
"In post","2022","Legal","South West (England)","Outside London","Heterosexual / straight","350","325","42890","45150"
"In post","2022","Legal","South West (England)","Outside London","LGBO","30","25","[c]","[c]"
"In post","2022","Legal","South West (England)","Outside London","Undeclared","40","40","47300","48080"
"In post","2022","Legal","South West (England)","Outside London","Unknown","100","90","49190","53850"
"In post","2022","Legal","Wales","Outside London","Heterosexual / straight","330","315","41080","41420"
"In post","2022","Legal","Wales","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Legal","Wales","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Legal","Wales","Outside London","Unknown","115","105","44510","48830"
"In post","2022","Legal","West Midlands (England)","Outside London","Heterosexual / straight","480","455","41100","38960"
"In post","2022","Legal","West Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Outside London","Unknown","160","145","43470","48080"
"In post","2022","Legal","Yorkshire and The Humber","Outside London","Heterosexual / straight","615","575","41240","38000"
"In post","2022","Legal","Yorkshire and The Humber","Outside London","LGBO","40","40","35030","29120"
"In post","2022","Legal","Yorkshire and The Humber","Outside London","Undeclared","35","35","34160","29520"
"In post","2022","Legal","Yorkshire and The Humber","Outside London","Unknown","255","225","42540","37780"
"In post","2022","No function","East Midlands (England)","Outside London","Heterosexual / straight","10815","10010","29720","27570"
"In post","2022","No function","East Midlands (England)","Outside London","LGBO","695","670","29060","27570"
"In post","2022","No function","East Midlands (England)","Outside London","Undeclared","1395","1270","30660","27570"
"In post","2022","No function","East Midlands (England)","Outside London","Unknown","3000","2715","27640","26800"
"In post","2022","No function","East of England","Outside London","Heterosexual / straight","9545","8865","30490","28200"
"In post","2022","No function","East of England","Outside London","LGBO","560","545","29520","27570"
"In post","2022","No function","East of England","Outside London","Undeclared","1165","1065","31470","29090"
"In post","2022","No function","East of England","Outside London","Unknown","2370","2130","29370","27570"
"In post","2022","No function","London","London","Heterosexual / straight","33970","32760","42380","36850"
"In post","2022","No function","London","London","LGBO","3115","3060","43600","38750"
"In post","2022","No function","London","London","Undeclared","4620","4425","42690","37560"
"In post","2022","No function","London","London","Unknown","11215","10765","39390","33390"
"In post","2022","No function","North East (England)","Outside London","Heterosexual / straight","13480","12105","27880","26590"
"In post","2022","No function","North East (England)","Outside London","LGBO","775","740","27840","25610"
"In post","2022","No function","North East (England)","Outside London","Undeclared","1435","1260","28040","26590"
"In post","2022","No function","North East (England)","Outside London","Unknown","4670","4025","25500","22080"
"In post","2022","No function","North West (England)","Outside London","Heterosexual / straight","25460","23490","29060","27570"
"In post","2022","No function","North West (England)","Outside London","LGBO","1805","1750","28610","27570"
"In post","2022","No function","North West (England)","Outside London","Undeclared","2915","2655","29140","27570"
"In post","2022","No function","North West (England)","Outside London","Unknown","9080","8185","26590","25120"
"In post","2022","No function","Northern Ireland","Outside London","Heterosexual / straight","1230","1160","32910","31460"
"In post","2022","No function","Northern Ireland","Outside London","LGBO","80","75","28220","26590"
"In post","2022","No function","Northern Ireland","Outside London","Undeclared","95","90","33010","33080"
"In post","2022","No function","Northern Ireland","Outside London","Unknown","640","600","26230","22080"
"In post","2022","No function","Overseas","Overseas","Heterosexual / straight","1275","1270","53210","53470"
"In post","2022","No function","Overseas","Overseas","LGBO","110","110","52660","53470"
"In post","2022","No function","Overseas","Overseas","Undeclared","175","175","51080","53470"
"In post","2022","No function","Overseas","Overseas","Unknown","195","195","54140","54240"
"In post","2022","No function","Scotland","Outside London","Heterosexual / straight","12360","11300","29610","27570"
"In post","2022","No function","Scotland","Outside London","LGBO","825","800","28350","27230"
"In post","2022","No function","Scotland","Outside London","Undeclared","1315","1185","29350","27570"
"In post","2022","No function","Scotland","Outside London","Unknown","7360","6685","28320","26900"
"In post","2022","No function","South East (England)","Outside London","Heterosexual / straight","14975","13705","30540","28140"
"In post","2022","No function","South East (England)","Outside London","LGBO","1135","1095","30470","28140"
"In post","2022","No function","South East (England)","Outside London","Undeclared","1865","1700","32120","29290"
"In post","2022","No function","South East (England)","Outside London","Unknown","4480","4055","31200","28140"
"In post","2022","No function","South West (England)","Outside London","Heterosexual / straight","11990","11010","31190","27570"
"In post","2022","No function","South West (England)","Outside London","LGBO","865","830","29780","27570"
"In post","2022","No function","South West (England)","Outside London","Undeclared","1575","1420","31630","27570"
"In post","2022","No function","South West (England)","Outside London","Unknown","4400","4035","32400","27570"
"In post","2022","No function","Unknown","Unknown","Heterosexual / straight","425","405","31800","29180"
"In post","2022","No function","Unknown","Unknown","LGBO","40","40","30530","27570"
"In post","2022","No function","Unknown","Unknown","Undeclared","65","60","31480","27570"
"In post","2022","No function","Unknown","Unknown","Unknown","360","345","31340","29250"
"In post","2022","No function","Wales","Outside London","Heterosexual / straight","13670","12530","27960","26310"
"In post","2022","No function","Wales","Outside London","LGBO","925","895","27310","25610"
"In post","2022","No function","Wales","Outside London","Undeclared","2405","2085","26340","22080"
"In post","2022","No function","Wales","Outside London","Unknown","4345","3900","26700","23170"
"In post","2022","No function","West Midlands (England)","Outside London","Heterosexual / straight","14900","13805","29880","27570"
"In post","2022","No function","West Midlands (England)","Outside London","LGBO","870","840","29290","27380"
"In post","2022","No function","West Midlands (England)","Outside London","Undeclared","1710","1555","29720","27570"
"In post","2022","No function","West Midlands (England)","Outside London","Unknown","4345","3920","27830","26610"
"In post","2022","No function","Yorkshire and The Humber","Outside London","Heterosexual / straight","14435","13270","30780","27570"
"In post","2022","No function","Yorkshire and The Humber","Outside London","LGBO","960","920","30510","27570"
"In post","2022","No function","Yorkshire and The Humber","Outside London","Undeclared","1810","1635","31280","27570"
"In post","2022","No function","Yorkshire and The Humber","Outside London","Unknown","4230","3865","28590","27260"
"In post","2022","Project Delivery","East Midlands (England)","Outside London","Heterosexual / straight","445","425","39350","37000"
"In post","2022","Project Delivery","East Midlands (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","Outside London","Undeclared","55","55","37690","36370"
"In post","2022","Project Delivery","East Midlands (England)","Outside London","Unknown","75","70","40560","37200"
"In post","2022","Project Delivery","East of England","Outside London","Heterosexual / straight","470","450","40810","39740"
"In post","2022","Project Delivery","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","East of England","Outside London","Undeclared","90","85","38190","36460"
"In post","2022","Project Delivery","East of England","Outside London","Unknown","100","95","39930","37640"
"In post","2022","Project Delivery","London","London","Heterosexual / straight","2815","2710","54140","53530"
"In post","2022","Project Delivery","London","London","LGBO","225","220","52600","51500"
"In post","2022","Project Delivery","London","London","Undeclared","300","285","55670","54100"
"In post","2022","Project Delivery","London","London","Unknown","1080","1035","49840","47240"
"In post","2022","Project Delivery","North East (England)","Outside London","Heterosexual / straight","875","835","42190","40520"
"In post","2022","Project Delivery","North East (England)","Outside London","LGBO","50","50","38740","39360"
"In post","2022","Project Delivery","North East (England)","Outside London","Undeclared","75","70","39550","39310"
"In post","2022","Project Delivery","North East (England)","Outside London","Unknown","255","240","40620","40180"
"In post","2022","Project Delivery","North West (England)","Outside London","Heterosexual / straight","1525","1450","40500","39850"
"In post","2022","Project Delivery","North West (England)","Outside London","LGBO","95","90","39350","37910"
"In post","2022","Project Delivery","North West (England)","Outside London","Undeclared","175","165","39610","36410"
"In post","2022","Project Delivery","North West (England)","Outside London","Unknown","385","370","38390","34290"
"In post","2022","Project Delivery","Northern Ireland","Outside London","Heterosexual / straight","65","60","42320","40180"
"In post","2022","Project Delivery","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Overseas","Heterosexual / straight","360","360","55770","55620"
"In post","2022","Project Delivery","Overseas","Overseas","LGBO","35","35","56020","53000"
"In post","2022","Project Delivery","Overseas","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Overseas","Unknown","175","175","54620","54840"
"In post","2022","Project Delivery","Scotland","Outside London","Heterosexual / straight","1100","1060","38780","33930"
"In post","2022","Project Delivery","Scotland","Outside London","LGBO","45","45","42280","40180"
"In post","2022","Project Delivery","Scotland","Outside London","Undeclared","115","110","38220","35110"
"In post","2022","Project Delivery","Scotland","Outside London","Unknown","235","225","37040","33930"
"In post","2022","Project Delivery","South East (England)","Outside London","Heterosexual / straight","1375","1315","37980","35350"
"In post","2022","Project Delivery","South East (England)","Outside London","LGBO","40","35","36980","34270"
"In post","2022","Project Delivery","South East (England)","Outside London","Undeclared","190","175","36360","34520"
"In post","2022","Project Delivery","South East (England)","Outside London","Unknown","405","375","38810","38070"
"In post","2022","Project Delivery","South West (England)","Outside London","Heterosexual / straight","8260","7980","39370","37640"
"In post","2022","Project Delivery","South West (England)","Outside London","LGBO","330","320","35470","33000"
"In post","2022","Project Delivery","South West (England)","Outside London","Undeclared","1120","1070","41960","40580"
"In post","2022","Project Delivery","South West (England)","Outside London","Unknown","1255","1205","38250","38070"
"In post","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wales","Outside London","Heterosexual / straight","465","440","43980","37940"
"In post","2022","Project Delivery","Wales","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Project Delivery","Wales","Outside London","Undeclared","45","45","39790","34290"
"In post","2022","Project Delivery","Wales","Outside London","Unknown","105","100","44020","40180"
"In post","2022","Project Delivery","West Midlands (England)","Outside London","Heterosexual / straight","650","630","38120","35900"
"In post","2022","Project Delivery","West Midlands (England)","Outside London","LGBO","40","40","41280","39790"
"In post","2022","Project Delivery","West Midlands (England)","Outside London","Undeclared","80","80","38600","39880"
"In post","2022","Project Delivery","West Midlands (England)","Outside London","Unknown","135","125","39480","40000"
"In post","2022","Project Delivery","Yorkshire and The Humber","Outside London","Heterosexual / straight","500","465","41050","36680"
"In post","2022","Project Delivery","Yorkshire and The Humber","Outside London","LGBO","40","40","40130","36190"
"In post","2022","Project Delivery","Yorkshire and The Humber","Outside London","Undeclared","60","55","40890","37650"
"In post","2022","Project Delivery","Yorkshire and The Humber","Outside London","Unknown","105","100","37870","34290"
"In post","2022","Property","East Midlands (England)","Outside London","Heterosexual / straight","365","345","38380","33630"
"In post","2022","Property","East Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Property","East Midlands (England)","Outside London","Undeclared","40","40","32790","31900"
"In post","2022","Property","East Midlands (England)","Outside London","Unknown","115","110","29720","26190"
"In post","2022","Property","East of England","Outside London","Heterosexual / straight","425","405","34910","33300"
"In post","2022","Property","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Property","East of England","Outside London","Undeclared","60","55","36670","33330"
"In post","2022","Property","East of England","Outside London","Unknown","105","105","30800","27000"
"In post","2022","Property","London","London","Heterosexual / straight","1120","1085","43600","38870"
"In post","2022","Property","London","London","LGBO","70","70","46230","41750"
"In post","2022","Property","London","London","Undeclared","165","160","45830","40650"
"In post","2022","Property","London","London","Unknown","335","325","39740","34810"
"In post","2022","Property","North East (England)","Outside London","Heterosexual / straight","470","450","32840","27570"
"In post","2022","Property","North East (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Property","North East (England)","Outside London","Undeclared","30","30","33290","28360"
"In post","2022","Property","North East (England)","Outside London","Unknown","250","235","26210","22040"
"In post","2022","Property","North West (England)","Outside London","Heterosexual / straight","505","485","39300","35310"
"In post","2022","Property","North West (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Property","North West (England)","Outside London","Undeclared","60","55","37990","34290"
"In post","2022","Property","North West (England)","Outside London","Unknown","125","120","32850","30050"
"In post","2022","Property","Northern Ireland","Outside London","Heterosexual / straight","70","70","29610","28470"
"In post","2022","Property","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Overseas","Overseas","Heterosexual / straight","125","125","38670","36460"
"In post","2022","Property","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","Property","Overseas","Overseas","Unknown","30","30","40350","41160"
"In post","2022","Property","Scotland","Outside London","Heterosexual / straight","315","305","33180","33000"
"In post","2022","Property","Scotland","Outside London","LGBO","10","5","[c]","[c]"
"In post","2022","Property","Scotland","Outside London","Undeclared","40","40","37080","33600"
"In post","2022","Property","Scotland","Outside London","Unknown","220","215","31870","29900"
"In post","2022","Property","South East (England)","Outside London","Heterosexual / straight","735","715","37210","33300"
"In post","2022","Property","South East (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Property","South East (England)","Outside London","Undeclared","110","105","36010","33380"
"In post","2022","Property","South East (England)","Outside London","Unknown","130","120","36040","35520"
"In post","2022","Property","South West (England)","Outside London","Heterosexual / straight","880","840","34430","33000"
"In post","2022","Property","South West (England)","Outside London","LGBO","45","45","29380","25900"
"In post","2022","Property","South West (England)","Outside London","Undeclared","100","95","35130","33300"
"In post","2022","Property","South West (England)","Outside London","Unknown","235","225","29970","25750"
"In post","2022","Property","Unknown","Unknown","Heterosexual / straight","30","30","43860","40720"
"In post","2022","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Wales","Outside London","Heterosexual / straight","360","340","35340","32890"
"In post","2022","Property","Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Property","Wales","Outside London","Undeclared","55","55","33700","31900"
"In post","2022","Property","Wales","Outside London","Unknown","90","80","31780","26880"
"In post","2022","Property","West Midlands (England)","Outside London","Heterosexual / straight","515","490","37900","33630"
"In post","2022","Property","West Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Property","West Midlands (England)","Outside London","Undeclared","60","55","37480","33090"
"In post","2022","Property","West Midlands (England)","Outside London","Unknown","105","100","38190","32000"
"In post","2022","Property","Yorkshire and The Humber","Outside London","Heterosexual / straight","635","605","38520","34000"
"In post","2022","Property","Yorkshire and The Humber","Outside London","LGBO","35","35","36710","33330"
"In post","2022","Property","Yorkshire and The Humber","Outside London","Undeclared","80","75","38820","36050"
"In post","2022","Property","Yorkshire and The Humber","Outside London","Unknown","125","115","33890","30450"
"In post","2022","Security","East Midlands (England)","Outside London","Heterosexual / straight","180","175","29810","27670"
"In post","2022","Security","East Midlands (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Outside London","Unknown","30","30","31770","31700"
"In post","2022","Security","East of England","Outside London","Heterosexual / straight","665","655","34090","33300"
"In post","2022","Security","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Security","East of England","Outside London","Undeclared","120","120","34860","33300"
"In post","2022","Security","East of England","Outside London","Unknown","95","90","31220","26710"
"In post","2022","Security","London","London","Heterosexual / straight","1320","1295","41080","37960"
"In post","2022","Security","London","London","LGBO","85","85","41520","37230"
"In post","2022","Security","London","London","Undeclared","215","210","45320","43440"
"In post","2022","Security","London","London","Unknown","325","320","39470","36730"
"In post","2022","Security","North East (England)","Outside London","Heterosexual / straight","80","80","34340","31180"
"In post","2022","Security","North East (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","North East (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Security","North West (England)","Outside London","Heterosexual / straight","250","240","29950","27250"
"In post","2022","Security","North West (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Security","North West (England)","Outside London","Undeclared","35","30","31630","29060"
"In post","2022","Security","North West (England)","Outside London","Unknown","60","60","33050","31990"
"In post","2022","Security","Northern Ireland","Outside London","Heterosexual / straight","325","320","21760","20560"
"In post","2022","Security","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2022","Security","Northern Ireland","Outside London","Unknown","50","50","23470","20560"
"In post","2022","Security","Overseas","Overseas","Heterosexual / straight","120","120","39480","34350"
"In post","2022","Security","Overseas","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Security","Scotland","Outside London","Heterosexual / straight","1055","1010","30660","26670"
"In post","2022","Security","Scotland","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Security","Scotland","Outside London","Undeclared","120","115","34400","39070"
"In post","2022","Security","Scotland","Outside London","Unknown","260","255","29760","26640"
"In post","2022","Security","South East (England)","Outside London","Heterosexual / straight","1385","1360","31670","28750"
"In post","2022","Security","South East (England)","Outside London","LGBO","70","70","30440","27680"
"In post","2022","Security","South East (England)","Outside London","Undeclared","200","195","34950","39070"
"In post","2022","Security","South East (England)","Outside London","Unknown","310","305","32850","30210"
"In post","2022","Security","South West (England)","Outside London","Heterosexual / straight","915","890","28460","25000"
"In post","2022","Security","South West (England)","Outside London","LGBO","50","50","29470","26750"
"In post","2022","Security","South West (England)","Outside London","Undeclared","150","145","31870","33300"
"In post","2022","Security","South West (England)","Outside London","Unknown","190","190","30170","26750"
"In post","2022","Security","Unknown","Unknown","Heterosexual / straight","85","80","30620","27370"
"In post","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Security","Wales","Outside London","Heterosexual / straight","230","225","26830","24720"
"In post","2022","Security","Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","Outside London","Undeclared","35","35","27970","24720"
"In post","2022","Security","Wales","Outside London","Unknown","50","50","33170","24720"
"In post","2022","Security","West Midlands (England)","Outside London","Heterosexual / straight","285","280","30690","26820"
"In post","2022","Security","West Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Security","West Midlands (England)","Outside London","Undeclared","45","45","36530","37330"
"In post","2022","Security","West Midlands (England)","Outside London","Unknown","55","55","31890","26820"
"In post","2022","Security","Yorkshire and The Humber","Outside London","Heterosexual / straight","630","605","31780","32000"
"In post","2022","Security","Yorkshire and The Humber","Outside London","LGBO","55","55","31940","33000"
"In post","2022","Security","Yorkshire and The Humber","Outside London","Undeclared","95","90","36010","39070"
"In post","2022","Security","Yorkshire and The Humber","Outside London","Unknown","220","210","30880","26670"
"In post","2022","Unknown","East Midlands (England)","Outside London","Heterosexual / straight","1065","1015","27970","24370"
"In post","2022","Unknown","East Midlands (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","East Midlands (England)","Outside London","Undeclared","150","140","29260","26250"
"In post","2022","Unknown","East Midlands (England)","Outside London","Unknown","145","140","30630","25660"
"In post","2022","Unknown","East of England","Outside London","Heterosexual / straight","2615","2445","28170","25310"
"In post","2022","Unknown","East of England","Outside London","LGBO","85","85","26480","24890"
"In post","2022","Unknown","East of England","Outside London","Undeclared","395","360","28200","26450"
"In post","2022","Unknown","East of England","Outside London","Unknown","375","350","27960","24880"
"In post","2022","Unknown","London","London","Heterosexual / straight","11625","11065","41000","35200"
"In post","2022","Unknown","London","London","LGBO","535","525","45660","41950"
"In post","2022","Unknown","London","London","Undeclared","1875","1770","40840","35200"
"In post","2022","Unknown","London","London","Unknown","2090","2055","40650","35050"
"In post","2022","Unknown","North East (England)","Outside London","Heterosexual / straight","1305","1165","26640","24880"
"In post","2022","Unknown","North East (England)","Outside London","LGBO","60","55","25770","24290"
"In post","2022","Unknown","North East (England)","Outside London","Undeclared","145","135","26910","25220"
"In post","2022","Unknown","North East (England)","Outside London","Unknown","175","170","28170","24880"
"In post","2022","Unknown","North West (England)","Outside London","Heterosexual / straight","6385","5960","28320","25040"
"In post","2022","Unknown","North West (England)","Outside London","LGBO","305","295","28330","25040"
"In post","2022","Unknown","North West (England)","Outside London","Undeclared","665","610","28220","25220"
"In post","2022","Unknown","North West (England)","Outside London","Unknown","790","765","29060","24880"
"In post","2022","Unknown","Northern Ireland","Outside London","Heterosexual / straight","750","700","26150","23500"
"In post","2022","Unknown","Northern Ireland","Outside London","LGBO","20","15","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Outside London","Undeclared","60","55","26100","23730"
"In post","2022","Unknown","Northern Ireland","Outside London","Unknown","115","110","27690","24880"
"In post","2022","Unknown","Overseas","Overseas","Heterosexual / straight","455","445","40350","33300"
"In post","2022","Unknown","Overseas","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","Undeclared","90","90","38610","32260"
"In post","2022","Unknown","Overseas","Overseas","Unknown","220","215","45560","43990"
"In post","2022","Unknown","Scotland","Outside London","Heterosexual / straight","10920","10480","39570","34600"
"In post","2022","Unknown","Scotland","Outside London","LGBO","905","885","37140","31540"
"In post","2022","Unknown","Scotland","Outside London","Undeclared","830","795","38870","33250"
"In post","2022","Unknown","Scotland","Outside London","Unknown","5125","4885","36660","31540"
"In post","2022","Unknown","South East (England)","Outside London","Heterosexual / straight","5845","5505","30370","26670"
"In post","2022","Unknown","South East (England)","Outside London","LGBO","205","195","29530","26670"
"In post","2022","Unknown","South East (England)","Outside London","Undeclared","1075","1005","31160","27370"
"In post","2022","Unknown","South East (England)","Outside London","Unknown","840","790","29230","24880"
"In post","2022","Unknown","South West (England)","Outside London","Heterosexual / straight","3205","3050","31090","26670"
"In post","2022","Unknown","South West (England)","Outside London","LGBO","80","80","34630","29300"
"In post","2022","Unknown","South West (England)","Outside London","Undeclared","485","460","31800","27370"
"In post","2022","Unknown","South West (England)","Outside London","Unknown","385","350","31440","26350"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","125","120","35270","33000"
"In post","2022","Unknown","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1795","1795","37620","34460"
"In post","2022","Unknown","Wales","Outside London","Heterosexual / straight","5740","5415","39510","38160"
"In post","2022","Unknown","Wales","Outside London","LGBO","280","275","40340","38160"
"In post","2022","Unknown","Wales","Outside London","Undeclared","795","750","40700","38160"
"In post","2022","Unknown","Wales","Outside London","Unknown","295","280","34770","27370"
"In post","2022","Unknown","West Midlands (England)","Outside London","Heterosexual / straight","1925","1825","29530","26670"
"In post","2022","Unknown","West Midlands (England)","Outside London","LGBO","65","60","28880","26670"
"In post","2022","Unknown","West Midlands (England)","Outside London","Undeclared","235","220","30580","27370"
"In post","2022","Unknown","West Midlands (England)","Outside London","Unknown","275","260","28460","24880"
"In post","2022","Unknown","Yorkshire and The Humber","Outside London","Heterosexual / straight","4240","3960","29270","25310"
"In post","2022","Unknown","Yorkshire and The Humber","Outside London","LGBO","210","200","29900","26800"
"In post","2022","Unknown","Yorkshire and The Humber","Outside London","Undeclared","510","485","29200","26160"
"In post","2022","Unknown","Yorkshire and The Humber","Outside London","Unknown","695","670","29140","24880"
"Leaver CS","2022","Analysis","East Midlands (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East of England","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East of England","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","London","Heterosexual / straight","140","[c]","40600","36390"
"Leaver CS","2022","Analysis","London","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","London","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","London","Unknown","55","[c]","43690","37290"
"Leaver CS","2022","Analysis","North East (England)","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South East (England)","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South East (England)","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South East (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Wales","Outside London","Heterosexual / straight","35","[c]","30260","29540"
