"Status","Year","Ethnicity","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Attorney General's Departments","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Heart of Essex","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Hertfordshire CC","25","20","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Leeds","45","40","45340","48080"
"In post","2022","Asian","Attorney General's Departments","Leicester","40","40","35470","28430"
"In post","2022","Asian","Attorney General's Departments","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Liverpool","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Manchester","25","25","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Nottingham","20","20","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Sheffield","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South Hampshire","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Tyneside","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Surrey","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Westminster","655","610","44980","50500"
"In post","2022","Asian","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","York","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Birmingham","30","30","33540","32000"
"In post","2022","Asian","Cabinet Office","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Camden and City of London","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Glasgow City","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Greater Manchester South West","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Leeds","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Liverpool","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Manchester","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Milton Keynes","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Tower Hamlets","125","125","50980","54700"
"In post","2022","Asian","Cabinet Office","Tyneside","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Westminster","320","315","46080","40600"
"In post","2022","Asian","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","York","10","10","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Camden and City of London","35","30","46430","36590"
"In post","2022","Asian","Chancellor's other departments","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Westminster","20","20","[c]","[c]"
"In post","2022","Asian","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Westminster","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Tower Hamlets","110","110","48930","42290"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Birmingham","120","115","30390","28560"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","30","30","30290","26100"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Croydon","10","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Devon CC","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Hackney and Newham","40","35","32430","29320"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Leeds","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Manchester","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","30","30","33350","31010"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Nottingham","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Somerset CC","[c]","[c]","[c]","[c]"
