"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","EO","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","EO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2022","Declared disabled","Aberdeen City and Aberdeenshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","AA/AO","Female","105","95","21680","21260"
"In post","2022","Declared disabled","Angus and Dundee City","AA/AO","Male","60","55","21430","21260"
"In post","2022","Declared disabled","Angus and Dundee City","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","EO","Female","60","55","27530","27570"
"In post","2022","Declared disabled","Angus and Dundee City","EO","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Angus and Dundee City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
