"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AA","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AA","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AO","Female","60","55","24570","23720"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AO","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","EO","Female","155","135","29230","29290"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","EO","Male","75","70","28750","29050"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G6","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G7","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","HEO","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Female","60","55","29290","28200"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","135","120","24390","22690"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","135","130","28280","26560"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","175","155","28410","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","120","115","30160","28840"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","100","90","34150","33700"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","65","65","35410","34640"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","40","40","41530","40800"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","45","45","44880","42580"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","90","85","31340","28590"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AO","Female","75","60","21940","21260"
"In post","2022","Declared disabled","Cheshire","AO","Male","45","40","24270","21960"
"In post","2022","Declared disabled","Cheshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Female","100","85","27950","27570"
"In post","2022","Declared disabled","Cheshire","EO","Male","70","65","28880","27570"
"In post","2022","Declared disabled","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","HEO","Female","35","35","33550","32280"
"In post","2022","Declared disabled","Cheshire","HEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO","Female","25","20","[c]","[c]"
