"Status","Year","Age","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Analysis","Female","20","20","[c]","[c]"
"In post","2022","16-19","Analysis","Male","15","15","[c]","[c]"
"In post","2022","16-19","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Female","15","15","[c]","[c]"
"In post","2022","16-19","Communications","Male","10","10","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","16-19","Debt","Female","30","30","21450","21250"
"In post","2022","16-19","Debt","Male","15","15","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Male","20","20","[c]","[c]"
"In post","2022","16-19","Finance","Female","15","15","[c]","[c]"
"In post","2022","16-19","Finance","Male","20","15","[c]","[c]"
"In post","2022","16-19","Grants Management","Female","5","5","[c]","[c]"
"In post","2022","16-19","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","16-19","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","16-19","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","16-19","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Female","25","25","[c]","[c]"
"In post","2022","16-19","Legal","Male","15","15","[c]","[c]"
"In post","2022","16-19","No function","Female","360","345","22150","21260"
"In post","2022","16-19","No function","Male","320","305","21860","21260"
"In post","2022","16-19","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","16-19","Project Delivery","Male","95","95","18350","17930"
"In post","2022","16-19","Property","Female","5","5","[c]","[c]"
"In post","2022","16-19","Property","Male","25","25","[c]","[c]"
"In post","2022","16-19","Security","Female","5","5","[c]","[c]"
"In post","2022","16-19","Security","Male","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Female","80","80","22340","21680"
"In post","2022","16-19","Unknown","Male","85","85","21120","21050"
"In post","2022","20-29","Analysis","Female","1430","1420","35590","33710"
"In post","2022","20-29","Analysis","Male","1570","1565","36340","33880"
"In post","2022","20-29","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Female","595","590","35420","33000"
"In post","2022","20-29","Commercial","Male","505","500","34720","32710"
"In post","2022","20-29","Communications","Female","1205","1195","31600","27500"
"In post","2022","20-29","Communications","Male","1020","1015","30440","26820"
"In post","2022","20-29","Counter Fraud","Female","1070","1050","29370","27570"
"In post","2022","20-29","Counter Fraud","Male","960","960","29400","27570"
"In post","2022","20-29","Debt","Female","665","630","22120","21250"
"In post","2022","20-29","Debt","Male","625","615","22420","21250"
"In post","2022","20-29","Digital, Data & Technology","Female","1295","1285","34120","32810"
"In post","2022","20-29","Digital, Data & Technology","Male","1935","1930","33390","32000"
"In post","2022","20-29","Finance","Female","880","865","32390","30090"
"In post","2022","20-29","Finance","Male","880","875","32720","30420"
"In post","2022","20-29","Grants Management","Female","205","200","22430","21300"
"In post","2022","20-29","Grants Management","Male","175","170","22450","21300"
"In post","2022","20-29","Human Resources","Female","1155","1140","30870","28310"
"In post","2022","20-29","Human Resources","Male","510","510","31550","28520"
"In post","2022","20-29","Internal Audit","Female","35","35","33780","33420"
"In post","2022","20-29","Internal Audit","Male","20","20","[c]","[c]"
"In post","2022","20-29","Legal","Female","1180","1170","31290","26970"
"In post","2022","20-29","Legal","Male","520","515","33040","27570"
"In post","2022","20-29","No function","Female","28690","28070","28680","27570"
"In post","2022","20-29","No function","Male","20280","20130","29240","27570"
"In post","2022","20-29","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Female","1665","1645","32450","31600"
"In post","2022","20-29","Project Delivery","Male","2115","2110","30880","29340"
"In post","2022","20-29","Property","Female","550","540","28780","26270"
"In post","2022","20-29","Property","Male","575","570","29470","27650"
"In post","2022","20-29","Security","Female","520","515","29520","27680"
"In post","2022","20-29","Security","Male","1005","1000","28060","26670"
"In post","2022","20-29","Unknown","Female","5920","5815","29740","27230"
"In post","2022","20-29","Unknown","Male","4810","4765","29600","27230"
"In post","2022","30-39","Analysis","Female","1125","1050","45570","42070"
"In post","2022","30-39","Analysis","Male","1220","1200","46240","43430"
"In post","2022","30-39","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Female","880","835","42850","39190"
"In post","2022","30-39","Commercial","Male","750","745","46270","41030"
"In post","2022","30-39","Communications","Female","1415","1340","37760","33370"
"In post","2022","30-39","Communications","Male","1295","1285","35110","33080"
"In post","2022","30-39","Counter Fraud","Female","1535","1435","31660","27570"
"In post","2022","30-39","Counter Fraud","Male","1630","1620","33830","31990"
"In post","2022","30-39","Debt","Female","725","620","23190","21260"
"In post","2022","30-39","Debt","Male","575","560","23100","21250"
"In post","2022","30-39","Digital, Data & Technology","Female","2065","1975","41090","38580"
"In post","2022","30-39","Digital, Data & Technology","Male","3200","3180","41990","39640"
"In post","2022","30-39","Finance","Female","1345","1250","38820","35310"
"In post","2022","30-39","Finance","Male","1165","1155","41960","39750"
"In post","2022","30-39","Grants Management","Female","265","230","24160","21300"
"In post","2022","30-39","Grants Management","Male","175","175","24080","21300"
"In post","2022","30-39","Human Resources","Female","1825","1710","36910","33080"
"In post","2022","30-39","Human Resources","Male","810","805","37170","33370"
"In post","2022","30-39","Internal Audit","Female","75","70","42010","40180"
"In post","2022","30-39","Internal Audit","Male","50","50","45370","42360"
"In post","2022","30-39","Legal","Female","1890","1760","46910","50500"
"In post","2022","30-39","Legal","Male","990","985","48180","50500"
"In post","2022","30-39","No function","Female","32975","30055","32150","27570"
"In post","2022","30-39","No function","Male","26400","26095","33570","29950"
"In post","2022","30-39","Project Delivery","Female","2900","2730","40950","38650"
"In post","2022","30-39","Project Delivery","Male","3125","3115","41620","40050"
"In post","2022","30-39","Property","Female","730","685","35510","33000"
"In post","2022","30-39","Property","Male","820","815","36590","33370"
"In post","2022","30-39","Security","Female","600","585","34690","33300"
"In post","2022","30-39","Security","Male","1475","1470","33830","33200"
"In post","2022","30-39","Unknown","Female","9465","8755","34690","30820"
"In post","2022","30-39","Unknown","Male","8040","7960","35340","30830"
"In post","2022","40-49","Analysis","Female","805","710","49220","47550"
"In post","2022","40-49","Analysis","Male","865","845","50910","49240"
"In post","2022","40-49","Commercial","Female","935","890","50470","43640"
"In post","2022","40-49","Commercial","Male","790","785","55360","50620"
"In post","2022","40-49","Communications","Female","1005","930","41180","36730"
"In post","2022","40-49","Communications","Male","895","890","38800","33370"
"In post","2022","40-49","Counter Fraud","Female","1980","1770","31960","28920"
"In post","2022","40-49","Counter Fraud","Male","1800","1780","34900","33080"
"In post","2022","40-49","Debt","Female","830","685","23890","21260"
"In post","2022","40-49","Debt","Male","475","460","24080","21260"
"In post","2022","40-49","Digital, Data & Technology","Female","2200","2080","42730","39750"
"In post","2022","40-49","Digital, Data & Technology","Male","3770","3745","45790","41100"
"In post","2022","40-49","Finance","Female","1775","1645","40410","36740"
"In post","2022","40-49","Finance","Male","1385","1370","45010","40520"
"In post","2022","40-49","Grants Management","Female","420","355","25650","24920"
"In post","2022","40-49","Grants Management","Male","265","265","25730","21300"
"In post","2022","40-49","Human Resources","Female","2060","1910","40150","36050"
"In post","2022","40-49","Human Resources","Male","880","875","41910","37300"
"In post","2022","40-49","Internal Audit","Female","105","100","45910","43710"
"In post","2022","40-49","Internal Audit","Male","80","80","49890","48780"
"In post","2022","40-49","Legal","Female","2265","1990","50410","53050"
"In post","2022","40-49","Legal","Male","1105","1090","51870","53050"
"In post","2022","40-49","No function","Female","35700","31755","32900","27570"
"In post","2022","40-49","No function","Male","24135","23730","35460","30840"
"In post","2022","40-49","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Female","3010","2805","44460","40520"
"In post","2022","40-49","Project Delivery","Male","3260","3235","46870","42770"
"In post","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Female","975","910","37270","33370"
"In post","2022","40-49","Property","Male","1125","1120","40290","37280"
"In post","2022","40-49","Security","Female","640","610","35870","33300"
"In post","2022","40-49","Security","Male","1545","1540","35520","36480"
"In post","2022","40-49","Unknown","Female","10605","9710","37350","31540"
"In post","2022","40-49","Unknown","Male","8805","8700","38440","32700"
"In post","2022","50-59","Analysis","Female","475","440","46460","40580"
"In post","2022","50-59","Analysis","Male","610","600","52330","48080"
"In post","2022","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Female","825","795","47820","42000"
"In post","2022","50-59","Commercial","Male","910","900","57910","50760"
"In post","2022","50-59","Communications","Female","755","710","38050","33370"
"In post","2022","50-59","Communications","Male","590","580","37960","33300"
"In post","2022","50-59","Counter Fraud","Female","3195","2900","31740","28920"
"In post","2022","50-59","Counter Fraud","Male","2625","2565","35430","33080"
"In post","2022","50-59","Debt","Female","1290","1100","24490","21680"
"In post","2022","50-59","Debt","Male","640","610","25520","22080"
"In post","2022","50-59","Digital, Data & Technology","Female","2160","2060","40840","37500"
"In post","2022","50-59","Digital, Data & Technology","Male","3785","3735","43950","40520"
"In post","2022","50-59","Finance","Female","2210","2045","37800","33710"
"In post","2022","50-59","Finance","Male","1605","1570","44120","40520"
"In post","2022","50-59","Grants Management","Female","320","285","26430","24920"
"In post","2022","50-59","Grants Management","Male","250","240","28630","25470"
"In post","2022","50-59","Human Resources","Female","2355","2230","39230","34370"
"In post","2022","50-59","Human Resources","Male","1095","1080","40730","36270"
"In post","2022","50-59","Internal Audit","Female","160","155","47370","43770"
"In post","2022","50-59","Internal Audit","Male","155","150","51510","49310"
"In post","2022","50-59","Legal","Female","2170","1970","47180","48080"
"In post","2022","50-59","Legal","Male","1285","1255","53340","55610"
"In post","2022","50-59","No function","Female","44560","39905","30640","27570"
"In post","2022","50-59","No function","Male","31115","30040","35010","31650"
"In post","2022","50-59","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Female","3395","3210","43130","40150"
"In post","2022","50-59","Project Delivery","Male","4465","4410","47320","42950"
"In post","2022","50-59","Property","Female","1395","1315","36110","33000"
"In post","2022","50-59","Property","Male","1895","1875","41230","38000"
"In post","2022","50-59","Security","Female","820","785","33170","31870"
"In post","2022","50-59","Security","Male","2815","2790","33800","33300"
"In post","2022","50-59","Unknown","Female","11635","10905","35010","29370"
"In post","2022","50-59","Unknown","Male","11485","11205","36920","31520"
"In post","2022","60-64","Analysis","Female","85","70","39630","36840"
"In post","2022","60-64","Analysis","Male","150","135","47350","43810"
"In post","2022","60-64","Commercial","Female","145","125","40780","39630"
"In post","2022","60-64","Commercial","Male","200","185","52530","45150"
"In post","2022","60-64","Communications","Female","140","120","34260","30950"
"In post","2022","60-64","Communications","Male","130","120","37950","33080"
"In post","2022","60-64","Counter Fraud","Female","945","695","29800","27570"
"In post","2022","60-64","Counter Fraud","Male","740","590","34130","29300"
"In post","2022","60-64","Debt","Female","485","365","24100","22080"
"In post","2022","60-64","Debt","Male","230","195","25060","22080"
"In post","2022","60-64","Digital, Data & Technology","Female","415","355","38000","33430"
"In post","2022","60-64","Digital, Data & Technology","Male","845","760","40760","37500"
"In post","2022","60-64","Finance","Female","525","430","32920","28920"
"In post","2022","60-64","Finance","Male","345","310","41850","39000"
"In post","2022","60-64","Grants Management","Female","100","80","23910","21300"
"In post","2022","60-64","Grants Management","Male","75","65","27190","21300"
"In post","2022","60-64","Human Resources","Female","560","460","35030","31700"
"In post","2022","60-64","Human Resources","Male","265","225","37160","33330"
"In post","2022","60-64","Internal Audit","Female","35","25","41920","42720"
"In post","2022","60-64","Internal Audit","Male","40","35","46420","44670"
"In post","2022","60-64","Legal","Female","430","360","44240","34740"
"In post","2022","60-64","Legal","Male","300","260","52580","55610"
"In post","2022","60-64","No function","Female","13665","10690","27880","26400"
"In post","2022","60-64","No function","Male","9280","7725","32800","28150"
"In post","2022","60-64","Project Delivery","Female","690","580","38510","34870"
"In post","2022","60-64","Project Delivery","Male","1260","1120","44270","41190"
"In post","2022","60-64","Property","Female","370","325","32100","27220"
"In post","2022","60-64","Property","Male","695","635","38170","34850"
"In post","2022","60-64","Security","Female","145","125","30130","26670"
"In post","2022","60-64","Security","Male","810","735","29480","23900"
"In post","2022","60-64","Unknown","Female","2885","2470","30810","25930"
"In post","2022","60-64","Unknown","Male","3580","3260","34410","29430"
"In post","2022","65+","Analysis","Female","30","25","37300","30190"
"In post","2022","65+","Analysis","Male","45","35","53660","47010"
"In post","2022","65+","Commercial","Female","30","25","[c]","[c]"
"In post","2022","65+","Commercial","Male","50","45","44750","41360"
"In post","2022","65+","Communications","Female","35","30","35120","28410"
"In post","2022","65+","Communications","Male","35","30","34710","33000"
