"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","235","220","37920","31080"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","60","55","42230","48080"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","120","105","40800","48080"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","140","125","42640","40000"
"In post","2022","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","Unknown","35","30","47590","53050"
"In post","2022","Attorney General's Departments","East of England","East Anglia","Heterosexual / straight","90","80","35560","28430"
"In post","2022","Attorney General's Departments","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","East Anglia","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","Essex","Heterosexual / straight","160","150","42090","40000"
