"Status","Year","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Surrey, East and West Sussex","LGBO","500","480","30550","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","Undeclared","905","825","32580","28750"
"In post","2022","South East (England)","Surrey, East and West Sussex","Unknown","1445","1295","30680","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","1255","1155","28050","26840"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","LGBO","65","60","27430","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Undeclared","175","160","28120","26930"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","275","245","26470","24090"
"In post","2022","South West (England)","Devon","Heterosexual / straight","6525","6025","32740","27570"
"In post","2022","South West (England)","Devon","LGBO","390","375","30060","27570"
"In post","2022","South West (England)","Devon","Undeclared","1000","915","34440","32730"
"In post","2022","South West (England)","Devon","Unknown","1400","1255","27750","25850"
"In post","2022","South West (England)","Dorset and Somerset","Heterosexual / straight","3850","3595","30650","27570"
"In post","2022","South West (England)","Dorset and Somerset","LGBO","195","185","29300","27570"
"In post","2022","South West (England)","Dorset and Somerset","Undeclared","535","500","30900","27570"
"In post","2022","South West (England)","Dorset and Somerset","Unknown","880","805","29920","27570"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","20800","19805","36680","33300"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","1115","1085","33600","29830"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","2850","2685","38110","35560"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5400","5110","36970","33370"
"In post","2022","Unknown","Unknown","Heterosexual / straight","865","820","34210","30650"
"In post","2022","Unknown","Unknown","LGBO","70","70","34170","30130"
"In post","2022","Unknown","Unknown","Undeclared","120","110","33580","29290"
"In post","2022","Unknown","Unknown","Unknown","2255","2230","36800","32700"
"In post","2022","Wales","East Wales","Heterosexual / straight","14055","13230","34660","30450"
"In post","2022","Wales","East Wales","LGBO","1020","995","32640","29430"
"In post","2022","Wales","East Wales","Undeclared","1745","1640","34850","30380"
"In post","2022","Wales","East Wales","Unknown","4035","3740","31180","26820"
"In post","2022","Wales","West Wales and The Valleys","Heterosexual / straight","11655","10710","29890","27130"
"In post","2022","Wales","West Wales and The Valleys","LGBO","570","545","28660","26780"
"In post","2022","Wales","West Wales and The Valleys","Undeclared","2300","1985","28140","24630"
"In post","2022","Wales","West Wales and The Valleys","Unknown","2520","2260","26900","23170"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","2980","2785","29400","27240"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","170","165","28650","25700"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","375","350","29760","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","670","615","27710","25210"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","6430","6025","31240","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","LGBO","350","340","29130","26760"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Undeclared","745","685","31650","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","1385","1265","30560","27130"
"In post","2022","West Midlands (England)","West Midlands","Heterosexual / straight","13320","12425","31780","27570"
"In post","2022","West Midlands (England)","West Midlands","LGBO","700","675","31700","27570"
"In post","2022","West Midlands (England)","West Midlands","Undeclared","1505","1375","31240","27570"
"In post","2022","West Midlands (England)","West Midlands","Unknown","4540","4160","30200","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","3475","3185","28740","27130"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","190","180","27490","26940"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","485","440","28900","27380"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","805","730","27420","26750"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","3295","3130","33210","29780"
"In post","2022","Yorkshire and The Humber","North Yorkshire","LGBO","215","210","31980","29180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Undeclared","450","420","33380","30240"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","695","650","31260","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","7590","6940","32310","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","LGBO","460","445","32380","29360"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Undeclared","845","775","31920","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","1590","1450","31730","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","12220","11395","33170","28200"
"In post","2022","Yorkshire and The Humber","West Yorkshire","LGBO","845","815","32650","28920"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Undeclared","1555","1430","33620","28970"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Unknown","4530","4205","31060","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","585","[c]","29380","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","80","[c]","28570","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","375","[c]","27070","25660"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","490","[c]","29480","26320"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","55","[c]","26780","24760"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","340","[c]","23680","21260"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Heterosexual / straight","215","[c]","28000","26850"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","415","[c]","31430","29290"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Undeclared","50","[c]","33390","31280"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Unknown","115","[c]","32130","28550"
"Leaver CS","2022","East of England","East Anglia","Heterosexual / straight","965","[c]","31080","27570"
"Leaver CS","2022","East of England","East Anglia","LGBO","65","[c]","29750","26900"
"Leaver CS","2022","East of England","East Anglia","Undeclared","115","[c]","32780","27640"
"Leaver CS","2022","East of England","East Anglia","Unknown","310","[c]","32570","27570"
"Leaver CS","2022","East of England","Essex","Heterosexual / straight","390","[c]","30420","29290"
"Leaver CS","2022","East of England","Essex","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Essex","Undeclared","35","[c]","32610","27630"
"Leaver CS","2022","East of England","Essex","Unknown","170","[c]","29750","26130"
"Leaver CS","2022","London","Inner London - East","Heterosexual / straight","1510","[c]","43310","36330"
"Leaver CS","2022","London","Inner London - East","LGBO","125","[c]","41130","34240"
"Leaver CS","2022","London","Inner London - East","Undeclared","240","[c]","43520","38030"
"Leaver CS","2022","London","Inner London - East","Unknown","735","[c]","46930","38000"
"Leaver CS","2022","London","Inner London - West","Heterosexual / straight","2455","[c]","45270","40550"
"Leaver CS","2022","London","Inner London - West","LGBO","295","[c]","41310","35060"
"Leaver CS","2022","London","Inner London - West","Undeclared","615","[c]","44580","40990"
"Leaver CS","2022","London","Inner London - West","Unknown","1570","[c]","43060","36650"
"Leaver CS","2022","London","Outer London - East and North East","Heterosexual / straight","240","[c]","30170","31060"
"Leaver CS","2022","London","Outer London - East and North East","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","Unknown","130","[c]","27700","30130"
"Leaver CS","2022","London","Outer London - South","Heterosexual / straight","440","[c]","35140","31060"
"Leaver CS","2022","London","Outer London - South","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","Undeclared","65","[c]","37040","31060"
"Leaver CS","2022","London","Outer London - South","Unknown","245","[c]","33170","30600"
"Leaver CS","2022","London","Outer London - West and North West","Heterosexual / straight","550","[c]","31750","31060"
"Leaver CS","2022","London","Outer London - West and North West","LGBO","40","[c]","32910","31060"
"Leaver CS","2022","London","Outer London - West and North West","Undeclared","115","[c]","31310","30660"
"Leaver CS","2022","London","Outer London - West and North West","Unknown","205","[c]","34140","31060"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","725","[c]","28260","21840"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","LGBO","50","[c]","25730","21260"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Undeclared","75","[c]","31020","22080"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","995","[c]","28100","22080"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Heterosexual / straight","430","[c]","27620","22600"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Unknown","215","[c]","25730","22600"
"Leaver CS","2022","North West (England)","Cheshire","Heterosexual / straight","225","[c]","31130","27570"
"Leaver CS","2022","North West (England)","Cheshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Heterosexual / straight","140","[c]","30730","27570"
"Leaver CS","2022","North West (England)","Cumbria","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Unknown","50","[c]","26510","21300"
"Leaver CS","2022","North West (England)","Greater Manchester","Heterosexual / straight","780","[c]","31480","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","LGBO","70","[c]","31180","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","Undeclared","85","[c]","32430","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","Unknown","670","[c]","29190","25800"
"Leaver CS","2022","North West (England)","Lancashire","Heterosexual / straight","625","[c]","26450","21260"
"Leaver CS","2022","North West (England)","Lancashire","LGBO","50","[c]","25010","21260"
"Leaver CS","2022","North West (England)","Lancashire","Undeclared","65","[c]","28830","26780"
"Leaver CS","2022","North West (England)","Lancashire","Unknown","390","[c]","26350","21260"
"Leaver CS","2022","North West (England)","Merseyside","Heterosexual / straight","690","[c]","28140","25040"
"Leaver CS","2022","North West (England)","Merseyside","LGBO","40","[c]","24950","24890"
"Leaver CS","2022","North West (England)","Merseyside","Undeclared","80","[c]","28070","25310"
"Leaver CS","2022","North West (England)","Merseyside","Unknown","540","[c]","29460","26120"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Heterosexual / straight","115","[c]","28210","23040"
"Leaver CS","2022","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Heterosexual / straight","75","[c]","48480","43880"
"Leaver CS","2022","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Unknown","55","[c]","46190","41600"
"Leaver CS","2022","Scotland","Eastern Scotland","Heterosexual / straight","590","[c]","35000","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","LGBO","45","[c]","29970","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Undeclared","55","[c]","32600","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Unknown","950","[c]","33120","27940"
"Leaver CS","2022","Scotland","Highlands and Islands","Heterosexual / straight","105","[c]","27920","27290"
"Leaver CS","2022","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Highlands and Islands","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Highlands and Islands","Unknown","65","[c]","28500","25940"
"Leaver CS","2022","Scotland","North Eastern Scotland","Heterosexual / straight","85","[c]","32870","27570"
"Leaver CS","2022","Scotland","North Eastern Scotland","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Eastern Scotland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Eastern Scotland","Unknown","55","[c]","30580","27020"
"Leaver CS","2022","Scotland","Southern Scotland","Heterosexual / straight","165","[c]","31300","27570"
"Leaver CS","2022","Scotland","Southern Scotland","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Southern Scotland","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Southern Scotland","Unknown","340","[c]","29160","26130"
"Leaver CS","2022","Scotland","West Central Scotland","Heterosexual / straight","570","[c]","31040","27570"
"Leaver CS","2022","Scotland","West Central Scotland","LGBO","45","[c]","30500","24770"
"Leaver CS","2022","Scotland","West Central Scotland","Undeclared","85","[c]","30330","23340"
"Leaver CS","2022","Scotland","West Central Scotland","Unknown","515","[c]","30620","26900"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","840","[c]","30130","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","105","[c]","31650","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","300","[c]","31100","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","970","[c]","30390","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","LGBO","60","[c]","28760","26470"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Undeclared","110","[c]","31300","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Unknown","395","[c]","30240","25000"
"Leaver CS","2022","South East (England)","Kent","Heterosexual / straight","510","[c]","30990","29290"
"Leaver CS","2022","South East (England)","Kent","LGBO","55","[c]","34360","29290"
"Leaver CS","2022","South East (England)","Kent","Undeclared","65","[c]","29440","27370"
"Leaver CS","2022","South East (England)","Kent","Unknown","170","[c]","30840","25620"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","575","[c]","30730","27570"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","LGBO","60","[c]","28430","27230"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Undeclared","85","[c]","32470","27570"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Unknown","215","[c]","27580","24370"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","125","[c]","26920","21260"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","35","[c]","25860","21550"
"Leaver CS","2022","South West (England)","Devon","Heterosexual / straight","470","[c]","30240","26710"
"Leaver CS","2022","South West (England)","Devon","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Devon","Undeclared","105","[c]","30840","27570"
"Leaver CS","2022","South West (England)","Devon","Unknown","150","[c]","28290","25000"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Heterosexual / straight","355","[c]","29340","27130"
"Leaver CS","2022","South West (England)","Dorset and Somerset","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Undeclared","45","[c]","29450","26950"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Unknown","110","[c]","31600","27170"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1670","[c]","34590","30420"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","100","[c]","29530","27570"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","255","[c]","36720","35060"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","575","[c]","31180","27570"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","390","[c]","29260","21840"
"Leaver CS","2022","Unknown","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","175","[c]","25550","21840"
"Leaver CS","2022","Unknown","Unknown","Unknown","635","[c]","34890","30780"
"Leaver CS","2022","Wales","East Wales","Heterosexual / straight","775","[c]","33110","27570"
"Leaver CS","2022","Wales","East Wales","LGBO","60","[c]","32750","25640"
"Leaver CS","2022","Wales","East Wales","Undeclared","90","[c]","34890","27570"
"Leaver CS","2022","Wales","East Wales","Unknown","630","[c]","28670","23780"
"Leaver CS","2022","Wales","West Wales and The Valleys","Heterosexual / straight","425","[c]","29620","26120"
"Leaver CS","2022","Wales","West Wales and The Valleys","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Wales","West Wales and The Valleys","Undeclared","45","[c]","31660","26780"
"Leaver CS","2022","Wales","West Wales and The Valleys","Unknown","155","[c]","25230","24320"
