"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Policy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Tax","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Tax","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","London","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Tax","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Tax","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2022","Human Resources","Tax","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Tax","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Tax","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Tax","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Tax","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Tax","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Tax","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Tax","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Tax","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","London","Heterosexual / straight","355","345","49290","42510"
"In post","2022","Human Resources","Unknown","London","LGBO","35","35","44530","42040"
"In post","2022","Human Resources","Unknown","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","London","Unknown","55","55","43120","36670"
"In post","2022","Human Resources","Unknown","North East (England)","Heterosexual / straight","305","280","27820","24100"
"In post","2022","Human Resources","Unknown","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2022","Human Resources","Unknown","North East (England)","Unknown","35","35","26210","21050"
"In post","2022","Human Resources","Unknown","North West (England)","Heterosexual / straight","125","120","40760","37580"
"In post","2022","Human Resources","Unknown","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","North West (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Scotland","Heterosexual / straight","30","30","38390","33370"
"In post","2022","Human Resources","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","Yorkshire and The Humber","Heterosexual / straight","90","80","41930","38420"
"In post","2022","Human Resources","Unknown","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Unknown","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","London","Heterosexual / straight","150","150","54070","51820"
"In post","2022","Internal Audit","Internal Audit","London","LGBO","15","15","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","London","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North East (England)","Heterosexual / straight","35","35","45630","43680"
"In post","2022","Internal Audit","Internal Audit","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North West (England)","Heterosexual / straight","50","45","43350","41680"
"In post","2022","Internal Audit","Internal Audit","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Scotland","Heterosexual / straight","30","30","40750","38500"
"In post","2022","Internal Audit","Internal Audit","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Scotland","Unknown","10","5","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South East (England)","Heterosexual / straight","50","45","38090","36460"
"In post","2022","Internal Audit","Internal Audit","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South West (England)","Heterosexual / straight","85","80","43430","42510"
"In post","2022","Internal Audit","Internal Audit","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Midlands (England)","Heterosexual / straight","40","35","52850","48780"
"In post","2022","Internal Audit","Internal Audit","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Yorkshire and The Humber","Heterosexual / straight","45","40","48180","48780"
"In post","2022","Internal Audit","Internal Audit","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Security","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","35","30","28620","27570"
"In post","2022","Legal","Knowledge and Information Management","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Yorkshire and The Humber","Unknown","15","10","[c]","[c]"
"In post","2022","Legal","Legal","East Midlands (England)","Heterosexual / straight","215","200","50630","49760"
"In post","2022","Legal","Legal","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Legal","East Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2022","Legal","Legal","East Midlands (England)","Unknown","60","55","49770","51470"
"In post","2022","Legal","Legal","East of England","Heterosexual / straight","205","190","53600","53050"
"In post","2022","Legal","Legal","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Legal","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Legal","East of England","Unknown","65","55","56130","59930"
