"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Mixed","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
