"Status","Year","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","AO","105","95","21930","22200"
"In post","2022","Attorney General's Departments","East Midlands (England)","EO","95","90","26750","26090"
"In post","2022","Attorney General's Departments","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","G7","210","190","52780","51470"
"In post","2022","Attorney General's Departments","East Midlands (England)","HEO","55","50","33910","34480"
"In post","2022","Attorney General's Departments","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Midlands (England)","SEO","10","10","39760","39310"
"In post","2022","Attorney General's Departments","East of England","AO","115","105","23010","23770"
"In post","2022","Attorney General's Departments","East of England","EO","115","100","28200","28430"
"In post","2022","Attorney General's Departments","East of England","G6","10","10","73520","73840"
"In post","2022","Attorney General's Departments","East of England","G7","200","180","57940","56510"
"In post","2022","Attorney General's Departments","East of England","HEO","60","55","36640","36240"
"In post","2022","Attorney General's Departments","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East of England","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","London","AA","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","London","AO","420","395","23510","23770"
"In post","2022","Attorney General's Departments","London","EO","780","745","28480","27700"
"In post","2022","Attorney General's Departments","London","G6","965","890","68370","66290"
"In post","2022","Attorney General's Departments","London","G7","1685","1570","55440","53050"
"In post","2022","Attorney General's Departments","London","HEO","460","445","35470","33310"
"In post","2022","Attorney General's Departments","London","SCS level","260","245","86700","80940"
"In post","2022","Attorney General's Departments","London","SEO","225","225","40680","40000"
"In post","2022","Attorney General's Departments","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","AO","85","70","22340","22200"
"In post","2022","Attorney General's Departments","North East (England)","EO","70","60","27150","27870"
"In post","2022","Attorney General's Departments","North East (England)","G6","10","10","70750","68070"
"In post","2022","Attorney General's Departments","North East (England)","G7","140","130","53540","54200"
"In post","2022","Attorney General's Departments","North East (England)","HEO","40","35","33260","32500"
"In post","2022","Attorney General's Departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North East (England)","SEO","15","15","39130","38180"
"In post","2022","Attorney General's Departments","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","AO","215","200","22100","22200"
"In post","2022","Attorney General's Departments","North West (England)","EO","225","210","27330","28430"
"In post","2022","Attorney General's Departments","North West (England)","G6","35","35","71280","67820"
"In post","2022","Attorney General's Departments","North West (England)","G7","395","365","53790","55610"
"In post","2022","Attorney General's Departments","North West (England)","HEO","105","105","33500","32500"
"In post","2022","Attorney General's Departments","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","SEO","30","30","38690","38180"
"In post","2022","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","AO","160","150","23640","23770"
"In post","2022","Attorney General's Departments","South East (England)","EO","160","150","28290","27440"
"In post","2022","Attorney General's Departments","South East (England)","G6","25","25","76080","74660"
"In post","2022","Attorney General's Departments","South East (England)","G7","295","270","58630","58970"
"In post","2022","Attorney General's Departments","South East (England)","HEO","70","65","36080","36240"
"In post","2022","Attorney General's Departments","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","SEO","20","20","41490","39750"
"In post","2022","Attorney General's Departments","South West (England)","AO","55","50","22240","22200"
"In post","2022","Attorney General's Departments","South West (England)","EO","65","60","26810","26220"
"In post","2022","Attorney General's Departments","South West (England)","G6","20","15","65930","64630"
"In post","2022","Attorney General's Departments","South West (England)","G7","165","150","53530","53880"
"In post","2022","Attorney General's Departments","South West (England)","HEO","45","40","33720","33310"
"In post","2022","Attorney General's Departments","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","SEO","15","15","38900","38180"
"In post","2022","Attorney General's Departments","Wales","AO","70","65","21960","22200"
"In post","2022","Attorney General's Departments","Wales","EO","70","70","26970","26160"
"In post","2022","Attorney General's Departments","Wales","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","G7","180","160","53760","55610"
"In post","2022","Attorney General's Departments","Wales","HEO","45","45","34200","33310"
"In post","2022","Attorney General's Departments","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","SEO","15","15","39000","38180"
"In post","2022","Attorney General's Departments","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","AO","115","105","22310","22200"
"In post","2022","Attorney General's Departments","West Midlands (England)","EO","115","110","27000","27070"
