"Status","Year","Age","Disability","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Outside London","Heterosexual / straight","35","35","21020","20970"
"In post","2022","16-19","Declared disabled","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Heterosexual / straight","70","65","25320","25110"
"In post","2022","16-19","Declared non-disabled","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Undeclared","10","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Outside London","Heterosexual / straight","490","475","21600","21250"
"In post","2022","16-19","Declared non-disabled","Outside London","LGBO","40","35","22410","21300"
"In post","2022","16-19","Declared non-disabled","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Outside London","Unknown","40","40","20260","21300"
"In post","2022","16-19","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Unknown","45","45","26570","25630"
"In post","2022","16-19","Unknown","Outside London","Heterosexual / straight","55","55","21680","21470"
"In post","2022","16-19","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Outside London","Unknown","390","375","21200","21250"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","20-29","Declared disabled","London","Heterosexual / straight","1105","1095","35880","33460"
"In post","2022","20-29","Declared disabled","London","LGBO","390","385","36380","33890"
"In post","2022","20-29","Declared disabled","London","Undeclared","140","140","35820","33210"
"In post","2022","20-29","Declared disabled","London","Unknown","45","45","34710","33500"
"In post","2022","20-29","Declared disabled","Outside London","Heterosexual / straight","2710","2655","26910","26100"
"In post","2022","20-29","Declared disabled","Outside London","LGBO","910","895","26680","26030"
"In post","2022","20-29","Declared disabled","Outside London","Undeclared","295","285","27410","26590"
"In post","2022","20-29","Declared disabled","Outside London","Unknown","145","140","26500","25680"
"In post","2022","20-29","Declared disabled","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","London","Heterosexual / straight","11015","10940","36920","34020"
"In post","2022","20-29","Declared non-disabled","London","LGBO","1275","1270","38900","35070"
"In post","2022","20-29","Declared non-disabled","London","Undeclared","790","785","38000","34550"
"In post","2022","20-29","Declared non-disabled","London","Unknown","240","240","36560","34240"
"In post","2022","20-29","Declared non-disabled","Outside London","Heterosexual / straight","30030","29545","27070","26350"
"In post","2022","20-29","Declared non-disabled","Outside London","LGBO","3100","3060","27020","26350"
"In post","2022","20-29","Declared non-disabled","Outside London","Undeclared","1505","1480","27120","26350"
"In post","2022","20-29","Declared non-disabled","Outside London","Unknown","2045","2015","27390","26840"
"In post","2022","20-29","Declared non-disabled","Overseas","Heterosexual / straight","175","175","33510","32560"
"In post","2022","20-29","Declared non-disabled","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Heterosexual / straight","135","135","29930","28000"
"In post","2022","20-29","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Heterosexual / straight","440","435","37410","34260"
"In post","2022","20-29","Undeclared","London","LGBO","95","95","36510","34020"
"In post","2022","20-29","Undeclared","London","Undeclared","255","255","38140","35060"
"In post","2022","20-29","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","Heterosexual / straight","845","830","27010","26590"
"In post","2022","20-29","Undeclared","Outside London","LGBO","230","225","26600","26370"
"In post","2022","20-29","Undeclared","Outside London","Undeclared","495","485","28490","27540"
"In post","2022","20-29","Undeclared","Outside London","Unknown","50","50","26020","27570"
"In post","2022","20-29","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","Heterosexual / straight","1545","1540","36910","34260"
"In post","2022","20-29","Unknown","London","LGBO","225","225","39010","36660"
"In post","2022","20-29","Unknown","London","Undeclared","560","555","37820","33050"
"In post","2022","20-29","Unknown","London","Unknown","5815","5790","35260","32280"
"In post","2022","20-29","Unknown","Outside London","Heterosexual / straight","2875","2840","28740","27130"
"In post","2022","20-29","Unknown","Outside London","LGBO","375","370","28120","26820"
"In post","2022","20-29","Unknown","Outside London","Undeclared","335","330","30270","28970"
"In post","2022","20-29","Unknown","Outside London","Unknown","13540","13290","26090","24880"
"In post","2022","20-29","Unknown","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Unknown","65","65","38580","38090"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","600","600","29050","28980"
"In post","2022","30-39","Declared disabled","London","Heterosexual / straight","1365","1320","44450","40600"
"In post","2022","30-39","Declared disabled","London","LGBO","315","310","45580","42080"
"In post","2022","30-39","Declared disabled","London","Undeclared","150","145","45780","41960"
"In post","2022","30-39","Declared disabled","London","Unknown","65","60","43350","40600"
"In post","2022","30-39","Declared disabled","Outside London","Heterosexual / straight","5060","4755","30410","27570"
"In post","2022","30-39","Declared disabled","Outside London","LGBO","995","960","30350","27570"
"In post","2022","30-39","Declared disabled","Outside London","Undeclared","550","525","30580","27570"
"In post","2022","30-39","Declared disabled","Outside London","Unknown","310","285","30260","27570"
"In post","2022","30-39","Declared disabled","Overseas","Heterosexual / straight","50","50","47970","50630"
"In post","2022","30-39","Declared disabled","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","London","Heterosexual / straight","13775","13345","46200","42470"
"In post","2022","30-39","Declared non-disabled","London","LGBO","1090","1080","48670","51250"
"In post","2022","30-39","Declared non-disabled","London","Undeclared","950","925","45940","43400"
"In post","2022","30-39","Declared non-disabled","London","Unknown","610","575","44050","39960"
"In post","2022","30-39","Declared non-disabled","Outside London","Heterosexual / straight","45835","43305","31830","28140"
"In post","2022","30-39","Declared non-disabled","Outside London","LGBO","3220","3160","32130","28550"
"In post","2022","30-39","Declared non-disabled","Outside London","Undeclared","2780","2630","32020","28980"
"In post","2022","30-39","Declared non-disabled","Outside London","Unknown","4360","3960","31170","27570"
"In post","2022","30-39","Declared non-disabled","Overseas","Heterosexual / straight","520","515","45500","45200"
"In post","2022","30-39","Declared non-disabled","Overseas","LGBO","50","50","46500","52190"
"In post","2022","30-39","Declared non-disabled","Overseas","Undeclared","40","40","45160","41060"
"In post","2022","30-39","Declared non-disabled","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Heterosexual / straight","120","120","33920","31060"
"In post","2022","30-39","Declared non-disabled","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","London","Heterosexual / straight","520","505","44940","41750"
"In post","2022","30-39","Undeclared","London","LGBO","80","80","46410","42480"
"In post","2022","30-39","Undeclared","London","Undeclared","500","485","47020","43020"
"In post","2022","30-39","Undeclared","London","Unknown","75","75","39600","35230"
"In post","2022","30-39","Undeclared","Outside London","Heterosexual / straight","1945","1835","30740","27570"
"In post","2022","30-39","Undeclared","Outside London","LGBO","250","240","30810","27570"
"In post","2022","30-39","Undeclared","Outside London","Undeclared","1375","1325","32710","30700"
"In post","2022","30-39","Undeclared","Outside London","Unknown","375","340","29590","27570"
"In post","2022","30-39","Undeclared","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Heterosexual / straight","1270","1240","46470","43630"
"In post","2022","30-39","Unknown","London","LGBO","125","120","47790","43630"
"In post","2022","30-39","Unknown","London","Undeclared","435","425","49540","53360"
"In post","2022","30-39","Unknown","London","Unknown","3880","3805","46380","42470"
"In post","2022","30-39","Unknown","Outside London","Heterosexual / straight","4095","3920","35100","33080"
"In post","2022","30-39","Unknown","Outside London","LGBO","345","340","34400","31620"
"In post","2022","30-39","Unknown","Outside London","Undeclared","425","410","36790","35090"
"In post","2022","30-39","Unknown","Outside London","Unknown","12705","12120","30520","26900"
"In post","2022","30-39","Unknown","Overseas","Heterosexual / straight","85","85","48400","47460"
"In post","2022","30-39","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Unknown","185","185","48980","51500"
