"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","Heterosexual / straight","60","60","31920","30450"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","SEO/HEO","Heterosexual / straight","70","65","35550","38330"
"In post","2022","Crown Commercial Service","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","EO","Heterosexual / straight","50","50","25520","25520"
"In post","2022","Crown Commercial Service","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","G6/G7","Heterosexual / straight","75","75","53730","51600"
"In post","2022","Crown Commercial Service","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SEO/HEO","Heterosexual / straight","160","155","35670","38330"
"In post","2022","Crown Commercial Service","North West (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","SEO/HEO","Unknown","45","45","34810","31640"
"In post","2022","Crown Commercial Service","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","SEO/HEO","Heterosexual / straight","45","45","34520","31250"
"In post","2022","Crown Commercial Service","Wales","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","Heterosexual / straight","675","615","22550","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","LGBO","50","45","21850","21050"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","Undeclared","40","35","22330","22860"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","EO","Heterosexual / straight","340","330","28690","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","Heterosexual / straight","185","175","68460","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","Heterosexual / straight","790","750","42260","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","LGBO","40","40","42870","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","Undeclared","50","45","45800","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","Unknown","45","40","51270","53490"
"In post","2022","Crown Prosecution Service","East Midlands (England)","AA/AO","Heterosexual / straight","80","75","21890","22200"
"In post","2022","Crown Prosecution Service","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","EO","Heterosexual / straight","70","65","26630","25920"
"In post","2022","Crown Prosecution Service","East Midlands (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","G6/G7","Heterosexual / straight","165","150","53190","51470"
"In post","2022","Crown Prosecution Service","East Midlands (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","G6/G7","Unknown","45","40","54700","55610"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SEO/HEO","Heterosexual / straight","50","50","34690","34480"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","AA/AO","Heterosexual / straight","90","80","22900","23770"
"In post","2022","Crown Prosecution Service","East of England","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","EO","Heterosexual / straight","85","80","28110","27760"
"In post","2022","Crown Prosecution Service","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","G6/G7","Heterosexual / straight","150","140","58060","55610"
"In post","2022","Crown Prosecution Service","East of England","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","G6/G7","Unknown","50","40","60860","62120"
"In post","2022","Crown Prosecution Service","East of England","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","SEO/HEO","Heterosexual / straight","55","50","37420","38000"
"In post","2022","Crown Prosecution Service","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA/AO","Heterosexual / straight","250","235","23360","23770"
"In post","2022","Crown Prosecution Service","London","AA/AO","LGBO","20","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA/AO","Unknown","65","60","23700","23770"
"In post","2022","Crown Prosecution Service","London","EO","Heterosexual / straight","270","255","28570","27760"
"In post","2022","Crown Prosecution Service","London","EO","LGBO","25","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","EO","Unknown","70","65","29240","30110"
"In post","2022","Crown Prosecution Service","London","G6/G7","Heterosexual / straight","565","540","60730","61360"
"In post","2022","Crown Prosecution Service","London","G6/G7","LGBO","40","35","64780","63960"
"In post","2022","Crown Prosecution Service","London","G6/G7","Undeclared","35","35","59940","60710"
"In post","2022","Crown Prosecution Service","London","G6/G7","Unknown","130","115","63560","62270"
"In post","2022","Crown Prosecution Service","London","SCS level","Heterosexual / straight","30","30","100470","91210"
"In post","2022","Crown Prosecution Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Heterosexual / straight","190","185","36120","35020"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Unknown","40","40","37230","36240"
"In post","2022","Crown Prosecution Service","North East (England)","AA/AO","Heterosexual / straight","55","50","22410","22200"
"In post","2022","Crown Prosecution Service","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","EO","Heterosexual / straight","50","45","26970","26450"
"In post","2022","Crown Prosecution Service","North East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","EO","Unknown","15","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","G6/G7","Heterosexual / straight","105","100","54240","54200"
"In post","2022","Crown Prosecution Service","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","G6/G7","Unknown","35","30","56370","55610"
"In post","2022","Crown Prosecution Service","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","SEO/HEO","Heterosexual / straight","35","35","35170","34480"
"In post","2022","Crown Prosecution Service","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","AA/AO","Heterosexual / straight","160","150","22050","22200"
"In post","2022","Crown Prosecution Service","North West (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","AA/AO","Unknown","40","35","22390","22200"
"In post","2022","Crown Prosecution Service","North West (England)","EO","Heterosexual / straight","175","165","27140","28430"
"In post","2022","Crown Prosecution Service","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","EO","Unknown","40","35","28200","28430"
"In post","2022","Crown Prosecution Service","North West (England)","G6/G7","Heterosexual / straight","305","285","54650","54200"
"In post","2022","Crown Prosecution Service","North West (England)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","G6/G7","Unknown","90","80","57230","55610"
"In post","2022","Crown Prosecution Service","North West (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","SEO/HEO","Heterosexual / straight","110","105","34580","34480"
"In post","2022","Crown Prosecution Service","North West (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","AA/AO","Heterosexual / straight","125","115","23640","23770"
"In post","2022","Crown Prosecution Service","South East (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","EO","Heterosexual / straight","115","105","28120","27050"
"In post","2022","Crown Prosecution Service","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","EO","Unknown","35","30","28960","30110"
"In post","2022","Crown Prosecution Service","South East (England)","G6/G7","Heterosexual / straight","220","205","59060","55000"
"In post","2022","Crown Prosecution Service","South East (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","G6/G7","Unknown","80","70","62420","62590"
"In post","2022","Crown Prosecution Service","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","SEO/HEO","Heterosexual / straight","70","65","37290","39540"
"In post","2022","Crown Prosecution Service","South East (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","AA/AO","Heterosexual / straight","40","40","22220","22200"
"In post","2022","Crown Prosecution Service","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","EO","Heterosexual / straight","50","45","26780","26090"
"In post","2022","Crown Prosecution Service","South West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","G6/G7","Heterosexual / straight","100","95","54110","54600"
"In post","2022","Crown Prosecution Service","South West (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","G6/G7","Unknown","40","35","55370","55610"
"In post","2022","Crown Prosecution Service","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","SEO/HEO","Heterosexual / straight","45","40","34900","34480"
"In post","2022","Crown Prosecution Service","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","AA/AO","Heterosexual / straight","55","50","21900","22200"
"In post","2022","Crown Prosecution Service","Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","EO","Heterosexual / straight","50","45","26870","26090"
"In post","2022","Crown Prosecution Service","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","EO","Unknown","15","15","[c]","[c]"
