"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Barnet","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Barnet","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","620","580","37710","34770"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","575","565","41970","38650"
"In post","2022","Commercial","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Berkshire","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Birmingham","Female","40","40","38940","36050"
