"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Heterosexual / straight","100","95","39550","33090"
"In post","2022","Attorney General's Departments","Human Resources","London","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Heterosexual / straight","40","40","31020","28430"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Heterosexual / straight","30","30","39940","35750"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Heterosexual / straight","185","170","50780","49580"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Unknown","50","45","52480","54200"
"In post","2022","Attorney General's Departments","Legal","East of England","Heterosexual / straight","190","175","53650","53050"
"In post","2022","Attorney General's Departments","Legal","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","Unknown","60","50","57530","60320"
"In post","2022","Attorney General's Departments","Legal","London","Heterosexual / straight","1870","1750","58890","55000"
"In post","2022","Attorney General's Departments","Legal","London","LGBO","165","155","59170","55070"
"In post","2022","Attorney General's Departments","Legal","London","Undeclared","170","160","61090","63730"
"In post","2022","Attorney General's Departments","Legal","London","Unknown","580","525","63570","64680"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Heterosexual / straight","115","110","52390","50070"
"In post","2022","Attorney General's Departments","Legal","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Unknown","35","35","54160","55610"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Heterosexual / straight","345","320","52110","51470"
"In post","2022","Attorney General's Departments","Legal","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Unknown","100","90","55510","55610"
"In post","2022","Attorney General's Departments","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Heterosexual / straight","260","240","55170","53050"
"In post","2022","Attorney General's Departments","Legal","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Unknown","85","80","60270","62150"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Heterosexual / straight","140","130","51920","51470"
"In post","2022","Attorney General's Departments","Legal","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Unknown","50","45","55750","55610"
"In post","2022","Attorney General's Departments","Legal","Wales","Heterosexual / straight","135","125","52190","49580"
"In post","2022","Attorney General's Departments","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Unknown","55","45","53960","55610"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Heterosexual / straight","225","210","51480","51470"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Unknown","80","75","56280","55610"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Heterosexual / straight","280","265","53060","50500"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Unknown","125","110","56260","55610"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Heterosexual / straight","130","125","25620","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Unknown","35","30","25850","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Heterosexual / straight","170","155","27390","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Unknown","35","30","27390","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Heterosexual / straight","540","510","28610","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","London","LGBO","40","40","28650","27050"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Unknown","145","130","27830","27440"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Heterosexual / straight","110","100","26140","24600"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Unknown","35","30","24710","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Heterosexual / straight","330","310","26560","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","LGBO","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Unknown","85","75","25920","25920"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Heterosexual / straight","240","230","27930","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Unknown","60","55","27420","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Heterosexual / straight","90","85","26420","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Heterosexual / straight","115","105","26100","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Unknown","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","Heterosexual / straight","165","155","26530","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","Unknown","55","50","25290","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","200","180","26970","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Unknown","75","65","25630","25660"
"In post","2022","Attorney General's Departments","Other","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","London","Heterosexual / straight","310","300","33850","27580"
"In post","2022","Attorney General's Departments","Other","London","LGBO","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","London","Undeclared","30","30","29980","27350"
"In post","2022","Attorney General's Departments","Other","London","Unknown","85","80","36080","30360"
"In post","2022","Attorney General's Departments","Other","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
