"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Commercial","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Inner London - West","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","North Yorkshire","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Inner London - West","Female","45","40","43800","39750"
"In post","2022","Attorney General's Departments","Communications","Inner London - West","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","Inner London - West","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","Inner London - West","Female","95","90","42210","33380"
"In post","2022","Attorney General's Departments","Counter Fraud","Inner London - West","Male","150","145","49470","42310"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Wales","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Female","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Male","55","55","46520","40540"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Anglia","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Inner London - West","Female","40","35","37960","31570"
"In post","2022","Attorney General's Departments","Finance","Inner London - West","Male","35","35","39610","31560"
"In post","2022","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Yorkshire","Female","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Essex","Male","[c]","[c]","[c]","[c]"
