"Status","Year","Age","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Other ethnicity","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Outside London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","London","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Outside London","Female","185","175","21680","21250"
"In post","2022","16-19","Unknown","Outside London","Male","230","220","20760","21250"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","White","London","Female","35","35","25260","24680"
"In post","2022","16-19","White","London","Male","20","20","[c]","[c]"
"In post","2022","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Outside London","Female","295","290","21770","21260"
"In post","2022","16-19","White","Outside London","Male","275","270","21140","21250"
"In post","2022","16-19","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","London","Female","1720","1700","34050","31950"
"In post","2022","20-29","Asian","London","Male","1200","1195","34950","32330"
"In post","2022","20-29","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Outside London","Female","2055","1985","26170","26030"
"In post","2022","20-29","Asian","Outside London","Male","1885","1850","26720","26590"
"In post","2022","20-29","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Male","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","London","Female","1125","1110","32310","31060"
"In post","2022","20-29","Black","London","Male","420","420","32580","31060"
"In post","2022","20-29","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Outside London","Female","525","515","26930","26820"
"In post","2022","20-29","Black","Outside London","Male","280","275","27120","26590"
"In post","2022","20-29","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","London","Female","655","640","35600","33210"
"In post","2022","20-29","Mixed","London","Male","435","430","37230","34260"
"In post","2022","20-29","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Outside London","Female","785","760","27050","26820"
"In post","2022","20-29","Mixed","Outside London","Male","535","530","27200","26370"
"In post","2022","20-29","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Female","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","Female","180","175","33560","31060"
"In post","2022","20-29","Other ethnicity","London","Male","130","130","36560","33210"
"In post","2022","20-29","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","Female","125","120","26710","26030"
"In post","2022","20-29","Other ethnicity","Outside London","Male","75","75","27400","27230"
"In post","2022","20-29","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Female","160","155","35910","33210"
"In post","2022","20-29","Undeclared","London","Male","250","250","38160","35060"
"In post","2022","20-29","Undeclared","Outside London","Female","310","295","27830","26740"
"In post","2022","20-29","Undeclared","Outside London","Male","600","595","29600","27930"
"In post","2022","20-29","Undeclared","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","Female","3530","3510","34810","32000"
"In post","2022","20-29","Unknown","London","Male","2775","2770","36190","33250"
"In post","2022","20-29","Unknown","Outside London","Female","7380","7180","25770","24620"
"In post","2022","20-29","Unknown","Outside London","Male","6920","6850","26380","25050"
"In post","2022","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Female","30","30","36600","37440"
"In post","2022","20-29","Unknown","Overseas","Male","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Female","185","185","28700","29250"
"In post","2022","20-29","Unknown","Unknown","Male","420","420","29280","28980"
"In post","2022","20-29","White","London","Female","6385","6345","38220","35050"
"In post","2022","20-29","White","London","Male","4985","4970","38940","35710"
"In post","2022","20-29","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Outside London","Female","21665","21195","27160","26350"
"In post","2022","20-29","White","Outside London","Male","16350","16255","27460","26590"
"In post","2022","20-29","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Overseas","Female","110","110","34180","33140"
"In post","2022","20-29","White","Overseas","Male","95","95","35350","33230"
"In post","2022","20-29","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Unknown","Female","75","75","30980","29170"
"In post","2022","20-29","White","Unknown","Male","65","65","29170","27570"
"In post","2022","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","London","Female","2045","1920","40630","36650"
"In post","2022","30-39","Asian","London","Male","1635","1625","40660","36090"
"In post","2022","30-39","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Outside London","Female","2685","2410","28880","27570"
"In post","2022","30-39","Asian","Outside London","Male","2775","2710","30800","27570"
"In post","2022","30-39","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Female","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Male","35","35","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Female","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Male","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","London","Female","1270","1225","36480","33550"
"In post","2022","30-39","Black","London","Male","635","630","35910","33490"
"In post","2022","30-39","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Outside London","Female","1000","935","29270","27570"
"In post","2022","30-39","Black","Outside London","Male","600","590","30720","27570"
"In post","2022","30-39","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Female","5","5","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Male","5","5","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","London","Female","625","600","43390","40280"
"In post","2022","30-39","Mixed","London","Male","435","435","46270","42410"
"In post","2022","30-39","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Outside London","Female","890","825","31210","27570"
"In post","2022","30-39","Mixed","Outside London","Male","610","600","32520","29360"
"In post","2022","30-39","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Female","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Male","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Female","10","5","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","Female","195","190","42980","39050"
"In post","2022","30-39","Other ethnicity","London","Male","135","130","43830","39460"
"In post","2022","30-39","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","Female","155","145","31570","27570"
"In post","2022","30-39","Other ethnicity","Outside London","Male","130","125","32170","28550"
"In post","2022","30-39","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","London","Female","340","320","43710","40050"
"In post","2022","30-39","Undeclared","London","Male","510","505","47090","44500"
"In post","2022","30-39","Undeclared","Outside London","Female","910","825","31330","27570"
"In post","2022","30-39","Undeclared","Outside London","Male","1620","1605","33900","31770"
"In post","2022","30-39","Undeclared","Overseas","Female","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Male","45","45","43440","40290"
"In post","2022","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Female","2290","2205","45890","42190"
"In post","2022","30-39","Unknown","London","Male","2110","2095","46720","42470"
"In post","2022","30-39","Unknown","Outside London","Female","7055","6435","29700","26820"
"In post","2022","30-39","Unknown","Outside London","Male","7030","6945","31080","27570"
"In post","2022","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","Female","100","100","49150","51500"
"In post","2022","30-39","Unknown","Overseas","Male","85","85","49230","52430"
"In post","2022","30-39","Unknown","Unknown","Female","90","90","38380","33860"
"In post","2022","30-39","Unknown","Unknown","Male","390","390","37340","34460"
"In post","2022","30-39","White","London","Female","6810","6485","49150","51710"
"In post","2022","30-39","White","London","Male","6170","6130","49790","51830"
"In post","2022","30-39","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Outside London","Female","32905","29920","31590","27570"
"In post","2022","30-39","White","Outside London","Male","26255","26035","32820","30140"
"In post","2022","30-39","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Overseas","Female","275","270","46190","49370"
"In post","2022","30-39","White","Overseas","Male","395","395","46260","49370"
"In post","2022","30-39","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Unknown","Female","75","70","35820","31530"
"In post","2022","30-39","White","Unknown","Male","55","55","34520","27570"
"In post","2022","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","London","Female","2385","2165","40450","35070"
"In post","2022","40-49","Asian","London","Male","1500","1480","41820","36450"
"In post","2022","40-49","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Outside London","Female","2710","2335","30490","27570"
"In post","2022","40-49","Asian","Outside London","Male","2300","2220","32360","27570"
"In post","2022","40-49","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Female","35","35","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Male","30","30","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Female","20","15","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","London","Female","1445","1360","36990","32620"
"In post","2022","40-49","Black","London","Male","725","720","37910","34550"
"In post","2022","40-49","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Outside London","Female","880","825","30390","27570"
"In post","2022","40-49","Black","Outside London","Male","755","745","32390","28300"
"In post","2022","40-49","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Female","20","20","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Male","15","15","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Female","10","10","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","London","Female","430","405","46820","41970"
"In post","2022","40-49","Mixed","London","Male","255","255","48380","42100"
"In post","2022","40-49","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Outside London","Female","695","625","33480","28140"
"In post","2022","40-49","Mixed","Outside London","Male","490","485","35060","30820"
"In post","2022","40-49","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Overseas","Female","15","15","[c]","[c]"
"In post","2022","40-49","Mixed","Overseas","Male","20","20","[c]","[c]"
"In post","2022","40-49","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","London","Female","175","160","41660","35200"
"In post","2022","40-49","Other ethnicity","London","Male","120","120","46360","40600"
"In post","2022","40-49","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Outside London","Female","165","145","32590","27700"
"In post","2022","40-49","Other ethnicity","Outside London","Male","160","160","35520","28990"
"In post","2022","40-49","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Overseas","Female","5","5","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Overseas","Male","15","15","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","London","Female","435","400","42350","37560"
"In post","2022","40-49","Undeclared","London","Male","585","580","46810","42660"
"In post","2022","40-49","Undeclared","Outside London","Female","1500","1345","32630","27570"
"In post","2022","40-49","Undeclared","Outside London","Male","2230","2195","35620","32800"
"In post","2022","40-49","Undeclared","Overseas","Female","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","Male","40","40","53360","53750"
"In post","2022","40-49","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","London","Female","1535","1435","49160","44020"
"In post","2022","40-49","Unknown","London","Male","1340","1320","52770","51710"
"In post","2022","40-49","Unknown","Outside London","Female","5450","4910","32330","27370"
"In post","2022","40-49","Unknown","Outside London","Male","4750","4660","34620","29680"
"In post","2022","40-49","Unknown","Overseas","Female","90","90","49110","46600"
"In post","2022","40-49","Unknown","Overseas","Male","85","85","54180","54080"
"In post","2022","40-49","Unknown","Unknown","Female","80","75","38640","32700"
"In post","2022","40-49","Unknown","Unknown","Male","330","330","41900","36670"
"In post","2022","40-49","White","London","Female","6185","5660","53260","53600"
"In post","2022","40-49","White","London","Male","5665","5610","54450","53950"
"In post","2022","40-49","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Outside London","Female","40600","36385","33390","28200"
"In post","2022","40-49","White","Outside London","Male","29215","28880","36020","31990"
"In post","2022","40-49","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Overseas","Female","315","315","55170","56730"
"In post","2022","40-49","White","Overseas","Male","440","440","52240","53690"
"In post","2022","40-49","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Unknown","Female","95","90","35490","27570"
"In post","2022","40-49","White","Unknown","Male","95","90","37570","31990"
"In post","2022","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","London","Female","1800","1670","36950","31880"
"In post","2022","50-59","Asian","London","Male","1065","1050","40000","34710"
"In post","2022","50-59","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Outside London","Female","1755","1565","30380","27570"
"In post","2022","50-59","Asian","Outside London","Male","1375","1330","31930","27570"
"In post","2022","50-59","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Overseas","Female","5","5","[c]","[c]"
"In post","2022","50-59","Asian","Overseas","Male","15","15","[c]","[c]"
"In post","2022","50-59","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Unknown","Female","35","30","28520","30250"
"In post","2022","50-59","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2022","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","London","Female","2470","2375","35170","31060"
"In post","2022","50-59","Black","London","Male","1210","1195","37250","32610"
"In post","2022","50-59","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Outside London","Female","1030","965","30090","27570"
"In post","2022","50-59","Black","Outside London","Male","760","740","31970","28200"
"In post","2022","50-59","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Overseas","Female","10","10","[c]","[c]"
"In post","2022","50-59","Black","Overseas","Male","10","10","[c]","[c]"
"In post","2022","50-59","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2022","50-59","Black","Unknown","Male","10","10","[c]","[c]"
"In post","2022","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","London","Female","350","330","40770","34650"
"In post","2022","50-59","Mixed","London","Male","225","220","42690","37610"
"In post","2022","50-59","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Outside London","Female","580","535","31840","27570"
"In post","2022","50-59","Mixed","Outside London","Male","480","465","36460","32000"
"In post","2022","50-59","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Female","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Male","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","London","Female","145","135","41700","35720"
"In post","2022","50-59","Other ethnicity","London","Male","110","110","42350","35660"
"In post","2022","50-59","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Outside London","Female","145","135","33030","27570"
"In post","2022","50-59","Other ethnicity","Outside London","Male","205","200","35380","31880"
"In post","2022","50-59","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Male","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","London","Female","780","730","38020","32680"
"In post","2022","50-59","Undeclared","London","Male","800","790","45630","39850"
"In post","2022","50-59","Undeclared","Outside London","Female","2510","2250","31150","27570"
"In post","2022","50-59","Undeclared","Outside London","Male","3500","3385","35260","32390"
"In post","2022","50-59","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","Female","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","Male","50","50","51610","54470"
"In post","2022","50-59","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","London","Female","1205","1150","46800","39790"
"In post","2022","50-59","Unknown","London","Male","1215","1195","50980","42920"
"In post","2022","50-59","Unknown","Outside London","Female","5120","4615","31080","26820"
"In post","2022","50-59","Unknown","Outside London","Male","5070","4850","34840","30730"
"In post","2022","50-59","Unknown","Overseas","Female","45","45","50380","46600"
"In post","2022","50-59","Unknown","Overseas","Male","50","50","49870","46600"
"In post","2022","50-59","Unknown","Unknown","Female","45","45","39880","35380"
"In post","2022","50-59","Unknown","Unknown","Male","490","490","43150","38310"
"In post","2022","50-59","White","London","Female","6045","5705","47690","41750"
"In post","2022","50-59","White","London","Male","6735","6640","51150","44950"
"In post","2022","50-59","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Outside London","Female","53235","48115","31660","27570"
"In post","2022","50-59","White","Outside London","Male","41295","40165","35890","31900"
"In post","2022","50-59","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Overseas","Female","240","240","53900","54470"
"In post","2022","50-59","White","Overseas","Male","505","500","52990","53000"
"In post","2022","50-59","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","White","Unknown","Female","125","120","31780","29240"
"In post","2022","50-59","White","Unknown","Male","110","110","37830","31990"
"In post","2022","50-59","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","London","Female","575","490","32350","30330"
"In post","2022","60-64","Asian","London","Male","335","305","36100","31060"
"In post","2022","60-64","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Outside London","Female","360","290","27880","26080"
"In post","2022","60-64","Asian","Outside London","Male","305","280","32680","27570"
"In post","2022","60-64","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
